n_vars,trial,expr_style,partial_output_mode,partial_reference_arrays_available_count,partial_reference_source,partial_correctness_reference,partial_context_count,partial_fixed_var_count_median,partial_fixed_var_fraction_median,partial_context_style,partial_unique_contexts,partial_repeated_contexts,partial_remaining_var_count_median,partial_context_overlap_ratio,partial_bitset_baseline_kind,partial_bitset_restricted_baseline_kinds,partial_bitset_full_recompute_total_s,partial_bitset_full_recompute_per_context_median_s,partial_bitset_ok_rate,partial_bitset_restricted_total_s,partial_bitset_restricted_per_context_median_s,partial_bitset_restricted_ok_rate,partial_cm_no_cache_total_s,partial_cm_no_cache_compile_total_s,partial_cm_no_cache_eval_total_s,partial_cm_no_cache_per_context_median_s,partial_cm_no_cache_live_vars_median,partial_cm_no_cache_live_vars_max,partial_cm_no_cache_ok_rate,partial_cm_cache_compile_once_s,partial_cm_cache_eval_contexts_total_s,partial_cm_cache_total_s,partial_cm_cache_per_context_median_s,partial_cm_cache_live_vars_median,partial_cm_cache_live_vars_max,partial_cm_cache_persistent_hits_total,partial_cm_cache_persistent_misses_total,partial_cm_cache_ok_rate,partial_robdd_backend,partial_robdd_build_once_s,partial_robdd_restrict_contexts_total_s,partial_robdd_total_s,partial_robdd_restrict_per_context_median_s,partial_robdd_nodes_base,partial_robdd_restricted_nodes_median,partial_robdd_ok_rate,partial_robdd_status,partial_robdd_error,partial_robdd_extract_total_s,partial_robdd_build_restrict_extract_total_s,speedup_cm_cache_vs_cm_no_cache,ratio_cm_cache_over_bitset_full_recompute,ratio_cm_cache_over_bitset_restricted,ratio_cm_cache_over_robdd_restrict,expr_depth_actual,expr_node_count,expr_leaf_count,expr_op_count,expr_unique_var_count,expr_vars_used,expr_vars_used_count,expr_vars_used_list,expr_uses_all_vars,expr_const_count,expr_not_count,expr_and_count,expr_or_count,expr_xor_count,expr_imp_count,expr_eqv_count,expr_simplified_const_if_available,expr_structural_hash_if_available,tt_true_count,tt_false_count,tt_density,tt_is_constant,tt_is_balancedish,expr_regeneration_attempts,expr_filter_reason
8,10,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,4.0,0.5,sliding_window,8,0,4.0,0.6,raw_ast_recursive,raw_ast_recursive,8.38999985717237e-05,9.150011464953423e-06,1.0,0.00022849999368190765,1.1099997209385037e-05,1.0,0.0034192000166513026,0.0027494000969454646,0.0004912000149488449,0.000401749974116683,4.0,4.0,1.0,0.0004929000278934836,0.0003868999192491174,0.0010220000403933227,4.595000064000487e-05,4.0,4.0,8,25,1.0,auto,,,,,,,,disabled,,,,3.345596752946706,12.181168746023806,4.472648002853067,,6,34,16,18,8,x0;x1;x2;x3;x4;x5;x6;x7,8,x0;x1;x2;x3;x4;x5;x6;x7,True,0,3,4,3,2,3,3,False,39bc5668987c4d72906e3beb5aeee187,40,216,0.15625,False,False,0,
8,11,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,4.0,0.5,sliding_window,8,0,4.0,0.6,raw_ast_recursive,raw_ast_recursive,8.010002784430981e-05,8.899980457499623e-06,1.0,0.000228599994443357,1.0500021744519472e-05,1.0,0.004207000019960105,0.0034506000811234117,0.0005383999668993056,0.0004599000094458461,4.0,4.0,1.0,0.0004927999689243734,0.0003782000858336687,0.0010176000068895519,4.4800020987167954e-05,4.0,4.0,8,23,1.0,auto,,,,,,,,disabled,,,,4.13423741300812,12.70411552000279,4.451443707894294,,5,31,16,15,8,x0;x1;x2;x3;x4;x5;x6;x7,8,x0;x1;x2;x3;x4;x5;x6;x7,True,0,0,3,7,3,1,1,False,c513330c686271a1f2c81111129a206f,238,18,0.9296875,False,False,0,
8,12,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,4.0,0.5,sliding_window,8,0,4.0,0.6,raw_ast_recursive,raw_ast_recursive,8.510000770911574e-05,9.199982741847634e-06,1.0,0.00022489996626973152,1.1150026693940163e-05,1.0,0.003492599993478507,0.0028021999169141054,0.0005027000443078578,0.00040744998841546476,4.0,4.0,1.0,0.0005024999845772982,0.000556300044991076,0.0012814999790862203,6.780002149753273e-05,4.0,4.0,8,24,1.0,auto,,,,,,,,disabled,,,,2.7253999613553814,15.058752796669236,5.698088800730481,,6,32,16,16,8,x0;x1;x2;x3;x4;x5;x6;x7,8,x0;x1;x2;x3;x4;x5;x6;x7,True,0,1,1,4,5,2,3,False,88ca376cbbc606091c009e965c3ad35c,244,12,0.953125,False,False,0,
8,13,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,4.0,0.5,sliding_window,8,0,4.0,0.6,raw_ast_recursive,raw_ast_recursive,0.00010529998689889908,1.0099989594891667e-05,1.0,0.00023070001043379307,1.134999911300838e-05,1.0,0.0033009999897331,0.0026124001014977694,0.0005053000058978796,0.00038540002424269915,4.0,4.0,1.0,0.00047939998330548406,0.000520200002938509,0.0012063999893143773,6.369999027810991e-05,4.0,4.0,0,1,1.0,auto,,,,,,,,disabled,,,,2.7362400687761346,11.456791447397515,5.229301841148349,,6,32,16,16,8,x0;x1;x2;x3;x4;x5;x6;x7,8,x0;x1;x2;x3;x4;x5;x6;x7,True,0,1,2,5,2,3,3,False,167075a3d2bd3c30ea7060e41f32dff7,238,18,0.9296875,False,False,0,
8,14,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,4.0,0.5,sliding_window,8,0,4.0,0.6,raw_ast_recursive,raw_ast_recursive,0.00010230002226307988,1.1000025551766157e-05,1.0,0.00031679996754974127,1.2250005966052413e-05,1.0,0.003821799997240305,0.003041400050278753,0.0005738998879678547,0.0004292499797884375,4.0,4.0,1.0,0.0005151000223122537,0.0003793999785557389,0.001038899994455278,4.499999340623617e-05,4.0,4.0,8,28,1.0,auto,,,,,,,,disabled,,,,3.6786986405213846,10.155422955662614,3.2793563790127553,,6,36,16,20,8,x0;x1;x2;x3;x4;x5;x6;x7,8,x0;x1;x2;x3;x4;x5;x6;x7,True,0,5,3,3,3,4,2,False,6408967f23ae613a204939a7a4835ce4,196,60,0.765625,False,False,0,
8,15,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,4.0,0.5,sliding_window,8,0,4.0,0.6,raw_ast_recursive,raw_ast_recursive,9.250000584870577e-05,1.0199990356341004e-05,1.0,0.00024089997168630362,1.1900003300979733e-05,1.0,0.0035430999705567956,0.0028445000061765313,0.0005134000675752759,0.00041560002136975527,4.0,4.0,1.0,0.0004966999986208975,0.0004094999749213457,0.0010631000041030347,4.9349997425451875e-05,4.0,4.0,8,25,1.0,auto,,,,,,,,disabled,,,,3.3328002604479354,11.49297229063807,4.413034989839633,,6,33,16,17,8,x0;x1;x2;x3;x4;x5;x6;x7,8,x0;x1;x2;x3;x4;x5;x6;x7,True,0,2,3,3,3,2,4,False,71b69ee33d7e694020a46c7ec91acb5b,128,128,0.5,False,True,0,
8,16,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,4.0,0.5,sliding_window,8,0,4.0,0.6,raw_ast_recursive,raw_ast_recursive,0.00014620000729337335,1.5400000847876072e-05,1.0,0.00041719997534528375,1.545000122860074e-05,1.0,0.005070800019893795,0.004002499976195395,0.0007780001033097506,0.0006047500355634838,4.0,4.0,1.0,0.0007436000159941614,0.0005739000625908375,0.0015231000143103302,6.900000153109431e-05,4.0,4.0,8,24,1.0,auto,,,,,,,,disabled,,,,3.3292626697202725,10.417920234805392,3.6507672682621313,,6,32,16,16,8,x0;x1;x2;x3;x4;x5;x6;x7,8,x0;x1;x2;x3;x4;x5;x6;x7,True,0,1,3,2,3,5,2,False,5630b7c0ab59af668b0f0377db477cbe,92,164,0.359375,False,True,0,
12,0,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.0001970999874174595,1.9500002963468432e-05,1.0,0.0025596999912522733,1.2950011296197772e-05,1.0,0.003686100011691451,0.0029565999866463244,0.0005335999303497374,0.0004241999995429069,6.0,6.0,1.0,0.0004922000225633383,0.00039720005588606,0.001042500021867454,4.75000124424696e-05,6.0,6.0,4,29,1.0,auto,,,,,,,,disabled,,,,3.535827275176893,5.289193751491369,0.40727429989068187,,6,33,16,17,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,2,2,4,4,1,4,False,1b0f4e2c1d947386d48213eded0e6113,1984,2112,0.484375,False,True,0,
12,1,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.00012020004214718938,1.200000406242907e-05,1.0,0.00026050000451505184,1.1399999493733048e-05,1.0,0.003974399995058775,0.0032190000056289136,0.0005472000339068472,0.0004530500154942274,6.0,6.0,1.0,0.0005377999623306096,0.00040870002703741193,0.0011058999807573855,4.8600020818412304e-05,6.0,6.0,4,28,1.0,auto,,,,,,,,disabled,,,,3.5938150503781285,9.20049578188309,4.245297357349895,,6,32,16,16,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,1,5,4,4,1,1,False,419f0b47f4e81bc8e24b24da57885b2a,1704,2392,0.416015625,False,True,0,
12,2,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.0001477000187151134,1.5900004655122757e-05,1.0,0.000262899964582175,1.3100012438371778e-05,1.0,0.003987099975347519,0.0030944000463932753,0.0006600999040529132,0.00046255000052042305,6.0,6.0,1.0,0.0005387999699451029,0.00047980010276660323,0.0011945999576710165,5.725002847611904e-05,6.0,6.0,4,27,1.0,auto,,,,,,,,disabled,,,,3.3376026424115572,8.08801493773121,4.543933505543013,,5,31,16,15,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,0,2,3,3,4,3,False,7d1448b0b84d46ef9091c2bf89e62cfb,2048,2048,0.5,False,True,0,
