n_vars,trial,expr_style,partial_output_mode,partial_reference_arrays_available_count,partial_reference_source,partial_correctness_reference,partial_context_count,partial_fixed_var_count_median,partial_fixed_var_fraction_median,partial_context_style,partial_unique_contexts,partial_repeated_contexts,partial_remaining_var_count_median,partial_context_overlap_ratio,partial_bitset_baseline_kind,partial_bitset_restricted_baseline_kinds,partial_bitset_full_recompute_total_s,partial_bitset_full_recompute_per_context_median_s,partial_bitset_ok_rate,partial_bitset_restricted_total_s,partial_bitset_restricted_per_context_median_s,partial_bitset_restricted_ok_rate,partial_cm_no_cache_total_s,partial_cm_no_cache_compile_total_s,partial_cm_no_cache_eval_total_s,partial_cm_no_cache_per_context_median_s,partial_cm_no_cache_live_vars_median,partial_cm_no_cache_live_vars_max,partial_cm_no_cache_ok_rate,partial_cm_cache_compile_once_s,partial_cm_cache_eval_contexts_total_s,partial_cm_cache_total_s,partial_cm_cache_per_context_median_s,partial_cm_cache_live_vars_median,partial_cm_cache_live_vars_max,partial_cm_cache_persistent_hits_total,partial_cm_cache_persistent_misses_total,partial_cm_cache_ok_rate,partial_robdd_backend,partial_robdd_build_once_s,partial_robdd_restrict_contexts_total_s,partial_robdd_total_s,partial_robdd_restrict_per_context_median_s,partial_robdd_nodes_base,partial_robdd_restricted_nodes_median,partial_robdd_ok_rate,partial_robdd_status,partial_robdd_error,partial_robdd_extract_total_s,partial_robdd_build_restrict_extract_total_s,speedup_cm_cache_vs_cm_no_cache,ratio_cm_cache_over_bitset_full_recompute,ratio_cm_cache_over_bitset_restricted,ratio_cm_cache_over_robdd_restrict,expr_depth_actual,expr_node_count,expr_leaf_count,expr_op_count,expr_unique_var_count,expr_vars_used,expr_vars_used_count,expr_vars_used_list,expr_uses_all_vars,expr_const_count,expr_not_count,expr_and_count,expr_or_count,expr_xor_count,expr_imp_count,expr_eqv_count,expr_simplified_const_if_available,expr_structural_hash_if_available,tt_true_count,tt_false_count,tt_density,tt_is_constant,tt_is_balancedish,expr_regeneration_attempts,expr_filter_reason
12,3,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.0001705000177025795,1.8899969290941954e-05,1.0,0.00031259999377653003,1.5050027286633849e-05,1.0,0.0042554999818094075,0.003363399999216199,0.0006704000406898558,0.0004948000132571906,6.0,6.0,1.0,0.0005885999999009073,0.0004924999084323645,0.0012595999869517982,5.879998207092285e-05,6.0,6.0,4,28,1.0,auto,,,,,,,,disabled,,,,3.3784534978502307,7.387682440884237,4.029430620693661,,6,32,16,16,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,1,1,2,4,4,4,False,6dc9284f937a1fbaf0ecab1e033d7408,2048,2048,0.5,False,True,0,
12,4,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.00014859996736049652,1.5900004655122757e-05,1.0,0.0003347000456415117,1.4249992091208696e-05,1.0,0.005182099994271994,0.003986400086432695,0.0008704999345354736,0.0006005999748595059,6.0,6.0,1.0,0.0006780999829061329,0.000493300030939281,0.0013546999543905258,5.894998321309686e-05,6.0,6.0,4,29,1.0,auto,,,,,,,,disabled,,,,3.8252750931872583,9.116421614710639,4.047504540353451,,6,33,16,17,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,2,6,1,4,3,1,False,294c76a117f9545cc65ed8a0d75ae07f,2020,2076,0.4931640625,False,True,0,
12,5,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.00014450005255639553,1.5700003132224083e-05,1.0,0.00032219995046034455,1.414999132975936e-05,1.0,0.005148500029463321,0.004223600146360695,0.0006865998730063438,0.0005449500167742372,6.0,6.0,1.0,0.0006095999851822853,0.00047470000572502613,0.0012650999706238508,5.740000051446259e-05,6.0,6.0,4,31,1.0,auto,,,,,,,,disabled,,,,4.069638881522125,8.755013913438594,3.926443715513717,,6,35,16,19,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,4,2,4,6,0,3,False,e9ed35d4100ba44e6fdc9fe0b50d3984,1568,2528,0.3828125,False,True,0,
12,6,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.00015030003851279616,1.5650002751499414e-05,1.0,0.0002972999936901033,1.3699987903237343e-05,1.0,0.004375399963464588,0.003557399904821068,0.0006007999763824046,0.0005114499945193529,6.0,6.0,1.0,0.0006000999710522592,0.0004534999025054276,0.0012303999974392354,5.469997995533049e-05,6.0,6.0,4,30,1.0,auto,,,,,,,,disabled,,,,3.5560793015042833,8.186291963820636,4.138580637582415,,6,34,16,18,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,3,5,2,5,1,2,False,1c2becec256f10057cd74451710c93f7,1792,2304,0.4375,False,True,0,
12,7,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.0001601999974809587,1.5950005035847425e-05,1.0,0.000269399955868721,1.3050041161477566e-05,1.0,0.0039787000278010964,0.0031961999484337866,0.0005592001252807677,0.00045709998812526464,6.0,6.0,1.0,0.0005386999691836536,0.0004466999671421945,0.0011562000145204365,5.4100004490464926e-05,6.0,6.0,4,29,1.0,auto,,,,,,,,disabled,,,,3.441186626737212,7.217228668545154,4.291760222425034,,6,33,16,17,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,2,3,5,3,3,1,False,9dc28f3f80bb0680814c933fd4f3089e,2952,1144,0.720703125,False,True,0,
12,8,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.00015239999629557133,1.715001417323947e-05,1.0,0.00026679999427869916,1.3499986380338669e-05,1.0,0.004424799990374595,0.0035840000491589308,0.000607200083322823,0.000517700013006106,6.0,6.0,1.0,0.0005690999678336084,0.0004502000520005822,0.001192399999126792,5.4750009439885616e-05,6.0,6.0,4,29,1.0,auto,,,,,,,,disabled,,,,3.710835284816275,7.82414716608128,4.469265459883074,,6,33,16,17,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,2,3,1,5,3,3,False,f546cdf8dd96b72c669b82c3b7fa575a,2048,2048,0.5,False,True,0,
12,9,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.00013649999164044857,1.4199991710484028e-05,1.0,0.000298700004350394,1.244997838512063e-05,1.0,0.0037282000412233174,0.00294229993596673,0.0005836999625898898,0.0004272499936632812,6.0,6.0,1.0,0.000508100027218461,0.00042560003930702806,0.0011009000008925796,5.154998507350683e-05,6.0,6.0,4,28,1.0,auto,,,,,,,,disabled,,,,3.3865019876470117,8.065201965670697,3.6856377129514675,,6,32,16,16,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,1,2,5,3,1,4,False,4b0c0dc9ee967b1b8b19a3e6c6912dda,2000,2096,0.48828125,False,True,0,
12,10,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.000166199984960258,1.8249964341521263e-05,1.0,0.0003133999998681247,1.3999990187585354e-05,1.0,0.004609700001310557,0.0036894999793730676,0.0006821999559178948,0.0004831500118598342,6.0,6.0,1.0,0.000534699996933341,0.0004363999469205737,0.0011344999657012522,5.264999344944954e-05,6.0,6.0,4,31,1.0,auto,,,,,,,,disabled,,,,4.06319977141756,6.826113528064011,3.6199743655987153,,6,35,16,19,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,4,2,2,4,3,4,False,4bd547e5e4cf2a8f8144d1f165bdc1ea,2048,2048,0.5,False,True,0,
12,11,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.0001362999901175499,1.4399993233382702e-05,1.0,0.000278300023637712,1.2949982192367315e-05,1.0,0.004069600021466613,0.0032896000193431973,0.0005691999103873968,0.00047354999696835876,6.0,6.0,1.0,0.0005481000407598913,0.00044519989751279354,0.0011586000910028815,5.4100004490464926e-05,6.0,6.0,4,28,1.0,auto,,,,,,,,disabled,,,,3.512514847072018,8.50036812184406,4.163133282773755,,6,32,16,16,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,1,2,6,3,3,1,False,99d6b38f410a2b21acc856d598972038,900,3196,0.2197265625,False,False,0,
12,12,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.0001718999701552093,1.8849968910217285e-05,1.0,0.00028249999741092324,1.4399993233382702e-05,1.0,0.004137500014621764,0.003308999992441386,0.0006147999665699899,0.0004800999886356294,6.0,6.0,1.0,0.0005678000161424279,0.0004775000852532685,0.0012206000392325222,5.765000241808593e-05,6.0,6.0,4,30,1.0,auto,,,,,,,,disabled,,,,3.389726267109826,7.100641367944606,4.320708143076699,,6,34,16,18,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,3,1,2,3,2,7,False,9cffcf0cedce3cbeb9ed40952ebaed46,3072,1024,0.75,False,True,0,
12,13,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.0001477000187151134,1.6000005416572094e-05,1.0,0.00026839994825422764,1.2950011296197772e-05,1.0,0.004082700004801154,0.0031656998908147216,0.0006373000796884298,0.0004488999838940799,6.0,6.0,1.0,0.0005215000128373504,0.00040329998591914773,0.0010806000209413469,4.7649984480813146e-05,6.0,6.0,4,29,1.0,auto,,,,,,,,disabled,,,,3.7781787207856774,7.3161806636303055,4.026081331125317,,6,33,16,17,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,2,1,4,4,3,3,False,4c63420d8cbf1e9269accb115852c67d,2368,1728,0.578125,False,True,0,
12,14,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.00014630000805482268,1.6200006939470768e-05,1.0,0.00026430003345012665,1.2699980288743973e-05,1.0,0.0037496000295504928,0.0029741000034846365,0.000570800038985908,0.00043929999810643494,6.0,6.0,1.0,0.000548299984075129,0.0007234999211505055,0.0014614000101573765,6.144997314549983e-05,6.0,6.0,4,29,1.0,auto,,,,,,,,disabled,,,,2.565758863753328,9.989063087472623,5.5293220779449594,,6,33,16,17,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,2,2,4,2,3,4,False,72087e8cbbd803dbff2ae01dd17fb13b,3576,520,0.873046875,False,False,0,
12,15,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.00015360000543296337,1.7350015696138144e-05,1.0,0.0002612000098451972,1.3100041542202234e-05,1.0,0.004093199968338013,0.0033360000234097242,0.0005589999491348863,0.00042719999328255653,6.0,6.0,1.0,0.0005095999804325402,0.00043349992483854294,0.0011017999495379627,5.119998240843415e-05,6.0,6.0,4,29,1.0,auto,,,,,,,,disabled,,,,3.715011940284157,7.173176501083057,4.218223231273825,,6,33,16,17,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,2,1,2,4,3,5,False,4c743ee8542949b2c85d70c2c45b4a8c,2048,2048,0.5,False,True,0,
12,16,mixed_no_constants,remaining-vars,8,eval_expr_tt,eval_expr_tt,8,6.0,0.5,sliding_window,8,0,6.0,0.7142857142857143,raw_ast_recursive,raw_ast_recursive,0.00015780003741383553,1.610000617802143e-05,1.0,0.00025969999842345715,1.1950003681704402e-05,1.0,0.003882699995301664,0.0031044999486766756,0.0005473000346682966,0.00045399999362416565,6.0,6.0,1.0,0.000520500005222857,0.0004377998993732035,0.0011260999599471688,5.2149989642202854e-05,6.0,6.0,4,29,1.0,auto,,,,,,,,disabled,,,,3.4479177101505463,7.1362464699164585,4.336156976447078,,6,33,16,17,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,2,8,1,0,2,4,True,01bd4985ce448d987f8ec0fd9a19516f,0,4096,0.0,True,False,0,
