role,schedule,representation,window,rows,measured_comparable,statuses,legacy,candidate
calibration,cold,bigint,preparation_compile_and_lower,36,0,"{""ok"": 36}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}"
calibration,cold,bigint,evaluation_packed_whole_call,36,36,"{""ok"": 36}","{""underestimates"": 36, ""max_peak_over_estimate"": 11.5, ""median_peak_over_estimate"": 2.7801973684210526, ""max_estimate_over_peak"": 0.8743394767366929, ""estimate_over_peak_distribution"": [0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.11822660098522167, 0.11822660098522167, 0.11822660098522167, 0.11884550084889643, 0.11884550084889643, 0.11884550084889643, 0.22447388932190182, 0.22447388932190182, 0.22447388932190182, 0.28869699703570045, 0.28869699703570045, 0.28869699703570045, 0.32971800433839477, 0.32971800433839477, 0.32971800433839477, 0.39564787339268054, 0.39564787339268054, 0.39564787339268054, 0.3983739837398374, 0.3983739837398374, 0.3983739837398374, 0.6401662769550532, 0.6401662769550532, 0.6401662769550532, 0.6484801247077163, 0.6484801247077163, 0.6484801247077163, 0.8660909911071014, 0.8660909911071014, 0.8660909911071014, 0.8743394767366929, 0.8743394767366929, 0.8743394767366929]}","{""underestimates"": 0, ""max_peak_over_estimate"": 0.5510898033470946, ""median_peak_over_estimate"": 0.12374598597386355, ""max_estimate_over_peak"": 31.56814449917898, ""estimate_over_peak_distribution"": [1.814586286892641, 1.814586286892641, 1.814586286892641, 2.5266302935827487, 2.5266302935827487, 2.5266302935827487, 2.7404465781672895, 2.7404465781672895, 2.7404465781672895, 2.7624371697383685, 2.7624371697383685, 2.7624371697383685, 4.747986489997402, 4.747986489997402, 4.747986489997402, 4.8921797869576515, 4.8921797869576515, 4.8921797869576515, 23.210412147505423, 23.210412147505423, 23.210412147505423, 25.630081300813007, 25.630081300813007, 25.630081300813007, 26.268115942028988, 26.268115942028988, 26.268115942028988, 26.310583580613255, 26.310583580613255, 26.310583580613255, 30.88709677419355, 30.88709677419355, 30.88709677419355, 31.56814449917898, 31.56814449917898, 31.56814449917898]}"
calibration,cold,bigint,conversion_packed_to_uint8,36,0,"{""ok"": 36}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}"
calibration,cold,bigint,serialization_dense_json,36,0,"{""ok"": 36}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}"
calibration,warm,bigint,preparation_compile_and_lower,36,0,"{""ok"": 36}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}"
calibration,warm,bigint,evaluation_packed_whole_call,36,36,"{""ok"": 36}","{""underestimates"": 15, ""max_peak_over_estimate"": 4.222222222222222, ""median_peak_over_estimate"": 0.7826258856275303, ""max_estimate_over_peak"": 15.907678650687973, ""estimate_over_peak_distribution"": [0.23684210526315788, 0.23684210526315788, 0.23684210526315788, 0.24475524475524477, 0.24475524475524477, 0.24475524475524477, 0.36585365853658536, 0.36585365853658536, 0.36585365853658536, 0.6557377049180328, 0.6557377049180328, 0.6557377049180328, 0.6700854700854701, 0.6700854700854701, 0.6700854700854701, 1.2459016393442621, 1.2459016393442621, 1.2459016393442621, 1.3112687155240348, 1.3112687155240348, 1.3112687155240348, 1.3440610936860766, 1.3440610936860766, 1.3440610936860766, 1.3741660231171429, 1.3741660231171429, 1.3741660231171429, 1.3999908854760061, 1.3999908854760061, 1.3999908854760061, 8.771573604060913, 8.771573604060913, 8.771573604060913, 15.907678650687973, 15.907678650687973, 15.907678650687973]}","{""underestimates"": 0, ""max_peak_over_estimate"": 0.23032892051087653, ""median_peak_over_estimate"": 0.019372537325107304, ""max_estimate_over_peak"": 110.51829268292683, ""estimate_over_peak_distribution"": [4.341617187203282, 4.341617187203282, 4.341617187203282, 4.429788868562054, 4.429788868562054, 4.429788868562054, 9.892303651168898, 9.892303651168898, 9.892303651168898, 9.968634937951725, 9.968634937951725, 9.968634937951725, 43.11111111111111, 43.11111111111111, 43.11111111111111, 43.60655737704918, 43.60655737704918, 43.60655737704918, 63.24013157894737, 63.24013157894737, 63.24013157894737, 63.61013986013986, 63.61013986013986, 63.61013986013986, 87.70491803278689, 87.70491803278689, 87.70491803278689, 98.73096446700508, 98.73096446700508, 98.73096446700508, 99.9866844207723, 99.9866844207723, 99.9866844207723, 110.51829268292683, 110.51829268292683, 110.51829268292683]}"
calibration,warm,bigint,conversion_packed_to_uint8,36,0,"{""ok"": 36}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}"
calibration,warm,bigint,serialization_dense_json,36,0,"{""ok"": 36}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}"
calibration,cold,words,preparation_compile_and_lower,36,0,"{""ok"": 36}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}"
calibration,cold,words,evaluation_packed_whole_call,36,36,"{""ok"": 36}","{""underestimates"": 36, ""max_peak_over_estimate"": 44.38333333333333, ""median_peak_over_estimate"": 6.121138038548753, ""max_estimate_over_peak"": 0.858645867118097, ""estimate_over_peak_distribution"": [0.022530980097634247, 0.022530980097634247, 0.022530980097634247, 0.02999062792877226, 0.02999062792877226, 0.02999062792877226, 0.03186525549106635, 0.03186525549106635, 0.03186525549106635, 0.10941155299622099, 0.10941155299622099, 0.10941155299622099, 0.12029170739042178, 0.12029170739042178, 0.12029170739042178, 0.1314003184446493, 0.1314003184446493, 0.1314003184446493, 0.21589205397301348, 0.21589205397301348, 0.21589205397301348, 0.2878391184926996, 0.2878391184926996, 0.2878391184926996, 0.5320665083135392, 0.5320665083135392, 0.5320665083135392, 0.5331624479333548, 0.5331624479333548, 0.5331624479333548, 0.8514412416851441, 0.8514412416851441, 0.8514412416851441, 0.858645867118097, 0.858645867118097, 0.858645867118097]}","{""underestimates"": 0, ""max_peak_over_estimate"": 0.5558412570867372, ""median_peak_over_estimate"": 0.20405578310406453, ""max_estimate_over_peak"": 8.541020698902203, ""estimate_over_peak_distribution"": [1.7990748028334165, 1.7990748028334165, 1.7990748028334165, 1.9558124802027244, 1.9558124802027244, 1.9558124802027244, 2.099230300681101, 2.099230300681101, 2.099230300681101, 2.472513743128436, 2.472513743128436, 2.472513743128436, 3.5327143165622976, 3.5327143165622976, 3.5327143165622976, 3.7092812132863395, 3.7092812132863395, 3.7092812132863395, 7.219301539616974, 7.219301539616974, 7.219301539616974, 8.169875832283607, 8.169875832283607, 8.169875832283607, 8.17682880986392, 8.17682880986392, 8.17682880986392, 8.283869624075809, 8.283869624075809, 8.283869624075809, 8.503471036758848, 8.503471036758848, 8.503471036758848, 8.541020698902203, 8.541020698902203, 8.541020698902203]}"
calibration,cold,words,conversion_packed_to_uint8,36,0,"{""ok"": 36}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}","{""underestimates"": 0, ""max_peak_over_estimate"": null, ""median_peak_over_estimate"": null, ""max_estimate_over_peak"": null, ""estimate_over_peak_distribution"": []}"
