schedule,group,n_formulas,geomean,median,ci95_lo,ci95_hi,bootstrap,sigma_log,df,n_distinct_truth
blocked,live_k=8,64,0.8631564092499275,0.9081877613472346,0.83891495869762,0.8866144211157247,stratified_by_cell,0.1764501182810401,63,64
blocked,live_k=8/family=xor_dom,16,0.7397936744899175,0.7724312929041933,0.6542814250227197,0.8186235094414842,formula,0.22871694063223322,15,16
blocked,live_k=8/family=andor_dom,16,0.8857032622175043,0.8900676422044198,0.8452774883863601,0.9259878610280866,formula,0.0945452884742024,15,16
blocked,live_k=8/family=impeqv_dom,16,0.9674510678609062,0.9975506733072247,0.9233079720865202,1.0009195089341714,formula,0.08966336821238548,15,16
blocked,live_k=8/family=mixed,16,0.8756491541603444,0.9188257273745195,0.8127280931471098,0.933688593887622,formula,0.14593204603432164,15,16
blocked,live_k=8/shape=tree,32,0.9366929432606964,0.9605542303779026,0.9061841104609581,0.9633224439074486,formula,0.08793697597239422,31,32
blocked,live_k=8/shape=shared,32,0.795392975029462,0.8370384464384371,0.7401452647614046,0.8506486399942692,formula,0.20430414769307229,31,32
blocked,live_k=12,64,0.8546488809721469,0.8740290811980985,0.8358582832415339,0.8725960237777439,stratified_by_cell,0.14725981698319635,63,64
blocked,live_k=12/family=xor_dom,16,0.7395513736599186,0.746675236407939,0.6991548459370049,0.7800587950603814,formula,0.11904780319492353,15,16
blocked,live_k=12/family=andor_dom,16,0.8520999784967548,0.8689295013287727,0.8234490377602751,0.8830468002395722,formula,0.07709190947551238,15,16
blocked,live_k=12/family=impeqv_dom,16,0.9607833302586076,0.9883709593096969,0.9289625757927226,0.987224648484504,formula,0.06366369764473402,15,16
blocked,live_k=12/family=mixed,16,0.8811838957019301,0.9457027158739391,0.8063917923331295,0.9463586377739537,formula,0.17020535258872543,15,16
blocked,live_k=12/shape=tree,32,0.9053268927878539,0.9524802635356783,0.8710201123341955,0.9370237266258435,formula,0.10861762418148427,31,32
blocked,live_k=12/shape=shared,32,0.8068077017989389,0.8077280793089602,0.7633623287227205,0.8507819559447649,formula,0.15944216618925094,31,32
blocked,live_k=16,64,0.9153840494611898,0.9310388417167659,0.9057756686018019,0.924957369667588,stratified_by_cell,0.08090460977858906,63,64
blocked,live_k=16/family=xor_dom,16,0.840214591834546,0.8497915498492529,0.8090759366488423,0.8681412510974243,formula,0.0737687612024956,15,16
blocked,live_k=16/family=andor_dom,16,0.9060393426594966,0.9126219704004785,0.8802316108287486,0.9307055211863702,formula,0.05819902755697715,15,16
blocked,live_k=16/family=impeqv_dom,16,0.9819112473505794,0.9930503939403801,0.9594652634085035,0.9955211175582044,formula,0.04331994122768838,15,16
blocked,live_k=16/family=mixed,16,0.9392989822392007,0.9379951239538986,0.9139140924615996,0.9630768966121707,formula,0.053685911297380345,15,16
blocked,live_k=16/shape=tree,32,0.9463652135209262,0.9705569446327559,0.9263749879180704,0.9637416971539232,formula,0.05763327152147641,31,32
blocked,live_k=16/shape=shared,32,0.8854171159678172,0.8786696558865787,0.8597212010083061,0.9111110726772057,formula,0.08771217582687517,31,32
