n_vars,expr_style,partial_context_style,partial_context_count,partial_output_mode,partial_fixed_var_count_median_median,partial_fixed_var_fraction_median_median,partial_remaining_var_count_median_median,partial_unique_contexts_median,partial_repeated_contexts_median,partial_context_overlap_ratio_median,partial_bitset_full_recompute_total_s_median,partial_bitset_restricted_total_s_median,partial_cm_no_cache_total_s_median,partial_cm_cache_total_s_median,partial_robdd_total_s_median,partial_cm_cache_compile_once_s_median,partial_cm_cache_eval_contexts_total_s_median,partial_robdd_build_once_s_median,partial_robdd_restrict_contexts_total_s_median,speedup_cm_cache_vs_cm_no_cache_median,ratio_cm_cache_over_bitset_full_recompute_median,ratio_cm_cache_over_bitset_restricted_median,ratio_cm_cache_over_robdd_restrict_median,partial_cm_cache_live_vars_median_median,partial_cm_cache_live_vars_max_median,partial_cm_no_cache_live_vars_median_median,partial_cm_no_cache_live_vars_max_median,partial_robdd_restricted_nodes_median_median,partial_bitset_ok_rate_median,partial_bitset_restricted_ok_rate_median,partial_cm_no_cache_ok_rate_median,partial_cm_cache_ok_rate_median,partial_robdd_ok_rate_median,partial_robdd_backend,trials,max_depth
8,mixed_no_constants,sliding_window,100,remaining-vars,6.0,0.75,2.0,16.0,84.0,0.7142857142857143,0.0008484999998472631,0.002038500038906932,0.04205999994883314,0.0060535999946296215,,0.0004695000243373215,0.003978600027039647,,,7.137356291423536,7.474494433841227,2.838116203105071,,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,,autoref,3,4
12,mixed_no_constants,sliding_window,100,remaining-vars,9.0,0.75,3.0,24.0,76.0,0.8,0.00134529999922961,0.0021869000047445297,0.04312029998982325,0.00626730005024001,,0.0004819000023417175,0.004139100085012615,,,6.856917325430184,4.658663535143833,2.9079976138824937,,3.0,3.0,3.0,3.0,,1.0,1.0,1.0,1.0,,autoref,3,4
16,mixed_no_constants,sliding_window,100,remaining-vars,12.0,0.75,4.0,32.0,68.0,0.8461538461538461,0.006832899991422892,0.0029087000293657184,0.044740599987562746,0.007151000027079135,,0.0005143999587744474,0.004765600082464516,,,6.256551505823065,1.1210174319886386,2.6022761993551575,,4.0,4.0,4.0,4.0,,1.0,1.0,1.0,1.0,,autoref,3,4
