n_vars,expr_style,partial_context_style,partial_context_count,partial_output_mode,partial_fixed_var_count_median_median,partial_fixed_var_fraction_median_median,partial_remaining_var_count_median_median,partial_unique_contexts_median,partial_repeated_contexts_median,partial_context_overlap_ratio_median,partial_bitset_full_recompute_total_s_median,partial_bitset_restricted_total_s_median,partial_cm_no_cache_total_s_median,partial_cm_cache_total_s_median,partial_robdd_total_s_median,partial_cm_cache_compile_once_s_median,partial_cm_cache_eval_contexts_total_s_median,partial_robdd_build_once_s_median,partial_robdd_restrict_contexts_total_s_median,speedup_cm_cache_vs_cm_no_cache_median,ratio_cm_cache_over_bitset_full_recompute_median,ratio_cm_cache_over_bitset_restricted_median,ratio_cm_cache_over_robdd_restrict_median,partial_cm_cache_live_vars_median_median,partial_cm_cache_live_vars_max_median,partial_cm_no_cache_live_vars_median_median,partial_cm_no_cache_live_vars_max_median,partial_robdd_restricted_nodes_median_median,partial_bitset_ok_rate_median,partial_bitset_restricted_ok_rate_median,partial_cm_no_cache_ok_rate_median,partial_cm_cache_ok_rate_median,partial_robdd_ok_rate_median,partial_robdd_backend,trials,max_depth
8,mixed_no_constants,sliding_window,100,remaining-vars,2.0,0.25,6.0,8.0,92.0,0.3333333333333333,0.0008574000094085932,0.0023521999828517437,0.039842400001361966,0.006251499988138676,,0.0004867999814450741,0.004176500020548701,,,6.373254431249653,7.291229204033668,2.657724697608205,,6.0,6.0,6.0,6.0,,1.0,1.0,1.0,1.0,,autoref,3,4
12,mixed_no_constants,sliding_window,100,remaining-vars,3.0,0.25,9.0,12.0,88.0,0.5,0.0014408000279217958,0.002872500044759363,0.04072480002650991,0.006168299994897097,,0.00043700000969693065,0.004219600115902722,,,6.534171517080359,4.344530726194691,2.1473628890452576,,9.0,9.0,9.0,9.0,,1.0,1.0,1.0,1.0,,autoref,3,4
16,mixed_no_constants,sliding_window,100,remaining-vars,4.0,0.25,12.0,16.0,84.0,0.6,0.006623400026001036,0.0034521999768912792,0.04284539999207482,0.007658799993805587,,0.00047930004075169563,0.005328799947164953,,,5.611578322629488,1.2380952309809936,2.3754127918324612,,12.0,12.0,12.0,12.0,,1.0,1.0,1.0,1.0,,autoref,3,4
