n_vars,expr_style,partial_context_style,partial_context_count,partial_output_mode,partial_fixed_var_count_median_median,partial_fixed_var_fraction_median_median,partial_remaining_var_count_median_median,partial_unique_contexts_median,partial_repeated_contexts_median,partial_context_overlap_ratio_median,partial_bitset_full_recompute_total_s_median,partial_bitset_restricted_total_s_median,partial_cm_no_cache_total_s_median,partial_cm_cache_total_s_median,partial_robdd_total_s_median,partial_cm_cache_compile_once_s_median,partial_cm_cache_eval_contexts_total_s_median,partial_robdd_build_once_s_median,partial_robdd_restrict_contexts_total_s_median,speedup_cm_cache_vs_cm_no_cache_median,ratio_cm_cache_over_bitset_full_recompute_median,ratio_cm_cache_over_bitset_restricted_median,ratio_cm_cache_over_robdd_restrict_median,partial_cm_cache_live_vars_median_median,partial_cm_cache_live_vars_max_median,partial_cm_no_cache_live_vars_median_median,partial_cm_no_cache_live_vars_max_median,partial_robdd_restricted_nodes_median_median,partial_bitset_ok_rate_median,partial_bitset_restricted_ok_rate_median,partial_cm_no_cache_ok_rate_median,partial_cm_cache_ok_rate_median,partial_robdd_ok_rate_median,partial_robdd_backend,trials,max_depth
8,mixed_no_constants,sliding_window,500,remaining-vars,4.0,0.5,4.0,8.0,492.0,0.6,0.004533900006208569,0.0110082000028342,0.20064599998295307,0.030305799969937652,,0.0005317000322975218,0.022010599786881357,,,6.723681193169485,6.550916425628271,2.7697443693730137,,4.0,4.0,4.0,4.0,,1.0,1.0,1.0,1.0,,autoref,3,4
12,mixed_no_constants,sliding_window,500,remaining-vars,6.0,0.5,6.0,12.0,488.0,0.7142857142857143,0.00742430001264438,0.011620000004768372,0.22039510001195595,0.03280679997988045,,0.0005359000060707331,0.023705400060862303,,,6.910539891686499,4.4188408232435314,2.823304644270042,,6.0,6.0,6.0,6.0,,1.0,1.0,1.0,1.0,,autoref,3,4
16,mixed_no_constants,sliding_window,500,remaining-vars,8.0,0.5,8.0,16.0,484.0,0.7777777777777778,0.03398100001504645,0.012071300006937236,0.21728859998984262,0.032335099996998906,,0.000493600033223629,0.023281299974769354,,,6.5373745023346475,0.9506429532052184,2.6249703915378855,,8.0,8.0,8.0,8.0,,1.0,1.0,1.0,1.0,,autoref,3,4
