corpus,id,live_k,ambient_n,op_family,shape,current_engine,cm_instructions,cse_flat_instructions,raw_instructions,cm_executed_bigint_ops,cse_flat_executed_bigint_ops,raw_executed_bigint_ops,cm_executed_word_ops,cse_flat_executed_word_ops,raw_executed_word_ops,cm_current_ns_median,cm_wrapper_ns_median,cse_flat_current_ns_median,raw_current_ns_median,cm_current_over_cse_flat_current,cm_wrapper_over_cse_flat_current,cm_current_over_raw_current,cm_wrapper_over_raw_current,cse_flat_current_over_raw_current,cm_flat_ns_median,cm_words_ns_median,cse_flat_flat_ns_median,cse_flat_words_ns_median,raw_flat_ns_median,raw_words_ns_median,truth_sha256_expected,packed_sha256,packed_equal_all_arms,batch,rounds
b2,b2-k4-xor_dom-tree-1-8b6c553e4c62,4,4,xor_dom,tree,flat,6,6,6,9,9,9,7,7,7,2366.0,13194.5,2641.5,2035.5,0.8957031989399962,4.995078553851978,1.1623679685580939,6.482191107835913,1.2977155490051584,2239.5,2328.5,2601.0,2561.5,1869.5,1955.0,8e05696833e6832e8ad694ea4bef56ad3e4d9944c35799f8a67e1fc7312907e6,8e05696833e6832e8ad694ea4bef56ad3e4d9944c35799f8a67e1fc7312907e6,True,100,24
b2,b2-k4-xor_dom-tree-2-186a2a5c9bf0,4,4,xor_dom,tree,flat,2,2,3,3,3,3,3,3,3,1560.0,12305.5,1807.5,1501.5,0.8630705394190872,6.808022130013831,1.0389610389610389,8.195471195471196,1.2037962037962038,1435.5,1523.5,1779.5,1745.0,1370.5,1453.5,a22175a602c02145cc695f9333f8ddfcc5cf32cebe88d461f157889dfd8e9468,a22175a602c02145cc695f9333f8ddfcc5cf32cebe88d461f157889dfd8e9468,True,100,24
b2,b2-k4-xor_dom-tree-3-128078f3da7b,4,4,xor_dom,tree,flat,7,7,8,11,11,11,8,8,8,2611.5,13787.0,2920.5,2348.0,0.8941961992809451,4.7207669919534325,1.1122231686541737,5.871805792163544,1.243824531516184,2459.0,2545.5,2861.0,2810.5,2146.5,2235.0,62e7c221122cae8423ae3abd29d9fc9c53287f46a67c831dc0fd497948602a48,62e7c221122cae8423ae3abd29d9fc9c53287f46a67c831dc0fd497948602a48,True,100,24
b2,b2-k4-xor_dom-tree-4-9a5b24a5b691,4,4,xor_dom,tree,flat,2,2,5,3,5,5,3,5,5,1622.0,12610.5,1965.5,1888.5,0.8252353090816587,6.41592470109387,0.8588827111464125,6.677521842732327,1.0407731003441885,1471.0,1556.5,1908.5,1872.5,1689.5,1773.0,bf03ae910baf5f6fdb652b910c8004017dd76989a1ecd128aef435bdf5bfdff9,bf03ae910baf5f6fdb652b910c8004017dd76989a1ecd128aef435bdf5bfdff9,True,100,24
b2,b2-k4-xor_dom-shared-1-b3e4cd19e589,4,4,xor_dom,shared,flat,4,5,17,7,12,19,6,11,18,2061.5,13593.0,2737.5,3711.5,0.7530593607305937,4.965479452054795,0.5554358076249495,3.6624006466388255,0.7375724100767883,1916.0,1998.5,2676.5,2631.5,3539.0,3621.0,9a83c6cb1126d93de4a30715b28f1f4b26b983c57fb39e6d826d7e893ae4ee74,9a83c6cb1126d93de4a30715b28f1f4b26b983c57fb39e6d826d7e893ae4ee74,True,100,24
b2,b2-k4-xor_dom-shared-2-d4c0909c8173,4,4,xor_dom,shared,flat,7,8,27,14,18,29,12,16,27,2884.5,13943.5,3525.0,5187.0,0.8182978723404255,3.9556028368794327,0.5561017929438982,2.688162714478504,0.6795835743204164,2704.0,2792.0,3430.0,3385.5,4940.0,5035.5,bfa9ad6c53bd4fa5c103452ec0f0c7e0d582abdd55bb8f39362c766dd459e870,bfa9ad6c53bd4fa5c103452ec0f0c7e0d582abdd55bb8f39362c766dd459e870,True,100,24
b2,b2-k4-xor_dom-shared-3-88f8242fa307,4,4,xor_dom,shared,flat,4,6,23,8,17,24,7,16,23,2075.0,13177.5,3082.0,4529.5,0.673264114211551,4.275632706035042,0.45810795893586487,2.9092615078927033,0.68042830334474,1906.0,1979.0,3012.0,2970.5,4291.5,4389.0,ae8f3419f2285fc482b01c8e22707b13699ad50038026ce4618391aa1c675671,ae8f3419f2285fc482b01c8e22707b13699ad50038026ce4618391aa1c675671,True,100,24
b2,b2-k4-xor_dom-shared-4-28c644b1084a,4,4,xor_dom,shared,flat,6,8,21,9,16,23,8,15,22,2536.5,13204.5,3533.5,4317.0,0.71784349794821,3.736946370454224,0.5875608061153579,3.0587213342599027,0.8185082233032198,2408.0,2488.0,3527.5,3483.5,4161.5,4260.5,8fe99e1d4b27948fd5e99e3883f6e2954b653363a4874606a09becab762842ad,8fe99e1d4b27948fd5e99e3883f6e2954b653363a4874606a09becab762842ad,True,100,24
b2,b2-k4-andor_dom-tree-1-ea13a53017b8,4,4,andor_dom,tree,flat,2,2,3,5,5,5,4,4,4,1635.0,12373.0,1885.0,1657.5,0.8673740053050398,6.563925729442971,0.9864253393665159,7.464856711915536,1.1372549019607843,1484.5,1560.5,1845.0,1788.5,1457.5,1542.5,0d9ba34f231adf13041d4ad21fdfbf7209755748963a9c4683e00cef9a30f068,0d9ba34f231adf13041d4ad21fdfbf7209755748963a9c4683e00cef9a30f068,True,100,24
b2,b2-k4-andor_dom-tree-2-e674d60a6337,4,4,andor_dom,tree,flat,5,5,5,6,6,6,5,5,5,2147.5,12994.0,2451.0,1797.5,0.8761729906160751,5.301509587923297,1.1947148817802504,7.228929068150209,1.3635605006954103,1977.5,2041.5,2366.0,2325.0,1595.5,1684.0,40b7b0acaa3a96600fe748a9adb72e7d390fff319c0a222f724ecd7159384a8d,40b7b0acaa3a96600fe748a9adb72e7d390fff319c0a222f724ecd7159384a8d,True,100,24
b2,b2-k4-andor_dom-tree-3-269b85d31c4b,4,4,andor_dom,tree,flat,3,3,3,5,5,5,4,4,4,1714.0,12523.0,1976.0,1543.0,0.8674089068825911,6.337550607287449,1.1108230719377836,8.11600777705768,1.2806221646143876,1608.0,1693.0,1958.0,1917.0,1400.0,1482.5,5eace7caa8a101d3105c0c338da64e3d62dd7d90b1e4f9a2846f43f9e99ab977,5eace7caa8a101d3105c0c338da64e3d62dd7d90b1e4f9a2846f43f9e99ab977,True,100,24
b2,b2-k4-andor_dom-tree-4-d96f9fff14ea,4,4,andor_dom,tree,flat,5,5,5,5,5,5,5,5,5,2194.0,13006.0,2460.0,1758.5,0.891869918699187,5.286991869918699,1.2476542507819164,7.396076201307933,1.3989195336934888,1977.5,2071.5,2331.0,2295.0,1531.0,1612.0,830dcc860e2f53775bdab51b1b2ff210ce23f6366ac76fba9168f62702456c31,830dcc860e2f53775bdab51b1b2ff210ce23f6366ac76fba9168f62702456c31,True,100,24
b2,b2-k4-andor_dom-shared-1-17ce9f3e12c6,4,4,andor_dom,shared,flat,7,8,22,15,16,26,14,15,24,2895.0,13943.5,3394.5,4224.5,0.8528501988510826,4.1076741788186775,0.685288199786957,3.3006272931707894,0.8035270446206652,2758.5,2830.0,3334.0,3296.5,4013.0,4100.5,48b576dfc3447c7a0e6b513608937a23d02e6330c5ed01b0fc4ca98b2bca1feb,48b576dfc3447c7a0e6b513608937a23d02e6330c5ed01b0fc4ca98b2bca1feb,True,100,24
b2,b2-k4-andor_dom-shared-2-f7cba4ce652b,4,4,andor_dom,shared,flat,6,7,15,10,12,15,10,12,15,2624.5,13637.0,3103.5,3173.0,0.8456581279200902,4.394071209924279,0.8271352032776552,4.297825401827923,0.9780964387015443,2462.5,2534.5,3061.0,3024.5,2951.5,3036.0,085edad400785fca7e7e90b1fac4beb776fc2beee5aa24352d5f39b5d57efcad,085edad400785fca7e7e90b1fac4beb776fc2beee5aa24352d5f39b5d57efcad,True,100,24
b2,b2-k4-andor_dom-shared-3-44c5bbe1b3b1,4,4,andor_dom,shared,flat,7,8,26,11,16,31,9,14,26,2463.5,13199.0,3090.0,4374.5,0.7972491909385113,4.271521035598705,0.563150074294205,3.017259115327466,0.7063664418790719,2326.5,2409.5,3033.0,2997.5,4228.5,4298.5,8509b81230019d2ad970d970f791dfbdc8caf54f5c594fcd327cef9feed206c1,8509b81230019d2ad970d970f791dfbdc8caf54f5c594fcd327cef9feed206c1,True,100,24
b2,b2-k4-andor_dom-shared-4-f79caff75ff2,4,4,andor_dom,shared,flat,5,6,19,8,11,19,8,11,19,2305.5,13175.5,2882.0,3416.5,0.7999653018736989,4.571651630811936,0.6748134055319772,3.8564320210741987,0.8435533440655641,2122.0,2198.0,2783.5,2735.5,3170.5,3255.5,474f2af47544e9c7ce4338cabd43c5ca1c26432b7300ce387406157ea433891f,474f2af47544e9c7ce4338cabd43c5ca1c26432b7300ce387406157ea433891f,True,100,24
b2,b2-k4-impeqv_dom-tree-1-d73fd085a946,4,4,impeqv_dom,tree,flat,3,3,3,9,9,9,6,6,6,1786.5,12251.0,2020.5,1798.0,0.8841870824053452,6.063350655778272,0.9936040044493882,6.813681868743048,1.1237486095661846,1598.0,1680.0,1957.0,1918.5,1602.5,1685.0,fac7a6ffd3e55613018acf3b37a17e37f496208ce155acaa10324695365069e4,fac7a6ffd3e55613018acf3b37a17e37f496208ce155acaa10324695365069e4,True,100,24
b2,b2-k4-impeqv_dom-tree-2-cf78873f00c4,4,4,impeqv_dom,tree,flat,4,4,4,12,12,12,8,8,8,1993.0,12532.5,2235.5,2014.0,0.8915231491836278,5.6061283829121,0.9895729890764647,6.222691161866932,1.1099801390268123,1814.0,1735.5,1971.5,1955.0,1632.0,1706.0,f3569af837bfacd4b4b6d0e65c49197d37f1adb3bea6b311aed40bf0e7c19204,f3569af837bfacd4b4b6d0e65c49197d37f1adb3bea6b311aed40bf0e7c19204,True,100,24
b2,b2-k4-impeqv_dom-tree-3-0dc01f652163,4,4,impeqv_dom,tree,flat,3,5,5,5,11,11,4,8,8,1612.5,12361.5,2331.0,1950.5,0.6917631917631918,5.303088803088803,0.826711099718021,6.337605742117406,1.1950781850807486,1624.0,1704.0,2438.0,2407.5,1901.0,1971.5,c06b3cef20609e99f07633eef2aced3698988d513f39c51d4537da1357179f21,c06b3cef20609e99f07633eef2aced3698988d513f39c51d4537da1357179f21,True,100,24
b2,b2-k4-impeqv_dom-tree-4-0bc2267938a0,4,4,impeqv_dom,tree,flat,3,3,3,9,9,9,6,6,6,1757.0,12195.0,2002.0,1782.0,0.8776223776223776,6.091408591408592,0.9859708193041526,6.843434343434343,1.123456790123457,1557.5,1637.0,1895.0,1865.5,1556.5,1629.5,15b73ef77d3f7b4473e5e2ce1c8843189467ce6fd6df11d9065c5eb3c0ff877a,15b73ef77d3f7b4473e5e2ce1c8843189467ce6fd6df11d9065c5eb3c0ff877a,True,100,24
b2,b2-k4-impeqv_dom-shared-1-093bd06ebf38,4,4,impeqv_dom,shared,flat,13,13,39,30,30,73,21,21,51,3815.0,14670.0,4152.5,7513.0,0.9187236604455148,3.5328115593016256,0.5077865033941169,1.9526154665246906,0.5527086383601757,3764.5,3858.5,4212.5,4174.5,7537.5,7625.5,6bad351a721281983a6e1f281d7336daf4112fd879642799cf6db6b2c12452a7,6bad351a721281983a6e1f281d7336daf4112fd879642799cf6db6b2c12452a7,True,100,24
b2,b2-k4-impeqv_dom-shared-2-85e742aeb5d6,4,4,impeqv_dom,shared,flat,11,12,21,28,30,55,19,21,38,3478.5,14464.0,4011.0,5469.5,0.8672400897531788,3.606083271004737,0.635981351128988,2.644483042325624,0.7333394277356249,3242.5,3331.5,3894.5,3884.5,5133.5,5201.5,29e6cfa2a6ac59fbab9d5c4d6d564f4255760cf51fd7457a3e7fe343d48ef318,29e6cfa2a6ac59fbab9d5c4d6d564f4255760cf51fd7457a3e7fe343d48ef318,True,100,24
