n_vars,trial,expr_style,family_tt_refs_available_count,family_tt_ref_source,family_correctness_reference,family_id,family_size,family_variant_style,family_base_expr_node_count,family_variant_expr_node_count_median,family_variant_expr_node_count_max,family_base_unique_var_count,family_variant_unique_var_count_median,family_pair_structural_similarity_estimate,family_variant_structural_hashes,family_base_structural_hash,family_shared_block_count,family_mutation_rate,family_expected_shared_structure_level,family_total_subtree_hashes,family_unique_subtree_hashes,family_reuse_ratio,family_repeated_subtree_hash_count,family_max_subtree_reuse_count,family_bitset_baseline_kind,family_bitset_total_time_s,family_bitset_per_variant_median_s,family_bitset_per_variant_mean_s,family_bitset_ok_rate,family_cm_no_cache_total_time_s,family_cm_no_cache_per_variant_median_s,family_cm_no_cache_per_variant_mean_s,family_cm_no_cache_compile_total_s,family_cm_no_cache_eval_total_s,family_cm_no_cache_ok_rate,family_cm_no_cache_materializations_total,family_cm_no_cache_live_vars_max_median,family_cm_cache_total_time_s,family_cm_cache_per_variant_median_s,family_cm_cache_per_variant_mean_s,family_cm_cache_compile_total_s,family_cm_cache_eval_total_s,family_cm_cache_ok_rate,family_cm_cache_materializations_total,family_cm_cache_live_vars_max_median,family_cm_cache_persistent_hits_total,family_cm_cache_persistent_misses_total,family_cm_cache_cache_size_final,family_robdd_backend,family_robdd_build_total_time_s,family_robdd_build_wall_time_s,family_robdd_build_per_variant_median_s,family_robdd_nodes_median,family_robdd_nodes_total_or_manager_if_shared,family_robdd_ok_rate,ratio_cm_cache_over_cm_no_cache,speedup_cm_cache_vs_cm_no_cache,ratio_cm_cache_over_bitset,ratio_cm_no_cache_over_bitset
8,0,mixed_no_constants,10,eval_expr_tt,eval_expr_tt,family_n8_t0_seed123,10,composition_mix,49,58.5,91,8,8.0,0.8,c037555578ad71ead5448161ff1fbaba;ed929da3c7677340a589dba2f2d6008c;25b6925be8a1377b65c7e4867ad261f2;43cc56bf248d3da5204b577112235cdd;3cf3167c5af6f4948c28e59e2a70f38d;fc7744d60ea2470fffe19291f64e916b;25b6925be8a1377b65c7e4867ad261f2;a4d98d70b4c563154faf37ebbdfcbfbd;6f85b07410af02c03c1dca883be81970;44dd1f60d0a881be5ee07efe55a3729f,c037555578ad71ead5448161ff1fbaba,3,0.15,high,685,113,0.8350364963503649,60,68,raw_ast_recursive,0.00035499996738508344,1.9599974621087313e-05,1.94900028873235e-05,1.0,0.0076552999671548605,0.0007299999706447124,0.0007436200045049191,0.00653969997074455,0.0008930000476539135,1.0,0.0,0.0,0.006963099993299693,0.0006660999788437039,0.0006788299884647131,0.006072399963159114,0.0007129998994059861,1.0,0.0,0.0,45,62,62,dd.autoref,0.008584000053815544,0.20199239999055862,0.0007591999892611057,36.0,332.0,1.0,0.9095789875217094,1.0994097420001498,19.61436798033991,21.5642272407615
8,1,mixed_no_constants,10,eval_expr_tt,eval_expr_tt,family_n8_t1_seed123,10,composition_mix,49,61.0,124,8,8.0,0.775,5d20a524ec9e0e7a106ef2cd1c2ec868;d042ab13ef10d55ee2d19915e46376da;02b25b37c731855eb6b80e892e96e9f7;ac5aac237c3930b82e84cdc51a075d6d;1af73c25465b2f6c24cdaddf1f020ebc;676e077568e6395e957c2b43b1dd95e3;311f921fb3f99604ddf9a6df944977e8;a3e2fd497c998e2197d75bbe762bc401;29a0bce35c919b017a0d9042188c7f73;2cda6c16e1e852dc4926a42b0433a9ba,5d20a524ec9e0e7a106ef2cd1c2ec868,3,0.15,high,760,144,0.8105263157894737,51,67,raw_ast_recursive,0.0003332000342197716,1.990000600926578e-05,2.071999479085207e-05,1.0,0.007039699994493276,0.000605799985351041,0.0006874199956655502,0.006074199976865202,0.0007974999607540667,1.0,0.0,0.0,0.008404900028835982,0.0006398999830707908,0.0008232799882534891,0.007476999948266894,0.0007524999091401696,1.0,0.0,0.0,44,66,66,dd.autoref,0.008542099909391254,0.19808250002097338,0.0007045500096864998,31.5,326.0,1.0,1.1939287235834792,0.8375709372319831,25.22478741191332,21.127548834073767
