scope,corpus,live_k,metric,row_count,formula_cluster_count,row_weighted_geomean,paired_formula_cluster_geomean,paired_formula_cluster_bootstrap_ci95_low,paired_formula_cluster_bootstrap_ci95_high,bootstrap_repetitions
overall,all,all,cm_current_over_cse_flat_current,264,216,0.9147197165264996,0.9088794592481961,0.896081881895203,0.9209917655015831,10000
overall,all,all,cm_wrapper_over_cse_flat_current,264,216,2.7256922104776597,2.83684315716263,2.6512952803088203,3.023643795855436,10000
overall,all,all,cm_current_over_raw_current,264,216,0.8193595477568404,0.8206270346472739,0.7885320679561797,0.8523333619901758,10000
overall,all,all,cm_wrapper_over_raw_current,264,216,2.4415368954568915,2.561384971498243,2.351084992378869,2.7909755382969297,10000
overall,all,all,cse_flat_current_over_raw_current,264,216,0.8957493021668167,0.9028997479226535,0.8728824972407612,0.9326224492665622,10000
corpus,b2,all,cm_current_over_cse_flat_current,192,192,0.9048859270786428,0.9048859270786428,0.8905105358405141,0.9176262313814688,10000
corpus,b4,all,cm_current_over_cse_flat_current,72,24,0.9414687812663295,0.9414687812663295,0.9133328953482418,0.9650344545421352,10000
live_k,all,4,cm_current_over_cse_flat_current,32,32,0.846316526419402,0.846316526419402,0.7978755346207831,0.8892122153732329,10000
live_k,all,6,cm_current_over_cse_flat_current,32,32,0.8664145003805461,0.8664145003805461,0.8307378485593091,0.8951518396126972,10000
live_k,all,8,cm_current_over_cse_flat_current,56,40,0.8977741792070617,0.8996219012978136,0.8801944563537567,0.9171288086857858,10000
live_k,all,10,cm_current_over_cse_flat_current,32,32,0.9083997223719673,0.9083997223719673,0.8813646687993004,0.929563817418118,10000
live_k,all,12,cm_current_over_cse_flat_current,56,40,0.9444297221058159,0.942972980197233,0.9213235367920578,0.9617567952009846,10000
live_k,all,16,cm_current_over_cse_flat_current,56,40,0.9772391257080949,0.9739715425683247,0.9579596353903419,0.9882433158903298,10000
corpus_live_k,b2,4,cm_current_over_cse_flat_current,32,32,0.846316526419402,0.846316526419402,0.7961357500594881,0.8893200055204872,10000
corpus_live_k,b2,6,cm_current_over_cse_flat_current,32,32,0.8664145003805461,0.8664145003805461,0.831474803694116,0.8951093816277464,10000
corpus_live_k,b2,8,cm_current_over_cse_flat_current,32,32,0.901241777363679,0.901241777363679,0.8812572029455186,0.9190921127913849,10000
corpus_live_k,b2,10,cm_current_over_cse_flat_current,32,32,0.9083997223719673,0.9083997223719673,0.8801832309645604,0.9299297086927064,10000
corpus_live_k,b2,12,cm_current_over_cse_flat_current,32,32,0.9417001743561355,0.9417001743561355,0.915145760645952,0.9640091836080961,10000
corpus_live_k,b2,16,cm_current_over_cse_flat_current,32,32,0.9711213711246738,0.9711213711246738,0.951911617807182,0.9881524937599013,10000
corpus_live_k,b4,8,cm_current_over_cse_flat_current,24,8,0.8931714601164568,0.8931714601164568,0.8354762912751144,0.9358491029035655,10000
corpus_live_k,b4,12,cm_current_over_cse_flat_current,24,8,0.948081430125651,0.948081430125651,0.9237777887606639,0.9705990205571999,10000
corpus_live_k,b4,16,cm_current_over_cse_flat_current,24,8,0.9854561246954345,0.9854561246954345,0.9597586266852559,1.0004533255322923,10000
