n,trial,live_k,repr,output_k,reps,ok,cm_us,bitset_us,ratio
16,142,4,2,16,40,True,81.3675025710836,99.01250014081597,0.8217902028063367
16,143,6,2,16,200,True,52.3310003336519,45.59850029181689,1.147647400654605
16,144,7,2,16,40,True,92.24250097759068,81.5875013358891,1.1305959793747797
16,145,4,2,16,40,True,51.517499377951026,51.17499968037009,1.0066927151874963
16,146,5,2,16,40,True,57.35000013373792,77.45249895378947,0.7404538382674352
16,147,5,2,16,40,True,85.59999987483025,79.69499856699258,1.0740950048813145
16,148,2,2,16,200,True,46.971000265330076,41.05350002646446,1.1441411873543301
16,149,7,2,16,200,True,44.854499865323305,41.05550004169345,1.092533273733649
16,150,6,2,16,40,True,65.78750035259873,78.92250141594559,0.8335708976820005
16,151,4,2,16,200,True,43.21600019466132,59.27399965003133,0.7290886467898152
16,152,6,2,16,40,True,72.14000215753913,64.8850022116676,1.1118132033378731
16,153,7,2,16,40,True,75.61749953310937,61.572500271722674,1.2281050663754984
16,154,5,2,16,40,True,64.16499963961542,56.85749929398298,1.128523069715902
16,155,5,2,16,200,True,36.45450051408261,51.11199978273362,0.7132278265190766
16,156,6,2,16,200,True,60.372999869287014,54.220499587245286,1.113471847896603
16,157,1,2,16,200,True,6.501000025309622,40.34949990455061,0.16111723914021647
16,158,7,2,16,40,True,126.9525004317984,120.1999984914437,1.0561772215066656
16,159,5,2,16,200,True,55.03299995325506,43.619999778456986,1.2616460392655644
16,160,4,2,16,200,True,48.47999953199178,46.0469996323809,1.052837316633763
16,161,5,2,16,40,True,88.89750170055777,98.67750050034374,0.9008892731352482
16,162,7,2,16,40,True,90.84500197786838,76.7449993873015,1.1837253593476464
16,163,7,2,16,40,True,40.82749946974218,65.06000063382089,0.6275361062403425
16,164,5,2,16,40,True,114.04500110074878,89.47250025812536,1.2746374670623097
16,165,6,2,16,40,True,66.68500136584044,69.77499870117754,0.9557148349286181
16,166,9,1,16,10,True,844.0000005066395,65.75000006705523,12.836501895754905
16,167,5,2,16,40,True,115.94000097829849,98.18999969866127,1.1807719862930117
16,168,5,2,16,40,True,53.60750074032694,54.99749968294054,0.9747261429951013
16,169,5,2,16,40,True,67.92749918531626,70.30499982647598,0.9661830503231952
16,170,6,2,16,200,True,63.93600022420288,84.35749972704798,0.7579172027511236
16,171,6,2,16,10,True,69.18999133631587,54.480007383972406,1.2700070109878698
16,172,8,1,16,10,True,686.5100003778934,57.01999180018902,12.039812330797593
16,173,4,2,16,40,True,77.90249946992844,74.5775003451854,1.0445844806993145
16,174,4,2,16,40,True,53.82249946705997,34.22499867156148,1.5726077883469023
16,175,4,2,16,200,True,45.91749981045723,37.98199992161244,1.2089279107267163
16,176,5,2,16,40,True,47.55749832838774,44.8200007667765,1.0610775884600263
16,177,2,2,16,200,True,28.603000100702047,38.72500034049153,0.7386184596309545
16,178,5,2,16,200,True,63.243499607779086,40.19150044769049,1.5735540824132936
16,179,6,2,16,40,True,91.25499927904457,57.79999773949385,1.5788062776461225
16,180,7,2,16,40,True,113.08499961160123,96.78499773144722,1.1684145504180534
16,181,8,1,16,10,True,717.5899925641716,26.41999162733555,27.160871308593233
16,182,5,2,16,200,True,60.51450036466122,51.076500094495714,1.1847816560003999
16,183,3,2,16,40,True,50.08000007364899,48.41999907512218,1.0342833752630058
16,184,3,2,16,40,True,64.73249814007431,51.6725005581975,1.2527456082209076
16,185,8,1,16,10,True,776.0099950246513,40.879996959120035,18.982633384260293
16,186,6,2,16,40,True,108.53999992832541,76.97000110056251,1.4101597814259637
16,187,8,1,16,10,True,909.6599998883903,85.87000193074346,10.593454983523307
16,188,3,2,16,200,True,24.743499816395342,32.4995000846684,0.7613501669851241
16,189,6,2,16,200,True,32.60800032876432,24.569500237703323,1.3271739357044574
16,190,7,2,16,40,True,85.78999841120094,67.5449991831556,1.270116210654945
16,191,4,2,16,200,True,20.53450036328286,28.83700013626367,0.7120886453601639
16,192,6,2,16,40,True,88.63999973982573,58.78749943803996,1.5078035396496035
16,193,6,2,16,200,True,26.00850013550371,43.10299991630018,0.6034034797115856
16,194,2,2,16,200,True,14.532000059261918,22.87649956997484,0.6352370481686374
16,195,4,2,16,40,True,38.04999869316816,39.312499575316906,0.9678855098050945
16,196,5,2,16,40,True,43.54999982751906,62.229999457485974,0.699823239710477
16,197,7,2,16,40,True,60.194998513907194,58.887500199489295,1.022203325153701
16,198,8,1,16,10,True,610.5600041337311,45.41999660432339,13.442537423607245
16,199,6,2,16,200,True,55.958000011742115,57.123500155285,0.9795968359716303
16,200,2,2,16,200,True,19.858500454574823,27.19750045798719,0.7301590263874012
16,201,7,2,16,40,True,104.8100006300956,70.99499925971031,1.4763011722372863
16,202,8,1,16,40,True,434.58250002004206,38.24250015895814,11.363862148490911
16,203,1,2,16,200,True,9.766999864950776,16.343999886885285,0.5975893252904382
16,204,4,2,16,200,True,28.70999975129962,27.470000204630196,1.045140136055056
16,205,4,2,16,200,True,19.124500104226172,19.45100026205182,0.9832142227429487
16,206,8,1,16,10,True,446.95999240502715,99.60000170394778,4.487550047775866
16,207,2,2,16,200,True,10.885499650612473,23.070999886840582,0.4718260892030705
