n,trial,live_k,repr,output_k,reps,ok,cm_us,bitset_us,ratio
18,54,8,4,8,40,True,361.1399995861575,9.699998190626502,37.23093473719836
18,55,9,4,9,40,True,416.82250157464296,9.404998854734004,44.319250646674504
18,56,6,3,6,200,True,10.055999737232924,8.17099993582815,1.2306938950200499
18,57,4,3,4,200,True,9.41749953199178,7.639499963261186,1.232737689283474
18,58,6,3,6,200,True,12.54650007467717,8.632999961264431,1.4533186761232821
18,59,7,3,7,200,True,11.622000019997358,8.402999956160784,1.3830774819267393
18,60,8,4,8,40,True,468.9224995672703,9.839999256655574,47.65472916576703
18,61,6,3,6,200,True,6.405499880202115,5.259999888949096,1.217775668334069
18,62,7,3,7,200,True,7.173999911174178,5.115999956615269,1.402267390932598
18,63,3,3,3,200,True,5.3654995281249285,6.613499717786908,0.8112950415185621
18,64,8,4,8,40,True,272.2150005865842,5.434997729025781,50.08557761354916
18,65,5,3,5,200,True,4.636499797925353,3.7334999069571495,1.2418641793148348
18,66,7,3,7,200,True,5.4750003619119525,4.607000155374408,1.188408981389974
18,67,9,4,9,40,True,315.140001475811,6.059999577701092,52.00330419748343
18,68,4,3,4,200,True,4.534000181593001,4.497499903663993,1.0081156817589416
18,69,2,3,2,200,True,3.4544995287433267,3.085500211454928,1.1195914088479033
18,70,10,4,10,40,True,354.0200006682426,10.497501352801919,33.72421577004609
18,71,3,3,3,200,True,4.252499784342945,4.7800003085285425,0.8896442489251676
18,72,2,3,2,200,True,3.519000019878149,3.4805003087967634,1.0110615450842166
18,73,7,3,7,200,True,7.648500031791628,5.052000051364303,1.5139548602589852
18,74,5,3,5,200,True,4.764500190503895,4.245999734848738,1.1221150466401593
18,75,1,3,1,200,True,3.086999640800059,5.369000136852264,0.5749673239177647
18,76,4,3,4,200,True,4.951999871991575,4.313999670557678,1.147890646767579
18,77,7,3,7,200,True,10.82550035789609,7.076499750837684,1.5297817761690187
18,78,7,3,7,200,True,5.942499847151339,5.062999553047121,1.173711311820065
18,79,3,3,3,200,True,4.831000114791095,3.8470001891255383,1.255783695682435
18,80,5,3,5,200,True,5.480500403791666,4.1069998405873775,1.3344291737318044
18,81,2,3,2,200,True,3.8810004480183125,4.948500427417457,0.7842780868554444
18,82,7,3,7,200,True,8.066999725997448,5.34249993506819,1.509967210864268
18,83,7,3,7,200,True,5.768000264652073,4.240999696776271,1.360056750071576
18,84,6,3,6,200,True,5.12650003656745,5.6680000852793455,0.9044636484536664
18,85,8,4,8,40,True,282.8274999046698,4.182499833405018,67.62164044712392
18,86,4,3,4,200,True,4.059000057168305,3.54450021404773,1.1451544116379186
18,87,7,3,7,200,True,8.373000309802592,5.645499913953245,1.4831282326491833
18,88,1,3,1,200,True,5.789999850094318,4.356499994173646,1.3290485155142489
18,89,8,4,8,40,True,379.56500018481165,9.012501686811447,42.11538742236827
18,90,8,4,8,40,True,323.80000047851354,8.59500141814351,37.67305957564963
18,91,7,3,7,200,True,11.629000073298812,8.245999924838543,1.4102595415105474
18,92,7,3,7,200,True,7.9824996646493664,4.2450003093108535,1.8804473693772876
18,93,6,3,6,200,True,7.160999812185764,8.697999874129891,0.8232927012892282
18,94,7,3,7,200,True,7.773000397719443,6.110499962233007,1.2720727347617715
18,95,2,3,2,200,True,5.485499859787524,3.420499851927161,1.60371293590231
18,96,3,3,3,200,True,4.905500099994242,5.744999507442117,0.8538730235989784
18,97,5,3,5,200,True,9.636000031605363,5.586000042967498,1.7250268452354591
18,98,9,4,9,40,True,297.0350004034117,6.332498742267489,46.90644443729519
18,99,7,3,7,200,True,6.436500116251409,6.168499821797013,1.0434465919099793
18,100,1,3,1,200,True,2.8054998256266117,3.065000055357814,0.9153343474569995
18,101,3,3,3,200,True,4.192999913357198,3.6105001345276833,1.1613349278840883
18,102,5,3,5,200,True,7.00449978467077,7.09650048520416,0.9870357649203002
18,103,4,3,4,200,True,3.752000047825277,3.3124996116384864,1.1326793925175427
18,104,3,3,3,200,True,5.964500014670193,5.428500007838011,1.0987381424073448
18,105,4,3,4,200,True,5.26249990798533,3.6209996324032545,1.453327932124813
18,106,8,4,8,40,True,234.3450003536418,5.7999975979328156,40.404327139232784
18,107,8,4,8,40,True,315.58249902445823,6.839999696239829,46.13779430398867
18,108,6,3,6,200,True,6.256999913603067,4.300500149838626,1.4549470283910715
18,109,6,3,6,200,True,10.00799995381385,5.782499792985618,1.7307393535843991
18,110,5,3,5,200,True,9.247499983757734,5.871499888598919,1.5749808667652738
18,111,2,3,2,200,True,7.180499960668385,5.444000125862658,1.3189749806500162
18,112,7,3,7,200,True,9.906500345095992,7.800500025041401,1.2699827335803917
18,113,8,4,8,40,True,213.68750021792948,4.715000977739692,45.32077537773246
18,114,4,3,4,200,True,4.890499985776842,5.33799990080297,0.9161671181449792
18,115,6,3,6,200,True,6.959000020287931,7.6879997504875055,0.9051769310797197
18,116,4,3,4,200,True,5.265999934636056,4.609500174410641,1.1424231989120932
18,117,4,3,4,200,True,3.715499769896269,3.2320001628249884,1.1495976431661652
18,118,6,3,6,200,True,6.246999837458134,4.926499677821994,1.2680402407374018
18,119,5,3,5,200,True,6.5750000067055225,5.927999736741185,1.109143100320044
18,120,5,3,5,200,True,5.897999508306384,7.088000420480967,0.8321104907477089
18,121,8,4,8,40,True,390.5525023583323,8.787499973550439,44.444097130453386
18,122,5,3,5,200,True,8.687999797984958,5.4305000230669975,1.59985263991919
18,123,2,3,2,200,True,5.102499853819609,3.8144999416545033,1.3376589151568967
18,124,4,3,4,200,True,5.264999927021563,4.206500016152859,1.2516343532162344
18,125,10,4,10,40,True,339.215001440607,7.1075017331168056,47.72633397471622
18,126,3,3,3,200,True,3.7094997242093086,3.387500182725489,1.0950552100707927
18,127,4,3,4,200,True,11.766499956138432,8.445499697700143,1.3932272070701341
18,128,5,3,5,200,True,12.175000156275928,10.152999893762171,1.199152987655997
18,129,4,3,4,200,True,10.29200037010014,11.062499834224582,0.9303503298828796
18,130,6,3,6,200,True,8.60300031490624,6.967000081203878,1.2348213312234761
18,131,2,3,2,200,True,4.177999799139798,3.741999971680343,1.1165151872686063
18,132,4,3,4,200,True,4.709000349976122,4.2195001151412725,1.116009058295395
18,133,5,3,5,200,True,7.293499656952918,5.554499803110957,1.3130794698863764
18,134,4,3,4,200,True,7.732000085525215,6.454000249505043,1.198016700745895
18,135,8,4,8,40,True,294.95500202756375,6.407499313354492,46.032779342296514
18,136,5,3,5,200,True,10.794000118039548,4.936999757774174,2.1863481157847935
18,137,3,3,3,200,True,3.5640003625303507,3.474499681033194,1.0257593005363415
18,138,4,3,4,200,True,8.285000221803784,6.840999703854322,1.211080336275397
18,139,6,3,6,200,True,5.937999812886119,4.001000197604299,1.4841288476920467
18,140,5,3,5,200,True,7.888999534770847,4.7259998973459005,1.6692762814491962
18,141,6,3,6,200,True,8.4610003978014,5.098500405438244,1.659507644400026
18,142,4,3,4,200,True,4.93600033223629,4.608500166796148,1.0710643709638448
18,143,4,3,4,200,True,5.7484995340928435,5.951999919489026,0.9658097466147727
18,144,7,3,7,200,True,6.955999997444451,4.740500007756054,1.4673557612200316
18,145,9,4,9,40,True,272.0525022596121,4.977500066161156,54.656453770663575
18,146,7,3,7,200,True,8.38249980006367,5.8200000785291195,1.440292042432784
18,147,7,3,7,200,True,6.077999714761972,5.436500068753958,1.1179986458006328
18,148,5,3,5,200,True,7.403999916277826,4.373000119812787,1.693116787884927
18,149,5,3,5,200,True,9.361000265926123,5.4954999359324574,1.7033937539911517
18,150,7,3,7,200,True,11.117500253021717,9.053499670699239,1.2279782026173165
18,151,5,3,5,200,True,10.583499679341912,6.921500316821039,1.52907595100751
18,152,8,4,8,40,True,258.1600012490526,8.6424988694489,29.87099045643433
18,153,5,3,5,200,True,5.902499542571604,4.723499878309667,1.249602983939072
18,154,3,3,3,200,True,5.064999568276107,3.163000219501555,1.6013276056851748
18,155,3,3,3,200,True,4.478500341065228,3.9469997864216566,1.1346593826713705
18,156,3,3,3,200,True,3.9255002047866583,3.942499752156437,0.9956881297556252
18,157,5,3,5,200,True,6.653000018559396,7.004999788478017,0.9497502097719406
18,158,4,3,4,200,True,6.4689997816458344,6.65400002617389,0.9721971379921331
18,159,7,3,7,200,True,5.417499924078584,4.002000205218792,1.353698062537307
18,160,5,3,5,200,True,4.748499486595392,4.053500015288591,1.1714566346824893
18,161,4,3,4,200,True,6.198999471962452,5.4290000116452575,1.1418308083745696
18,162,2,3,2,200,True,6.041000015102327,6.471499800682068,0.9334775865195316
18,163,8,4,8,40,True,286.26249986700714,5.16749860253185,55.396725163457404
18,164,6,3,6,200,True,7.541499799117446,4.342499887570739,1.7366724224226238
18,165,7,3,7,200,True,7.2619999991729856,5.570999928750098,1.303536185971964
18,166,4,3,4,200,True,4.538999637588859,5.155500257387757,0.8804188557811704
18,167,5,3,5,200,True,5.921000265516341,4.322999739088118,1.369650849612427
18,168,0,3,0,200,True,4.551999736577272,6.121500045992434,0.7436085440458884
18,169,7,3,7,200,True,7.5930001912638545,6.061000167392194,1.2527635673256907
18,170,8,4,8,40,True,258.46750068012625,7.657500100322068,33.75350927768912
18,171,5,3,5,200,True,6.120000034570694,5.226000212132931,1.171067697311265
18,172,4,3,4,200,True,5.873499903827906,4.57649992313236,1.2834043488430393
18,173,7,3,7,200,True,10.187000152654946,8.669999660924077,1.1749712284958937
18,174,8,4,8,40,True,387.107499409467,10.372500400990248,37.320557671177376
18,175,4,3,4,200,True,4.886499955318868,3.911500098183751,1.2492649450751245
18,176,4,3,4,200,True,7.107999990694225,6.597500178031623,1.0773777641359474
18,177,5,3,5,200,True,10.952000156976283,8.532499778084457,1.2835628997150708
18,178,9,4,9,40,True,345.660001039505,8.21499852463603,42.07669666682255
18,179,5,3,5,200,True,11.601499863900244,7.322999881580472,1.5842550937466864
18,180,7,3,7,200,True,7.398499874398112,4.620000254362822,1.6014068110518955
18,181,2,3,2,200,True,5.023999838158488,4.897500039078295,1.0258294636183403
18,182,3,3,3,200,True,8.349999552592635,5.400500376708806,1.546152943272513
18,183,0,3,0,200,True,5.466999718919396,5.89250004850328,0.9277895076654328
18,184,5,3,5,200,True,8.149500354193151,4.686000174842775,1.7391165279814749
18,185,4,3,4,200,True,4.007999668829143,3.7179997889325023,1.0779988962774805
18,186,2,3,2,200,True,4.542000242508948,4.1705003241077065,1.0890780217073175
18,187,1,3,1,200,True,2.937999670393765,3.0625000363215804,0.9593468197710276
18,188,3,3,3,200,True,6.6494999919086695,5.972999497316778,1.113259760844747
18,189,5,3,5,200,True,9.068000363186002,4.7975004417821765,1.8901510220220885
18,190,6,3,6,200,True,5.849500303156674,4.770000232383609,1.2263102763484834
18,191,8,4,8,10,True,255.10999839752915,11.179991997778416,22.818441949531113
18,192,6,3,6,200,True,5.444499547593296,4.356499994173646,1.2497416630034965
18,193,8,4,8,40,True,228.51499961689115,4.785001510754228,47.75651566740506
18,194,4,3,4,200,True,4.519500071182847,4.003000212833285,1.1290281865820806
18,195,9,4,9,40,True,296.3850012747571,10.235002264380455,28.957981016401646
18,196,5,3,5,200,True,5.748000112362206,4.58099995739758,1.2547479078405377
18,197,5,3,5,200,True,8.387000416405499,6.661499501205981,1.259025901733857
18,198,7,3,7,200,True,8.413500036112964,5.655499990098178,1.4876668819456416
18,199,7,3,7,200,True,7.609000313095748,7.56049994379282,1.0064149685422255
18,200,6,3,6,200,True,7.4230000609532,6.417999975383282,1.1565908522007902
18,201,8,4,8,40,True,253.82250023540107,5.087497993372381,49.891420216000554
18,202,6,3,6,200,True,6.414999952539802,4.450500127859414,1.441411025332397
18,203,5,3,5,200,True,9.030000073835254,4.837500164285302,1.8666666185363028
18,204,8,4,8,40,True,285.63000087160617,5.732499994337559,49.826428461185415
18,205,4,3,4,200,True,4.330000374466181,4.708999767899513,0.9195159456118664
18,206,3,3,3,200,True,5.117000546306372,3.7135003367438912,1.3779453567501523
18,207,1,3,1,200,True,3.920500166714191,3.310500178486109,1.1842621825524369
18,208,7,3,7,200,True,8.335000020451844,5.322500364854932,1.5659933206371925
18,209,1,3,1,200,True,3.9865000871941447,5.261500482447445,0.7576736143032301
18,210,3,3,3,200,True,4.5425002463161945,5.024999845772982,0.9039801762655446
18,211,5,3,5,200,True,5.530500202439725,5.332999862730503,1.03703362925048
18,212,3,3,3,200,True,7.409999961964786,6.294000195339322,1.177311682870912
18,213,1,3,1,200,True,3.3395003993064165,4.696499672718346,0.7110615632968851
18,214,4,3,4,200,True,6.719999946653843,3.669500001706183,1.8313121524810707
18,215,7,3,7,200,True,7.1069999830797315,6.893000099807978,1.0310459713003217
18,216,8,4,8,40,True,237.27499938104302,4.477499169297516,52.992751178615976
18,217,9,4,9,40,True,281.23749943915755,6.427502376027405,43.75533185146479
18,218,1,3,1,200,True,4.516500048339367,5.230499664321542,0.8634930385613955
18,219,6,3,6,200,True,6.403499864973128,7.7340001007542005,0.8279673883568575
18,220,4,3,4,200,True,6.6685001365840435,6.473499815911055,1.0301228587654707
18,221,6,3,6,200,True,8.072499767877162,7.382999756373465,1.0933902254173147
18,222,1,3,1,200,True,6.423000013455749,5.932000349275768,1.0827713478202892
18,223,3,3,3,200,True,6.742500117979944,4.851000267080963,1.3899195520014207
18,224,6,3,6,200,True,9.254499454982579,5.924000288359821,1.562204423447939
18,225,5,3,5,200,True,5.841499660164118,6.0904998099431396,0.9591166312208872
18,226,8,4,8,40,True,271.39500016346574,8.482497651129961,31.99470383906478
18,227,7,3,7,200,True,9.815500234253705,6.847499753348529,1.4334429482021929
18,228,5,3,5,200,True,7.185499998740852,5.1169999642297626,1.4042407756441035
18,229,6,3,6,200,True,5.030499887652695,4.598500090651214,1.093943631289633
18,230,2,3,2,200,True,5.352500011213124,4.347499925643206,1.231167361186609
18,231,4,3,4,200,True,6.32150040473789,5.851999740116298,1.0802290986793963
18,232,2,3,2,200,True,7.940000505186618,6.223000236786902,1.2759119722107304
18,233,6,3,6,200,True,10.33900014590472,6.633000448346138,1.558721460433887
18,234,6,3,6,200,True,7.452499703504145,7.345500052906573,1.0145666938706552
18,235,8,4,8,40,True,218.19749963469803,5.657499423250556,38.56783418094122
18,236,5,3,5,200,True,5.528999608941376,4.841500194743276,1.1420013191251261
18,237,6,3,6,200,True,9.09249996766448,7.331999950110912,1.2401118425439892
18,238,4,3,4,200,True,6.019999855197966,3.7394999526441097,1.609840869483464
18,239,5,3,5,200,True,5.019499803893268,3.927500220015645,1.2780393437822068
18,240,8,4,8,40,True,299.06000127084553,5.414997576735914,55.22809512522715
18,241,4,3,4,200,True,4.44350007455796,4.830500110983849,0.9198840642719566
18,242,6,3,6,200,True,5.273499991744757,5.302000208757818,0.9946246292171048
18,243,2,3,2,200,True,5.693999701179564,4.576999926939607,1.2440462731199637
18,244,9,4,9,40,True,297.2174988826737,6.565000512637198,45.27303513694315
18,245,3,3,3,200,True,5.776999751105905,4.08849969971925,1.4129876911823183
18,246,4,3,4,200,True,5.404999828897417,4.179999814368784,1.293062217447399
18,247,5,3,5,200,True,8.25700000859797,7.0580001920461655,1.1698781218372574
18,248,3,3,3,200,True,5.34699996933341,3.7910003447905183,1.4104456562978427
18,249,6,3,6,200,True,7.07099970895797,6.399999838322401,1.104843732435383
18,250,2,3,2,200,True,5.825000116601586,4.703500308096409,1.2384394036447015
18,251,5,3,5,200,True,6.66900014039129,4.041999927721918,1.649925843553876
18,252,4,3,4,200,True,5.197999998927116,3.8604997098445897,1.346457813653448
18,253,8,4,8,40,True,333.20499933324754,9.595000301487744,34.726939954507635
18,254,8,4,8,40,True,242.53999872598797,7.52749911043793,32.22052838102264
18,255,5,3,5,200,True,9.469999931752682,8.310499833896756,1.1395223056411807
18,256,2,3,2,200,True,7.1645004209131,4.376499564386904,1.637038988696155
18,257,4,3,4,200,True,7.684999727644027,4.87400044221431,1.5767334900266545
18,258,6,3,6,200,True,5.347499973140657,3.943000338040292,1.3562007392062296
18,259,6,3,6,200,True,11.251000105403364,4.91349957883358,2.28981399609161
18,260,5,3,5,200,True,9.778999956324697,8.157499833032489,1.1987741534147758
18,261,6,3,6,200,True,8.388500427827239,6.086499779485166,1.3782142005658284
18,262,3,3,3,200,True,4.231500206515193,5.339500494301319,0.7924898988269296
18,263,7,3,7,200,True,7.348000071942806,4.893500008620322,1.5015837455806011
18,264,7,3,7,200,True,6.5830000676214695,8.377000340260565,0.785842163093037
18,265,7,3,7,200,True,10.10499952826649,5.735000013373792,1.761987707881784
18,266,6,3,6,200,True,7.601499673910439,5.480000399984419,1.387134875744179
18,267,5,3,5,200,True,4.837499582208693,4.795499844476581,1.0087581564162675
18,268,6,3,6,200,True,6.360500119626522,4.115999909117818,1.5453110447200589
18,269,4,3,4,200,True,6.346000009216368,3.8539996603503828,1.6466010815993242
18,270,7,3,7,200,True,7.511499570682645,7.657000096514822,0.9809977113754507
18,271,6,3,6,200,True,7.441500201821327,6.04050001129508,1.2319344736208142
18,272,5,3,5,200,True,5.984999588690698,5.54199970792979,1.0799350241984027
18,273,7,3,7,200,True,5.967000033706427,4.342499887570739,1.3740933075865795
18,274,0,3,0,200,True,3.604500088840723,3.6985002225264907,0.9745842563119936
18,275,4,3,4,200,True,6.074000266380608,3.215000033378601,1.8892691145628142
18,276,4,3,4,200,True,6.53300026897341,3.982000052928925,1.6406328935551167
18,277,5,3,5,200,True,9.046500199474394,7.871500565670431,1.1492726353763385
18,278,5,3,5,200,True,7.496000034734607,5.543999723158777,1.3520924258747344
18,279,3,3,3,200,True,5.634999834001064,3.788000321947038,1.487592226788583
18,280,6,3,6,200,True,6.86699990183115,4.457999602891505,1.5403769657981
18,281,2,3,2,200,True,6.820000126026571,4.51750005595386,1.5096845692426988
18,282,5,3,5,200,True,8.74800025485456,6.798000540584326,1.286849008414851
18,283,1,3,1,200,True,3.2489997101947665,4.392999690026045,0.739585690745975
18,284,5,3,5,200,True,7.021999917924404,8.60300031490624,0.8162268581761564
18,285,9,4,9,40,True,317.8899991326034,8.540000999346375,37.22364893832374
18,286,9,4,9,40,True,397.93500036466867,6.905000191181898,57.62997673379585
18,287,10,4,10,40,True,369.04749867971987,10.117501369677484,36.47615010814513
18,288,7,3,7,200,True,10.4085000930354,5.207500071264803,1.9987517908007195
18,289,5,3,5,200,True,6.068999646231532,6.265499978326261,0.9686377251975953
18,290,7,3,7,200,True,8.10300000011921,4.480499774217606,1.808503606393814
18,291,5,3,5,200,True,7.348500075750053,5.9354997938498855,1.238059191470996
18,292,8,4,8,40,True,274.8425002209842,5.887501174584031,46.682368643502244
18,293,4,3,4,200,True,6.160499760881066,3.729500458575785,1.6518297367990207
18,294,6,3,6,200,True,7.7844999032095075,7.521000225096941,1.0350351908291786
18,295,4,3,4,200,True,5.341499927453697,4.176999791525304,1.2787886507179247
18,296,7,3,7,200,True,10.676999809220433,6.591499550268054,1.6198134776154594
18,297,4,3,4,200,True,4.968499997630715,5.0570000894367695,0.9824994877910095
18,298,6,3,6,200,True,5.515000084415078,4.477500333450735,1.2317140533108033
18,299,7,3,7,200,True,5.589999491348863,4.6185002429410815,1.2103495068323578
20,0,3,3,3,200,True,6.232000305317342,6.747500156052411,0.9236013577157649
20,1,8,4,8,40,True,283.3099977578968,8.440000237897038,33.567534333208506
20,2,5,3,5,200,True,4.753500106744468,5.175499827601016,0.9184620355688128
20,3,9,4,9,40,True,300.7349994732067,5.775000317953527,52.07532171699991
20,4,5,3,5,200,True,8.678999729454517,6.981999613344669,1.2430535964032965
20,5,9,4,9,40,True,283.13249931670725,6.474999827332795,43.72702808755691
20,6,9,4,9,40,True,292.80750022735447,6.097502773627639,48.02088840267177
20,7,5,3,5,200,True,4.620000254362822,4.588000010699034,1.0069747697448048
20,8,8,4,8,40,True,281.9224988343194,10.51250146701932,26.817832056317876
20,9,7,3,7,200,True,8.040000102482736,5.558999837376177,1.446303352704824
20,10,4,3,4,200,True,5.419999943114817,5.27900003362447,1.026709586776331
20,11,2,3,2,200,True,6.904000183567405,4.50249994173646,1.5333704104179886
20,12,9,4,9,40,True,281.8350010784343,7.097501656971872,39.70904336479977
20,13,6,3,6,200,True,10.179000091738999,6.602499634027481,1.5416888536092013
20,14,6,3,6,200,True,6.544000352732837,5.402000388130546,1.2114031622640258
20,15,7,3,7,200,True,8.819500217214227,7.615000358782709,1.158174629242442
20,16,2,3,2,200,True,5.535000236704946,7.4629997834563255,0.7416589035651199
20,17,4,3,4,200,True,4.4094998156651855,4.072499577887356,1.0827502204316128
20,18,6,3,6,200,True,7.384500349871814,7.017999887466431,1.0522229222402701
20,19,5,3,5,200,True,6.917999708093703,7.102499948814511,0.9740231971769878
20,20,9,4,9,40,True,299.32500037830323,10.335000115446746,28.962263864025555
20,21,8,4,8,40,True,257.9124993644655,7.804998313076794,33.04452980244069
20,22,7,3,7,200,True,7.587500149384141,7.783500477671622,0.9748184857379089
20,23,7,3,7,200,True,5.972999497316778,4.784000338986516,1.248536595752447
20,24,7,3,7,200,True,7.4454996502026916,6.8599998485296965,1.085349827201306
20,25,4,3,4,200,True,7.365999626927078,7.071000291034579,1.0417196045468322
20,26,8,4,8,40,True,283.43250160105526,5.944998702034354,47.67578864299261
20,27,8,4,8,40,True,277.58500073105097,10.567501885816455,26.267797605375538
20,28,6,3,6,200,True,10.151499882340431,6.410499918274581,1.5835738260289627
20,29,4,3,4,200,True,5.60699962079525,6.082000327296555,0.9219005786024936
20,30,4,3,4,200,True,4.828000091947615,5.257499869912863,0.9183072204294004
20,31,5,3,5,200,True,4.7354999696835876,3.6825001006945968,1.2859470034475688
20,32,8,4,8,40,True,247.61249951552597,5.1175011321902275,48.38543131099433
20,33,10,4,10,40,True,356.42500151880085,8.820000221021473,40.410996891961766
20,34,7,3,7,200,True,8.211999665945768,6.72800000756979,1.2205706980835769
20,35,3,3,3,200,True,7.496000034734607,6.971000111661851,1.0753119946439935
20,36,1,3,1,200,True,6.294500199146569,6.229000282473862,1.0105153176597212
20,37,9,4,9,40,True,308.9425008511171,7.9824996646493664,38.70247589477192
20,38,4,3,4,200,True,5.376500193960965,5.766000249423087,0.9324488313192333
20,39,6,3,6,200,True,6.1079999431967735,5.083499709144235,1.2015344334946376
20,40,6,3,6,200,True,9.720500092953444,8.534499793313444,1.1389654143022183
20,41,4,3,4,200,True,6.985999643802643,6.075499695725739,1.1498642076663197
20,42,5,3,5,200,True,5.665500066243112,4.495999892242253,1.2601201516972467
20,43,7,3,7,200,True,7.628999883309007,7.496000034734607,1.0177427758748814
20,44,5,3,5,40,True,11.97500096168369,9.83250210992992,1.2178996584796098
20,45,4,3,4,200,True,5.025999853387475,4.462500219233334,1.126274421618057
20,46,7,3,7,200,True,7.613500347360969,4.306500195525587,1.7679089751978472
20,47,7,3,7,200,True,6.181499920785427,4.7774997074157,1.2938776136794774
20,48,4,3,4,200,True,5.654999986290932,4.643999855034053,1.217700293457366
20,49,6,3,6,200,True,8.353500161319971,4.917000187560916,1.6989017373749045
20,50,8,4,8,40,True,312.7499978290871,5.860000965185463,53.370298006288614
20,51,4,3,4,200,True,7.654500077478588,6.03599997702986,1.2681411707435335
20,52,1,3,1,200,True,3.586999955587089,3.9905001176521187,0.8988848138908373
20,53,4,3,4,200,True,4.770000232383609,3.5799999022856355,1.33240233591577
20,54,2,3,2,200,True,6.8789999932050705,4.5315001625567675,1.5180403280232466
20,55,2,3,2,200,True,4.350999952293932,6.267499993555248,0.6942161877571573
20,56,3,3,3,200,True,5.221999599598348,6.885500042699277,0.7584052817101141
20,57,9,4,9,40,True,281.91749879624695,5.702499765902758,49.437529218664835
20,58,10,4,10,40,True,353.0475019942969,8.440000237897038,41.830271569075734
20,59,4,3,4,200,True,6.630499847233295,5.234000273048878,1.2668130495474617
20,60,4,3,4,200,True,5.031000473536551,5.499999970197678,0.9147273637813729
20,61,7,3,7,200,True,10.870500118471682,9.750999743118882,1.1148087790836845
20,62,2,3,2,200,True,5.911999614909291,7.855999865569173,0.7525457887060392
20,63,8,4,8,40,True,303.09249996207654,10.227502207271755,29.63504615492312
20,64,3,3,3,200,True,4.082500236108899,6.198500050231814,0.6586271199523859
20,65,8,4,8,10,True,285.17000610008836,8.100003469735384,35.20615851160919
20,66,6,3,6,200,True,5.622999742627144,4.666500026360154,1.2049715441688436
20,67,9,4,9,40,True,250.18999876920134,5.137501284480095,48.698771039727355
20,68,6,3,6,200,True,6.893000099807978,5.350499995984137,1.288290833563513
20,69,7,3,7,200,True,7.855999865569173,6.103499908931553,1.2871303322333305
20,70,6,3,6,200,True,6.7460001446306705,8.233499829657376,0.8193356754962603
20,71,6,3,6,200,True,10.657000239007175,7.730000070296229,1.378654610878778
20,72,7,3,7,200,True,9.489000076428056,5.471000331453979,1.7344177484095031
20,73,4,3,4,200,True,5.428999429568648,4.808999947272241,1.1289248261788989
20,74,4,3,4,200,True,4.9145001685246825,4.496999899856746,1.0928397327029595
20,75,4,3,4,200,True,4.803999909199774,4.578000516630709,1.0493663973492504
20,76,6,3,6,200,True,8.315499871969223,7.725500036031007,1.076370439866224
20,77,7,3,7,200,True,11.92249997984618,10.240499977953732,1.1642497930290066
20,78,7,3,7,200,True,11.284500360488892,9.812999633140862,1.149954222190982
20,79,8,4,8,40,True,356.08500184025615,11.855000047944486,30.036693412076115
20,80,5,3,5,200,True,6.865999894216657,5.081499693915248,1.3511758944782044
20,81,3,3,3,200,True,5.727999960072339,5.447500152513385,1.0514914730988187
20,82,2,3,2,200,True,3.841999568976462,4.132000030949712,0.9298159584218118
20,83,8,4,8,10,True,261.29999896511436,5.659996531903744,46.166105843394554
20,84,2,3,2,200,True,5.7045003632083535,7.253999938257039,0.7863937705765969
20,85,4,3,4,200,True,4.6799995470792055,4.115000483579934,1.137302307922875
20,86,5,3,5,200,True,6.4755004132166505,5.691499682143331,1.1377494113780005
20,87,3,3,3,200,True,3.7449999945238233,5.654499982483685,0.662304360443002
20,88,6,3,6,200,True,8.495500078424811,5.1345000974833965,1.6545914728074038
20,89,9,4,9,40,True,398.60499964561313,10.679999832063913,37.32256609676206
20,90,3,3,3,200,True,7.162499823607504,5.776500329375267,1.2399375772877579
20,91,8,4,8,40,True,218.4899989515543,5.767500260844827,37.8829629943614
20,92,8,4,8,40,True,308.48750029690564,6.42749946564436,47.994947638004916
20,93,4,3,4,200,True,6.904000183567405,6.9075002102181315,0.999493300536488
20,94,1,3,1,200,True,4.986000130884349,3.3650000113993883,1.481723659433464
20,95,2,3,2,200,True,5.561999860219657,6.451000226661563,0.8621918562694006
20,96,5,3,5,200,True,9.022000012919307,5.089500336907804,1.7726691061387663
20,97,7,3,7,200,True,6.630999851040542,5.6285003665834665,1.1781112941573102
20,98,7,3,7,200,True,9.723000111989677,8.148500346578658,1.1932257100623564
20,99,2,3,2,200,True,3.530500107444823,3.396999672986567,1.0392995134853473
20,100,6,3,6,200,True,8.201499585993588,7.519500213675201,1.0906974337307793
20,101,5,3,5,200,True,5.97550009842962,6.423500017262995,0.93025610373949
20,102,3,3,3,200,True,5.295999580994248,3.9190001552924514,1.3513649837043806
20,103,4,3,4,200,True,8.093999931588769,6.009999779053032,1.34675544578208
20,104,6,3,6,200,True,9.057999704964459,8.148000342771411,1.1116837658211887
20,105,9,4,9,40,True,383.69999965652823,10.525001562200487,36.45605156340777
20,106,4,3,4,200,True,10.747999767772853,7.104499964043498,1.5128439470996453
20,107,9,4,9,10,True,314.5500086247921,7.780001033097506,40.43058699949274
20,108,5,3,5,200,True,5.551499780267477,7.293499656952918,0.7611572004360367
20,109,6,3,6,200,True,11.38599996920675,8.572000078856945,1.3282780989807277
20,110,5,3,5,200,True,5.134499515406787,4.240000271238387,1.2109667893740823
20,111,7,3,7,200,True,6.921500316821039,5.07650023791939,1.3634393760331673
20,112,8,4,8,10,True,188.13000060617924,7.010006811469793,26.837349187501555
