regime,n,samples_per_method,raw_recursive_us_median,raw_flat_retained_us_median,raw_flat_liveness_us_median,cm_recursive_us_median,cm_flat_retained_us_median,cm_flat_liveness_us_median,cm_wrapper_generic_us_median,cm_wrapper_liveness_us_median,raw_flat_liveness_speedup,cm_flat_liveness_speedup,cm_live_over_raw_live,cm_wrapper_over_raw_live,session_ratio_min,session_ratio_max,session_ratio_cv,session_ratio_p10,session_ratio_p90
fulloutput_fullarity,18,25,5307.650004397146,6724.649996613152,5264.5749965449795,7232.075004139915,5057.462505646981,4560.450004646555,5039.262512582354,4778.087488375604,1.2773395765140372,1.1089832144841036,0.8662522630296793,0.9075922541727213,0.6391849997281671,0.9773160736760445,0.1555577071738734,0.721337276750303,0.9619734312237391
fulloutput_fullarity,20,25,21582.466666586697,24622.133312126,22561.13333472361,26540.266660352547,24616.066676874954,20056.2666868791,20184.533360103767,20751.63333211094,1.091351792785619,1.2273503868483608,0.8889742544985851,0.9197956957318414,0.8234506540595138,0.97907162786961,0.07504594897834961,0.8266136033667421,0.9621880779092574
fulloutput_fullarity,22,25,89773.89999199659,149256.4999498427,86374.29994996637,108932.50000663102,177445.00003755093,84599.3000548333,81909.80006475002,84092.30003599077,1.7280197933448005,2.097475982928221,0.979449907019087,0.9735801052477707,0.8755520730014636,1.1062086769515245,0.09181449407539681,0.8926458048134667,1.0493800784005058
fulloutput_fullarity,24,25,826963.9000063762,818162.2000411153,835437.2000321746,798501.6000457108,767080.9000264853,772640.2000989765,765144.4000657648,757749.0000985563,0.9793222040024145,0.9928048008998509,0.9248333687669407,0.9070089290605848,0.835244478141542,1.020292492053244,0.08098033454716715,0.8558918444463443,1.0073388068806726
