n_vars,trial,expr_style,partial_output_mode,partial_reference_arrays_available_count,partial_reference_source,partial_correctness_reference,partial_context_count,partial_fixed_var_count_median,partial_fixed_var_fraction_median,partial_context_style,partial_unique_contexts,partial_repeated_contexts,partial_remaining_var_count_median,partial_context_overlap_ratio,partial_bitset_baseline_kind,partial_bitset_full_recompute_total_s,partial_bitset_full_recompute_per_context_median_s,partial_bitset_ok_rate,partial_bitset_restricted_total_s,partial_bitset_restricted_per_context_median_s,partial_bitset_restricted_ok_rate,partial_cm_no_cache_total_s,partial_cm_no_cache_compile_total_s,partial_cm_no_cache_eval_total_s,partial_cm_no_cache_per_context_median_s,partial_cm_no_cache_live_vars_median,partial_cm_no_cache_live_vars_max,partial_cm_no_cache_ok_rate,partial_cm_cache_compile_once_s,partial_cm_cache_eval_contexts_total_s,partial_cm_cache_total_s,partial_cm_cache_per_context_median_s,partial_cm_cache_live_vars_median,partial_cm_cache_live_vars_max,partial_cm_cache_persistent_hits_total,partial_cm_cache_persistent_misses_total,partial_cm_cache_ok_rate,partial_robdd_backend,partial_robdd_build_once_s,partial_robdd_restrict_contexts_total_s,partial_robdd_total_s,partial_robdd_restrict_per_context_median_s,partial_robdd_nodes_base,partial_robdd_restricted_nodes_median,partial_robdd_ok_rate,partial_robdd_status,partial_robdd_error,partial_robdd_extract_total_s,partial_robdd_build_restrict_extract_total_s,speedup_cm_cache_vs_cm_no_cache,ratio_cm_cache_over_bitset_full_recompute,ratio_cm_cache_over_bitset_restricted,ratio_cm_cache_over_robdd_restrict,expr_depth_actual,expr_node_count,expr_leaf_count,expr_op_count,expr_unique_var_count,expr_vars_used,expr_vars_used_count,expr_vars_used_list,expr_uses_all_vars,expr_const_count,expr_not_count,expr_and_count,expr_or_count,expr_xor_count,expr_imp_count,expr_eqv_count,expr_simplified_const_if_available,expr_structural_hash_if_available,tt_true_count,tt_false_count,tt_density,tt_is_constant,tt_is_balancedish,expr_regeneration_attempts,expr_filter_reason
8,0,mixed_no_constants,remaining-vars,4,eval_expr_tt,eval_expr_tt,4,4.0,0.5,random_fixed,4,0,4.0,0.2222222222222222,raw_ast_words,0.00043509993702173233,4.630000330507755e-05,1.0,0.00037679995875805616,3.5699980799108744e-05,1.0,0.0033445999724790454,0.002495800028555095,0.0006055999547243118,0.0007752500241622329,4.0,4.0,1.0,0.001422800007276237,0.0003239000216126442,0.001930000027641654,4.834996070712805e-05,4.0,4.0,8,24,1.0,auto,,,,,,,,disabled,,,,1.7329533287965537,4.435762599398525,5.122081313392367,,6,32,16,16,8,x0;x1;x2;x3;x4;x5;x6;x7,8,x0;x1;x2;x3;x4;x5;x6;x7,True,0,1,3,3,5,2,2,False,f06ef7ee67dd637120e53ce80c43b6b9,118,138,0.4609375,False,True,0,
8,1,mixed_no_constants,remaining-vars,4,eval_expr_tt,eval_expr_tt,4,4.0,0.5,random_fixed,4,0,4.0,0.35873015873015873,raw_ast_words,0.0003472000826150179,4.6350061893463135e-05,1.0,0.00028169993311166763,3.190001007169485e-05,1.0,0.004272800055332482,0.003164699883200228,0.0007767000934109092,0.0008829499711282551,4.0,4.0,1.0,0.0017757999012246728,0.0003421000437811017,0.002340399893000722,8.249998791143298e-05,4.0,4.0,8,25,1.0,auto,,,,,,,,disabled,,,,1.8256709326089362,6.740781498015374,8.308130808369672,,6,34,16,18,8,x0;x1;x2;x3;x4;x5;x6;x7,8,x0;x1;x2;x3;x4;x5;x6;x7,True,0,3,3,2,4,3,3,False,13638589e23f7c8994a651d95daff08f,122,134,0.4765625,False,True,0,
12,0,mixed_no_constants,remaining-vars,4,eval_expr_tt,eval_expr_tt,4,4.0,0.3333333333333333,random_fixed,4,0,8.0,0.14285714285714285,raw_ast_words,0.0004276999970898032,5.4100004490464926e-05,1.0,0.0012703000102192163,0.00020489993039518595,1.0,0.003866799990646541,0.0026894999900832772,0.0008960999548435211,0.000825850002001971,8.0,8.0,1.0,0.0007975000189617276,0.000579899875447154,0.001707599963992834,0.0001405499642714858,8.0,8.0,4,27,1.0,auto,,,,,,,,disabled,,,,2.26446478811402,3.992518063156061,1.3442493507483737,,5,31,16,15,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,0,3,5,3,4,0,False,7d608993ae0f5dcb5bfefd2d1b052de9,1936,2160,0.47265625,False,True,0,
12,1,mixed_no_constants,remaining-vars,4,eval_expr_tt,eval_expr_tt,4,4.0,0.3333333333333333,random_fixed,4,0,8.0,0.15873015873015872,raw_ast_words,0.0008225999772548676,0.00012579996837303042,1.0,0.0012537000002339482,0.00019314995734021068,1.0,0.004184499965049326,0.0028399000875651836,0.0010914999293163419,0.0009433000232093036,8.0,8.0,1.0,0.0011256999569013715,0.0005670000100508332,0.001896300003863871,9.569997200742364e-05,8.0,8.0,4,27,1.0,auto,,,,,,,,disabled,,,,2.2066655890539764,2.3052517095758893,1.5125628168700724,,5,31,16,15,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,0,4,2,4,4,1,False,ddc8284622b6e3a72ed7004ff50cc053,3376,720,0.82421875,False,False,0,
