n_vars,expr_style,family_variant_style,family_size,family_reuse_ratio_median,family_unique_subtree_hashes_median,family_repeated_subtree_hash_count_median,family_max_subtree_reuse_count_median,family_bitset_total_time_s_median,family_cm_no_cache_total_time_s_median,family_cm_cache_total_time_s_median,family_robdd_build_total_time_s_median,speedup_cm_cache_vs_cm_no_cache_median,ratio_cm_cache_over_bitset_median,ratio_cm_no_cache_over_bitset_median,family_cm_cache_persistent_hits_total_median,family_cm_cache_persistent_misses_total_median,family_bitset_ok_rate_median,family_cm_no_cache_ok_rate_median,family_cm_cache_ok_rate_median,family_robdd_ok_rate_median,family_robdd_backend,trials,max_depth
8,mixed_no_constants,composition_mix,4,0.7539806283959367,62.0,35.0,24.0,0.0007035999442450702,0.008226249949075282,0.0068786999909207225,,1.212458551180426,10.025700147974177,12.320957856306762,47.0,62.0,1.0,1.0,1.0,,auto,2,4
12,mixed_no_constants,composition_mix,4,0.7242051758610009,73.5,40.5,15.5,0.0007610499742440879,0.008173450012691319,0.00717250001616776,,1.142992527091023,9.400522707768296,10.738572680515002,46.0,73.5,1.0,1.0,1.0,,auto,2,4
