n,trial,live_k,output_k,repr_t7,repr_t16,reps,rounds,ok_t7,ok_t16,threshold7_us,threshold16_us,bitset_us,t7_over_bitset,t16_over_bitset,t16_over_t7
16,179,6,16,2,2,30,5,True,True,36.886668143173054,31.529999493310854,37.949997931718826,0.9719807682082365,0.8308300714545731,0.8547803605066562
16,180,7,16,2,2,30,5,True,True,66.03333167731762,55.06333351756136,62.46999837458133,1.0570407138698787,0.8814364486996098,0.8338718056304822
16,181,8,16,1,2,7,5,True,True,710.6285608772721,30.185727934752194,24.51428943978889,28.98834015249319,1.231352350998926,0.042477504559467555
16,182,5,16,2,2,100,5,True,True,50.463000079616904,52.146000089123845,41.405000956729054,1.2187658232964191,1.2594130874098963,1.033351168318404
16,183,3,16,2,2,100,5,True,True,30.08900093846023,27.608000673353672,26.906999992206693,1.1182592242604217,1.026052725363289,0.9175446113953453
16,184,3,16,2,2,100,5,True,True,32.46299922466278,31.171999871730804,35.58399970643222,0.9122920271043818,0.8760116942698856,0.9602316673207699
16,185,8,16,1,2,30,5,True,True,563.2333341054618,56.38999864459038,43.82666666060686,12.851384260343902,1.2866595372464393,0.10011836166293331
16,186,6,16,2,2,30,5,True,True,75.74333188434443,60.26999714473883,80.07000045229991,0.9459639247718875,0.7527163332619621,0.7957135716813665
16,187,8,16,1,2,7,5,True,True,766.7857155736003,53.314275906554286,49.1999921255878,15.58507801416522,1.0836236674685715,0.06952956324528307
16,188,3,16,2,2,100,5,True,True,28.11299986205995,26.42699982970953,32.360999612137675,0.8687308859122997,0.8166311345894743,0.9400277437262833
16,189,6,16,2,2,100,5,True,True,32.00999926775694,30.866999877616763,25.594000471755862,1.2506837023419384,1.2060248225626116,0.9642924268576445
16,190,7,16,2,2,30,5,True,True,79.99333320185542,99.04333467905721,97.8166664329668,0.8177883802314444,1.0125404830365083,1.2381448642617623
16,191,4,16,2,2,100,5,True,True,21.978000877425075,18.86799931526184,33.77099987119436,0.6507950893148308,0.5587041955294807,0.8584947930656558
