seed_base,trial,n,live_k,output_k,repr,reps,rounds,ok,cm_us,bitset_us,ratio
13700000,294,24,3,3,3,150,5,True,4.571333217124144,4.255333139250676,1.0742597741546298
13700000,295,24,8,8,3,150,5,True,8.356666658073664,5.470666413505872,1.527540892905276
13700000,296,24,9,9,3,150,5,True,7.091999674836794,5.428666869799296,1.3063980245851765
13700000,297,24,8,8,3,150,5,True,5.850000306963921,5.900666583329439,0.9914134656398549
13700000,298,24,5,5,3,150,5,True,9.176000021398067,6.80399981016914,1.3486185005008051
13700000,299,24,8,8,3,150,5,True,6.190667239328225,7.255333475768566,0.853257436064638
28900000,0,24,9,9,3,150,5,True,6.607999869932731,5.9233334225912895,1.1155880310114163
28900000,1,24,8,8,3,150,5,True,6.7053331683079405,5.422666824112336,1.2365379223543889
28900000,2,24,6,6,3,150,5,True,9.709999430924654,8.536000580837328,1.1375350011951573
28900000,3,24,3,3,3,150,5,True,5.8146667045851546,5.8613329504927,0.9920382878260443
28900000,4,24,5,5,3,150,5,True,8.637333133568365,9.156666540851196,0.9432835732342226
28900000,5,24,8,8,3,150,5,True,10.049333019802967,6.384666388233503,1.5739793450012032
28900000,6,24,3,3,3,150,5,True,4.726000285396974,4.212666147698958,1.121854929799839
28900000,7,24,6,6,3,150,5,True,10.016666880498331,8.728000490615766,1.1476473782589864
28900000,8,24,2,2,3,150,5,True,3.424666356295347,4.126666268954675,0.8298869191481406
28900000,9,24,3,3,3,150,5,True,4.373333261658748,4.129332955926657,1.0590895208345668
28900000,10,24,9,9,3,150,5,True,7.068000268191099,7.562666820983091,0.9345909895938416
28900000,11,24,2,2,3,150,5,True,4.8266661663850146,6.827999992916982,0.7068931123889794
