n,trial,live_k,repr,output_k,reps,ok,cm_us,bitset_us,ratio
16,63,0,2,16,200,True,4.2275001760572195,70.0500002130866,0.06034975250817267
16,64,6,2,16,200,True,68.40649992227554,106.54349985998124,0.6420523073878267
16,65,4,2,16,40,True,67.76000082027167,82.48249941971153,0.8215076082439676
16,66,5,2,16,40,True,54.84749854076654,102.98999841324985,0.5325516980851832
16,67,6,2,16,40,True,98.74750103335828,85.01249831169844,1.1615645110357824
16,68,4,2,16,200,True,46.587499673478305,42.46800031978637,1.0970024329535621
16,69,5,2,16,40,True,42.742499499581754,44.50750129763037,0.9603437230446683
16,70,5,2,16,40,True,83.86499830521643,53.24249796103686,1.575151458269093
16,71,6,2,16,40,True,80.35250066313893,97.02499955892563,0.828162855227213
16,72,8,2,16,40,True,119.97499968856573,75.39249781984836,1.591338702893861
16,73,5,2,16,40,True,44.76499743759632,28.882501646876335,1.5499002816619831
16,74,4,2,16,200,True,64.31849964428693,67.03799997922033,0.9594334506432716
16,75,5,2,16,40,True,57.00750043615699,50.417499733157456,1.1307085979645588
16,76,7,2,16,200,True,73.66450037807226,60.87350018788129,1.2101242765852556
16,77,3,2,16,200,True,30.15299967955798,18.609999679028988,1.6202579365724776
16,78,7,2,16,40,True,104.93499867152423,79.86249984242022,1.3139458303781564
16,79,2,2,16,200,True,25.436500436626375,19.38449975568801,1.3122082466514267
16,80,4,2,16,40,True,112.75500000920147,90.70750093087554,1.2430614761961905
16,81,8,2,16,40,True,105.05499958526343,101.72500042244792,1.0327353074365844
16,82,9,2,16,40,True,128.0475000385195,111.51749931741506,1.1482278639880068
16,83,7,2,16,40,True,98.07500173337758,99.01750017888844,0.9904814962626999
16,84,6,2,16,40,True,52.09249793551862,47.877500765025616,1.0880371177096204
16,85,5,2,16,40,True,53.6749983439222,44.04500068631023,1.2186399706563087
16,86,8,2,16,40,True,49.31250005029142,61.6449979133904,0.7999432511876177
16,87,3,2,16,200,True,23.61949998885393,41.82150005362928,0.5647693162264806
16,88,6,2,16,40,True,58.3200016990304,54.31000026874244,1.0738354154013119
16,89,3,2,16,200,True,34.84399989247322,46.56400007661432,0.7483034068194843
16,90,7,2,16,40,True,151.6624994110316,145.00500110443681,1.0459121978958497
16,91,5,2,16,40,True,89.4074997631833,76.450000051409,1.169489858771236
16,92,4,2,16,200,True,76.00500015541911,78.34599993657321,0.9701197280901475
16,93,9,2,16,40,True,143.1250013411045,97.56000072229654,1.4670459233442221
16,94,8,2,16,40,True,67.559999297373,88.85750139597803,0.7603184676137087
16,95,5,2,16,200,True,51.094500231556594,48.459499957971275,1.054375308780954
16,96,9,2,16,40,True,59.70000056549907,62.36750050447881,0.9572293274958457
16,97,4,2,16,200,True,61.496499693021185,75.45850006863475,0.8149711382691923
16,98,9,2,16,200,True,88.19799986667931,71.42149959690869,1.2348942596340662
16,99,6,2,16,40,True,65.2775022899732,83.68499984499067,0.7800382674420315
16,100,7,2,16,40,True,93.32250047009438,138.34499986842275,0.6745635950619944
16,101,2,2,16,200,True,28.574999887496233,46.146499807946384,0.6192235598890568
16,102,4,2,16,40,True,43.85249922052026,30.765001429244872,1.4254021512521222
16,103,5,2,16,200,True,22.667500306852162,21.243499941192567,1.0670322860922914
16,104,7,2,16,40,True,78.32499977666885,76.2474985094741,1.0272468121290117
16,105,4,2,16,200,True,28.771000215783715,45.425500138662755,0.6333667241518385
16,106,4,2,16,200,True,38.055499899201095,23.299000458791852,1.633353326315803
16,107,4,2,16,200,True,51.95799982175231,52.9594998806715,0.9810893218180727
16,108,5,2,16,40,True,69.57000005058944,65.60249894391745,1.060477895972587
16,109,7,2,16,40,True,89.74249940365553,75.05999819841236,1.1956101992759405
16,110,3,2,16,200,True,28.698499663732946,57.3530001565814,0.5003835821209385
16,111,5,2,16,200,True,26.185999740846455,20.08299983572215,1.3038888589875275
16,112,7,2,16,40,True,133.82250035647303,99.81000039260834,1.3407724659861193
16,113,5,2,16,40,True,161.41749802045524,89.14249774534255,1.8107805155020895
16,114,6,2,16,40,True,143.40250054374337,116.51499953586608,1.2307642888467822
16,115,5,2,16,40,True,67.14999908581376,64.48749918490648,1.0412870701230488
16,116,9,2,16,40,True,106.47000162862241,84.99750110786408,1.2526250800421668
16,117,4,2,16,40,True,70.79500064719468,55.56499818339944,1.2740934574230824
16,118,4,2,16,200,True,30.274500022642314,33.89549965504557,0.893171669712671
16,119,6,2,16,40,True,81.6025014501065,72.32000061776489,1.1283531630676098
16,120,2,2,16,200,True,20.762000349350274,16.98550011496991,1.222336711243021
16,121,6,2,16,40,True,68.34999949205667,69.32000105734915,0.9860069020413028
16,122,5,2,16,40,True,81.415000022389,61.787498998455696,1.317661360988634
16,123,9,2,16,40,True,69.0549990395084,79.38500202726573,0.8698746271467076
16,124,3,2,16,40,True,32.682501478120685,32.20249782316387,1.0149057895320015
16,125,8,2,16,40,True,69.36249847058207,62.63999966904521,1.107319585521309
16,126,5,2,16,200,True,37.51249983906746,35.83649988286197,1.0467679589715455
16,127,3,2,16,200,True,7.790499948896467,14.285999932326376,0.5453240925241862
16,128,5,2,16,200,True,25.468500098213553,16.398000298067927,1.5531467029680652
16,129,4,2,16,200,True,31.142000225372612,29.63449980597943,1.0508697777679046
16,130,4,2,16,200,True,20.46199981123209,21.505499607883394,0.9514775375751428
16,131,7,2,16,40,True,94.52000085730106,65.02000032924116,1.453706557654276
16,132,2,2,16,200,True,26.773500139825046,32.857999904081225,0.8148244025193866
16,133,4,2,16,200,True,14.820499927736819,16.091999714262784,0.9209855947611657
16,134,7,2,16,200,True,42.418999946676195,45.7455002469942,0.9272824587695578
16,135,1,2,16,200,True,7.903500227257609,16.230500186793506,0.4869535834569386
16,136,6,2,16,200,True,46.7664998723194,49.509499804116786,0.944596492740787
16,137,7,2,16,200,True,53.83799958508462,44.818000169470906,1.2012584091549436
16,138,5,2,16,200,True,18.407999887131155,15.26149979326874,1.2061724035307602
16,139,6,2,16,40,True,64.81250165961683,92.39249920938164,0.701490945847644
16,140,5,2,16,40,True,37.00749948620796,37.429999792948365,0.9887122546332474
16,141,9,2,16,40,True,92.86749991588295,81.2250014860183,1.143336389250405
16,142,4,2,16,40,True,38.072498864494264,55.39999983739108,0.6872292233979037
16,143,6,2,16,200,True,27.021999703720212,27.83500007353723,0.9707921549247654
16,144,7,2,16,40,True,79.14250018075109,78.54500145185739,1.0076070878840064
16,145,4,2,16,200,True,29.95949995238334,27.17650029808283,1.102404637233472
16,146,5,2,16,200,True,27.545500197447836,37.43549983482808,0.7358122722812134
16,147,5,2,16,40,True,34.184998366981745,34.48750067036599,0.9912286394344553
16,148,2,2,16,200,True,37.36749989911914,23.04400026332587,1.6215717528257831
16,149,7,2,16,200,True,27.52700005657971,22.00899994932115,1.2507156217894742
16,150,6,2,16,200,True,50.991500029340386,47.80000017490238,1.0667677791372419
16,151,4,2,16,200,True,23.754499852657318,42.67800017260015,0.5565982416371053
16,152,6,2,16,200,True,43.57800004072487,43.53799973614514,1.0009187446557524
16,153,7,2,16,200,True,48.1670000590384,38.60299999359995,1.2477527670653596
16,154,5,2,16,200,True,31.95249999407679,27.79250033199787,1.149680655298561
16,155,5,2,16,200,True,28.82900007534772,41.19999997783452,0.6997330119140204
16,156,6,2,16,200,True,94.200000166893,79.16649978142232,1.189897247282348
16,157,1,2,16,200,True,3.7444999907165766,29.218500130809844,0.12815510631800495
16,158,7,2,16,40,True,115.70250208023936,63.257498550228775,1.8290717263877787
16,159,5,2,16,200,True,36.54700005427003,39.28149992134422,0.9303870811310757
16,160,4,2,16,200,True,41.902000084519386,31.513000139966607,1.3296734648687685
16,161,5,2,16,40,True,59.50249906163663,64.25250030588359,0.9260728964377437
16,162,7,2,16,40,True,53.06749953888357,72.61499995365739,0.7308063013530406
16,163,7,2,16,200,True,29.644000460393727,44.485999969765544,0.6663669577067161
16,164,5,2,16,40,True,67.5449991831556,52.52000119071454,1.2860814480540692
16,165,6,2,16,200,True,60.48649956937879,48.15800057258457,1.256001055903733
16,166,9,2,16,40,True,71.03749958332628,71.12750026863068,0.9987346569897088
16,167,5,2,16,40,True,62.960002105683095,53.499999921768904,1.1768224709859292
16,168,5,2,16,40,True,29.024999821558595,31.09250101260841,0.9335048283760957
16,169,5,2,16,200,True,57.684999774210155,66.53450021985918,0.8669938089802073
16,170,6,2,16,200,True,44.21600024215877,48.47799951676279,0.9120838459282895
16,171,6,2,16,200,True,31.077000312507156,35.88699968531728,0.8659681941932283
16,172,8,2,16,40,True,69.98750031925738,57.35500017181039,1.2202510698213855
16,173,4,2,16,40,True,39.2299989471212,39.08500075340271,1.003709816833146
16,174,4,2,16,200,True,28.395000263117254,35.97849979996681,0.7892213522239037
16,175,4,2,16,200,True,27.222000062465668,25.501000345684588,1.0674875374868311
16,176,5,2,16,200,True,39.2180000199005,29.69949971884489,1.32049362417428
16,177,2,2,16,200,True,22.890500258654356,24.779000086709857,0.923786277838209
16,178,5,2,16,40,True,41.775000863708556,36.197499139234424,1.1540852781851076
16,179,6,2,16,200,True,30.200500041246414,29.22500018030405,1.0333789514088625
16,180,7,2,16,200,True,69.55399992875755,67.06900021526963,1.0370513904413645
16,181,8,2,16,200,True,32.1875000372529,22.59400032926351,1.4246038580234948
16,182,5,2,16,200,True,33.838500385172665,35.51200032234192,0.9528750866755205
16,183,3,2,16,200,True,29.747000080533326,28.572999872267246,1.041087747646881
16,184,3,2,16,200,True,33.019499969668686,31.25649993307888,1.0564042692036677
16,185,8,2,16,200,True,48.54350001551211,39.988000062294304,1.2139516840024465
16,186,6,2,16,200,True,57.38799984101206,55.731500033289194,1.0297228642102476
