n_vars,trial,expr_style,partial_output_mode,partial_reference_arrays_available_count,partial_reference_source,partial_correctness_reference,partial_context_count,partial_fixed_var_count_median,partial_fixed_var_fraction_median,partial_context_style,partial_unique_contexts,partial_repeated_contexts,partial_remaining_var_count_median,partial_context_overlap_ratio,partial_bitset_baseline_kind,partial_bitset_full_recompute_total_s,partial_bitset_full_recompute_per_context_median_s,partial_bitset_ok_rate,partial_bitset_restricted_total_s,partial_bitset_restricted_per_context_median_s,partial_bitset_restricted_ok_rate,partial_cm_no_cache_total_s,partial_cm_no_cache_compile_total_s,partial_cm_no_cache_eval_total_s,partial_cm_no_cache_per_context_median_s,partial_cm_no_cache_live_vars_median,partial_cm_no_cache_live_vars_max,partial_cm_no_cache_ok_rate,partial_cm_cache_compile_once_s,partial_cm_cache_eval_contexts_total_s,partial_cm_cache_total_s,partial_cm_cache_per_context_median_s,partial_cm_cache_live_vars_median,partial_cm_cache_live_vars_max,partial_cm_cache_persistent_hits_total,partial_cm_cache_persistent_misses_total,partial_cm_cache_ok_rate,partial_robdd_backend,partial_robdd_build_once_s,partial_robdd_restrict_contexts_total_s,partial_robdd_total_s,partial_robdd_restrict_per_context_median_s,partial_robdd_nodes_base,partial_robdd_restricted_nodes_median,partial_robdd_ok_rate,partial_robdd_status,partial_robdd_error,partial_robdd_extract_total_s,partial_robdd_build_restrict_extract_total_s,speedup_cm_cache_vs_cm_no_cache,ratio_cm_cache_over_bitset_full_recompute,ratio_cm_cache_over_bitset_restricted,ratio_cm_cache_over_robdd_restrict,expr_depth_actual,expr_node_count,expr_leaf_count,expr_op_count,expr_unique_var_count,expr_vars_used,expr_vars_used_count,expr_vars_used_list,expr_uses_all_vars,expr_const_count,expr_not_count,expr_and_count,expr_or_count,expr_xor_count,expr_imp_count,expr_eqv_count,expr_simplified_const_if_available,expr_structural_hash_if_available,tt_true_count,tt_false_count,tt_density,tt_is_constant,tt_is_balancedish,expr_regeneration_attempts,expr_filter_reason
8,0,mixed_no_constants,remaining-vars,4,eval_expr_tt,eval_expr_tt,4,4.0,0.5,random_fixed,4,0,4.0,0.2222222222222222,raw_ast_recursive,0.00010190007742494345,1.9199971575289965e-05,1.0,0.0014949999749660492,3.5150034818798304e-05,1.0,0.004269600030966103,0.0035468002315610647,0.0004016000311821699,0.0009738500812090933,4.0,4.0,1.0,0.0016006999649107456,0.0003521000035107136,0.002271299948915839,8.03999719209969e-05,4.0,4.0,8,24,1.0,auto,,,,,,,,disabled,,,,1.8798045731494484,22.289482072168305,1.5192642053170733,,6,32,16,16,8,x0;x1;x2;x3;x4;x5;x6;x7,8,x0;x1;x2;x3;x4;x5;x6;x7,True,0,1,3,3,5,2,2,False,f06ef7ee67dd637120e53ce80c43b6b9,118,138,0.4609375,False,True,0,
8,1,mixed_no_constants,remaining-vars,4,eval_expr_tt,eval_expr_tt,4,4.0,0.5,random_fixed,4,0,4.0,0.35873015873015873,raw_ast_recursive,9.96000599116087e-05,2.370000584051013e-05,1.0,0.0003101000329479575,2.6850029826164246e-05,1.0,0.0031528000254184008,0.00258540001232177,0.00032459991052746773,0.0006642999942414463,4.0,4.0,1.0,0.0013466000091284513,0.0002778999041765928,0.0018724000547081232,6.809993647038937e-05,4.0,4.0,8,25,1.0,auto,,,,,,,,disabled,,,,1.6838282062055758,18.79918602829966,6.0380517760936785,,6,34,16,18,8,x0;x1;x2;x3;x4;x5;x6;x7,8,x0;x1;x2;x3;x4;x5;x6;x7,True,0,3,3,2,4,3,3,False,13638589e23f7c8994a651d95daff08f,122,134,0.4765625,False,True,0,
12,0,mixed_no_constants,remaining-vars,4,eval_expr_tt,eval_expr_tt,4,4.0,0.3333333333333333,random_fixed,4,0,8.0,0.14285714285714285,raw_ast_recursive,0.00018530001398175955,3.980001201853156e-05,1.0,0.0007372000254690647,3.3999967854470015e-05,1.0,0.004600900108925998,0.0038877000333741307,0.0003712000325322151,0.00106969999615103,8.0,8.0,1.0,0.001235299976542592,0.0005713000427931547,0.002182499971240759,0.00013245001900941133,8.0,8.0,4,27,1.0,auto,,,,,,,,disabled,,,,2.1080871338158005,11.778196473614937,2.9605261744966445,,5,31,16,15,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,0,3,5,3,4,0,False,7d608993ae0f5dcb5bfefd2d1b052de9,1936,2160,0.47265625,False,True,0,
12,1,mixed_no_constants,remaining-vars,4,eval_expr_tt,eval_expr_tt,4,4.0,0.3333333333333333,random_fixed,4,0,8.0,0.15873015873015872,raw_ast_recursive,0.00020220002625137568,4.665000597015023e-05,1.0,0.0008926999289542437,4.245003219693899e-05,1.0,0.0033087999327108264,0.0027376998914405704,0.00030700000934302807,0.0007458000327460468,8.0,8.0,1.0,0.0010327999480068684,0.00040989997796714306,0.0017395999748259783,0.0001041499781422317,8.0,8.0,4,27,1.0,auto,,,,,,,,disabled,,,,1.9020464363031642,8.603361765459429,1.9486950972023023,,5,31,16,15,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,12,x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11,True,0,0,4,2,4,4,1,False,ddc8284622b6e3a72ed7004ff50cc053,3376,720,0.82421875,False,False,0,
