trial,ambient_n,live_k,fixed_count,program_slots,program_ops,full_raw_us,bind_hit_us,prebound_eval_us,prekey_lookup_us,key_sort_hash_us,cm_wrapper_us,full_minus_prebound_us
18,32,0,32,11,7,11.372333004449805,8.341333207984766,2.3480000284810862,1.3923334578673046,7.681666562954585,4.197333473712206,9.024332975968719
19,24,2,22,4,2,6.9143332075327635,3.6096666008234024,0.6339997829248507,0.8223333861678839,3.25433366621534,4.636667047937711,6.280333424607913
19,32,2,30,4,2,6.838666352753838,7.162333155671756,0.9019998833537102,1.0566665635754664,6.110666630168756,5.881000154962143,5.936666469400127
20,24,5,19,14,7,9.213999922697742,4.023333312943578,3.9850000757724047,0.9326667835315069,3.5023332263032594,11.201666590447227,5.228999846925337
20,32,5,27,14,7,10.448000005756816,6.224333386247357,2.6376665725062294,0.8706666994839907,5.007000096763174,7.550000057866177,7.8103334332505865
21,24,4,20,10,5,6.53466636625429,4.447666772951682,2.565333464493354,0.9063332496831814,3.4469998596856994,7.81133344086508,3.969332901760936
21,32,4,28,10,5,9.21433325856924,7.163666887208819,2.4943333119153976,1.0169999829183023,6.429000059142709,7.623666897416115,6.719999946653843
22,24,7,17,17,9,7.564666836212078,3.7326663732528687,3.0046666506677866,0.4826664614180724,2.5969999842345715,7.838666594276825,4.5600001855442915
22,32,7,25,17,9,8.911999951427182,3.583000119154652,3.3549999352544546,1.0033336002379656,4.469333604599039,9.691666734094422,5.5570000161727275
23,24,2,22,4,2,5.446666618809104,4.655999752382437,0.902333219225208,0.9873334784060716,3.0626667042573295,5.6409998796880245,4.544333399583896
23,32,2,30,4,2,8.397999918088317,4.865000179658334,0.5116666822383801,0.6949998593578736,5.387999893476565,6.807333556935191,7.8863332358499365
24,24,5,19,12,7,6.527666701003909,2.8626667335629463,2.27433357698222,0.6630000037451586,2.277333211774627,7.543666676307718,4.2533331240216885
24,32,5,27,12,7,9.556666870291034,4.708666820079088,3.1243334524333477,0.8196666991959015,5.156666738912463,7.792333296189705,6.432333417857686
25,24,5,19,10,5,7.169333208973209,3.6190000052253404,2.6086667397369943,0.7650000043213367,2.6263331528753042,6.678000014896194,4.5606664692362155
25,32,5,27,10,5,10.633333586156368,5.14966668561101,1.5589998414119084,0.7193333779772123,3.8033331899593277,8.157666694993774,9.07433374474446
