n,depth,trial,live_k,declined,ok,cm_us,bitset_us,ratio,output_k
24,4,142,6,False,True,3.9595598354935646,3.6817090585827827,1.0754678798595063,6
24,4,143,4,False,True,2.5927601382136345,2.7236086316406727,0.9519576741287472,4
24,4,144,1,False,True,1.8959539011120796,2.9777060262858868,0.6367162790333994,1
24,4,145,10,False,True,4.556358326226473,3.898062277585268,1.1688777658649927,10
24,4,146,6,False,True,3.8584601134061813,3.5337661392986774,1.091883265985435,6
24,4,147,3,False,True,2.906408626586199,3.6463094875216484,0.7970822653788636,3
24,4,148,9,False,True,4.21120785176754,3.803810104727745,1.1071025460848956,9
24,4,149,7,False,True,3.8505648262798786,3.612060099840164,1.0660301101995142,7
24,4,150,7,False,True,3.9561581797897816,3.634258173406124,1.0885737861826046,7
24,4,151,6,False,True,3.318211529403925,3.210604190826416,1.0335162269098672,6
24,4,152,3,False,True,2.7408101595938206,2.8510065749287605,0.96134824230011,3
24,4,153,6,False,True,2.928003668785095,2.9547582380473614,0.9909452594402625,6
24,4,154,7,False,True,3.919959999620914,3.602157812565565,1.0882255035986335,7
24,4,155,9,False,True,4.359709564596415,4.0536606684327126,1.0754993871457996,9
24,4,156,8,False,True,3.7050596438348293,3.2730563543736935,1.1319877333868273,8
24,4,157,6,False,True,3.55530995875597,3.4750602208077908,1.0230930495729726,6
24,4,158,2,False,True,2.4129566736519337,2.6960554532706738,0.894995194080558,2
24,4,159,4,False,True,3.4432602114975452,3.6656088195741177,0.9393419704554274,4
24,4,160,8,False,True,4.212060011923313,3.8704602047801018,1.0882581887087557,8
24,4,161,5,False,True,3.3258600160479546,3.499558661133051,0.950365556944584,5
24,4,162,1,False,True,1.901604700833559,2.689058892428875,0.7071636497763524,1
24,4,163,5,False,True,3.2815546728670597,3.4246104769408703,0.9582271312205997,5
24,4,164,11,False,True,5.707766395062208,5.132064688950777,1.1121774063664678,11
24,4,165,5,False,True,3.3363117836415768,3.4718099050223827,0.9609719065595176,5
24,4,166,7,False,True,4.072810988873243,3.5546114668250084,1.145782324421266,7
24,4,167,8,False,True,3.827358596026898,3.8694101385772233,0.9891323118913965,8
24,4,168,8,False,True,4.159561358392239,3.677608910948038,1.1310504893572164,8
24,4,169,9,False,True,4.149915184825659,3.4750602208077908,1.1941995019185583,9
24,4,170,8,False,True,3.824660088866949,3.425010945647955,1.116685508327153,8
24,4,171,8,False,True,3.803758881986141,3.4000608138740063,1.1187326022125363,8
24,4,172,7,False,True,3.1451531685888767,3.0089612118899822,1.045262117757028,7
24,4,173,7,False,True,4.024514928460121,3.7951092235744,1.060447721362195,7
24,4,174,7,False,True,3.7503638304769993,3.9840606041252613,0.941342063570448,7
24,4,175,9,False,True,4.254358354955912,3.768459428101778,1.128938346325487,9
24,4,176,4,False,True,2.8574559837579727,3.189260605722666,0.8959618974475407,4
