n,depth,trial,live_k,declined,ok,cm_us,bitset_us,ratio,output_k
26,4,15,8,False,True,3.9659091271460056,3.82446451112628,1.0369841622554556,8
26,4,16,3,False,True,2.7904543094336987,3.039306029677391,0.9181221904560539,3
26,4,17,11,False,True,5.409813020378351,4.872763529419899,1.1102145605293487,11
26,4,18,8,False,True,3.68576031178236,3.616109024733305,1.019261390232611,8
26,4,19,8,False,True,4.257061518728733,4.338114522397518,0.9813160756244881,8
26,4,20,2,False,True,2.4318601936101913,3.117653541266918,0.7800290062448563,2
26,4,21,9,False,True,4.705509636551142,4.452611319720745,1.056797752750235,9
26,4,22,5,False,True,3.139509353786707,3.4795119427144527,0.9022844023744027,5
26,4,23,6,False,True,3.357154782861471,3.4752092324197292,0.9660295419173772,6
26,4,24,6,False,True,3.3414107747375965,3.205758985131979,1.042315030616699,6
26,4,25,5,False,True,3.5633589141070843,3.5271095111966133,1.0102773681382444,5
26,4,26,6,False,True,3.50691145285964,3.2901111990213394,1.0658945065147918,6
26,4,27,4,False,True,2.707359381020069,3.059161826968193,0.8850003805464647,4
26,4,28,6,False,True,2.94411089271307,2.9026088304817677,1.0142981933340338,6
26,4,29,11,False,True,4.8677087761461735,4.303460009396076,1.1311151411929308,11
26,4,30,6,False,True,3.7191598676145077,4.069616552442312,0.9138845932259922,6
26,4,31,3,False,True,3.198410850018263,3.334260545670986,0.9592564246878958,3
26,4,32,7,False,True,3.2842601649463177,3.17651079967618,1.0339206670668717,7
26,4,33,5,False,True,3.108356613665819,3.2104109413921833,0.9682114440831961,5
26,4,34,1,False,True,1.904102973639965,2.806305419653654,0.6785088181438796,1
26,4,35,4,False,True,3.0381581746041775,3.08135524392128,0.9859811459901227,4
26,4,36,8,False,True,4.326410125941038,4.133314359933138,1.0467169320291,8
26,4,37,4,False,True,2.6954105123877525,2.901360858231783,0.9290159494432741,4
26,4,38,6,False,True,2.8957542963325977,3.054160624742508,0.948134250986467,6
26,4,39,4,False,True,3.1425058841705322,3.330560866743326,0.9435365423131639,4
26,4,40,9,False,True,4.805813077837229,4.4106668792665005,1.0895887650069918,9
26,4,41,5,False,True,3.1190598383545876,3.2268045470118523,0.9666094716653847,5
26,4,42,8,False,True,3.9891595952212815,3.6731106229126453,1.086043956949497,8
26,4,43,6,False,True,3.328209277242422,3.262811806052923,1.0200432863054432,6
26,4,44,9,False,True,3.873161040246486,3.6501139402389526,1.061106886979241,9
26,4,45,9,False,True,4.284759052097797,4.1859084740281105,1.0236150834837923,9
26,4,46,3,False,True,2.4450616911053658,2.9555056244134903,0.8272904882698641,3
26,4,47,6,False,True,3.7246104329824448,3.5951100289821625,1.0360212630368217,6
26,4,48,6,False,True,3.500562161207199,3.4212088212370872,1.023194532727008,6
26,4,49,3,False,True,2.67980620265007,2.8547109104692936,0.9387312014054444,3
26,4,50,1,False,True,1.9335607066750526,2.8170039877295494,0.6863890555701574,1
26,4,51,6,False,True,3.7010107189416885,3.7780660204589367,0.9796045645841075,6
26,4,52,8,False,True,3.620560746639967,3.5686581395566463,1.0145440120778195,8
26,4,53,3,False,True,2.827008720487356,3.347359597682953,0.8445488564910133,3
26,4,54,2,False,True,2.3946608416736126,3.042409662157297,0.7870934908797318,2
26,4,55,4,False,True,3.1272554770112038,3.3840094693005085,0.9241272831478284,4
26,4,56,3,False,True,3.021359443664551,3.1934608705341816,0.9461081773515381,3
26,4,57,9,False,True,4.689863417297602,4.415165167301893,1.0622169816046942,9
26,4,58,1,False,True,2.1150056272745132,3.367059398442507,0.6281462181073629,1
26,4,59,6,False,True,3.698510117828846,3.5091605968773365,1.053958636467081,6
26,4,60,4,False,True,3.177959006279707,3.4066103398799896,0.9328801034495957,4
26,4,61,4,False,True,3.0211545526981354,3.1221541576087475,0.9676506668754731,4
26,4,62,6,False,True,3.2200105488300323,3.137309104204178,1.0263606300428063,6
26,4,63,7,False,True,3.0396063812077045,3.1185103580355644,0.9746981835014447,7
26,4,64,3,False,True,2.655757125467062,2.8845109045505524,0.9206958175396001,3
26,4,65,5,False,True,3.0551617965102196,3.292560577392578,0.9278984318428675,5
26,4,66,5,False,True,3.0759605579078197,3.4893094561994076,0.8815384810432343,5
26,4,67,8,False,True,3.8904137909412384,3.762010019272566,1.0341316931669153,8
26,4,68,7,False,True,3.575559239834547,3.5954592749476433,0.9944652313956787,7
26,4,69,3,False,True,3.0968082137405872,4.35246154665947,0.7115073115619824,3
26,4,70,1,False,True,1.9618053920567033,2.847905270755291,0.6888590755465733,1
26,4,71,7,False,True,3.900616429746151,3.8169091567397118,1.0219306432427486,7
26,4,72,2,False,True,2.6306603103876114,3.303105477243662,0.7964203167326086,2
26,4,73,8,False,True,4.04376070946455,4.198914393782616,0.9630490956072352,8
26,4,74,6,False,True,3.3395597711205482,3.7483591586351395,0.8909391095640248,6
26,4,75,10,False,True,4.433365538716316,3.937410656362772,1.1259596535992737,10
26,4,76,5,False,True,3.5203108564019203,3.5266601480543613,0.9981996304191818,5
26,4,77,3,False,True,2.903505228459835,3.1680590473115444,0.9164934065619095,3
26,4,78,5,False,True,3.5672099329531193,3.6823656409978867,0.9687277909714688,5
26,4,79,7,False,True,3.5492144525051117,3.494909033179283,1.0155384357104218,7
26,4,80,7,False,True,4.132864996790886,3.973913844674826,1.039998640717654,7
26,4,81,6,False,True,3.562860656529665,3.4488108940422535,1.03306930011281,6
26,4,82,10,False,True,4.523813258856535,4.3647107668221,1.036452012638234,10
26,4,83,6,False,True,3.3312104642391205,3.3077597618103027,1.007089602666907,6
26,4,84,5,False,True,3.496459685266018,3.624365199357271,0.9647095402764778,5
26,4,85,7,False,True,3.5711145028471947,3.363208379596472,1.0618177941372957,7
26,4,86,4,False,True,2.914508804678917,3.159209154546261,0.9225437956473355,4
26,4,87,8,False,True,3.2574101351201534,3.179160412400961,1.024613329485975,8
26,4,88,4,False,True,2.9785046353936195,3.1745596788823605,0.9382418151427652,4
26,4,89,7,False,True,3.323459532111883,3.3096596598625183,1.0041695744177932,7
26,4,90,4,False,True,2.989459317177534,3.1825597397983074,0.939325436626993,4
26,4,91,13,False,True,12.27368600666523,11.95588381960988,1.026581237476906,13
26,4,92,7,False,True,3.4327595494687557,3.420610446482897,1.0035517353337766,7
26,4,93,5,False,True,3.094805870205164,3.158759791404009,0.9797534711652074,5
26,4,94,2,False,True,2.432356122881174,3.1565106473863125,0.7705838486226047,2
26,4,95,9,False,True,4.297010600566864,4.135358612984419,1.0390901981450609,9
26,4,96,3,False,True,3.0475552193820477,3.294560592621565,0.9250263073647194,3
26,4,97,4,False,True,3.0336109921336174,3.533358685672283,0.8585629883642623,4
26,4,98,7,False,True,3.803260624408722,3.7986156530678272,1.0012228063497668,7
26,4,99,2,False,True,2.586003392934799,3.011107910424471,0.8588212278882608,2
26,4,100,8,False,True,4.773610271513462,4.341164603829384,1.0996151280010469,8
26,4,101,8,False,True,3.8997596129775047,3.856760449707508,1.0111490365633826,8
26,4,102,6,False,True,3.523058257997036,4.1128601878881454,0.8565956772301665,6
26,4,103,7,False,True,3.6186096258461475,3.757658414542675,0.9629958944223379,7
26,4,104,6,False,True,3.7558632902801037,3.8219592534005637,0.9827062617002911,6
26,4,105,9,False,True,4.593564663082361,4.294614773243666,1.0696104087615064,9
26,4,106,8,False,True,3.4592580050230026,3.495409619063139,0.9896574027138411,8
26,4,107,2,False,True,2.444011624902487,3.3037597313523293,0.7397667577666366,2
26,4,108,6,False,True,3.1141098588705063,3.1152600422501564,0.9996307905715571,6
26,4,109,6,False,True,3.540909383445978,3.983010537922383,0.8890032676873073,6
26,4,110,8,False,True,3.4003611654043198,3.524911589920521,0.9646656600204235,8
26,4,111,9,False,True,4.385814536362886,3.953510895371437,1.1093467685892981,9
26,4,112,5,False,True,3.530159592628479,3.549358807504177,0.9945907934596225,5
26,4,113,8,False,True,3.5952613689005375,3.56926117092371,1.0072844761791693,8
26,4,114,5,False,True,2.6991101913154125,4.24941536039114,0.6351721266115467,5
26,4,115,8,False,True,3.8225087337195873,3.8425112143158913,0.9947944249266517,8
26,4,116,6,False,True,2.967061009258032,3.3429614268243313,0.8875546649895424,6
26,4,117,7,False,True,4.207461606711149,3.958810120820999,1.0628096519664811,7
26,4,118,8,False,True,3.9343605749309063,3.6289100535213947,1.0841714225220629,8
26,4,119,5,False,True,3.466058988124132,3.648612182587385,0.9499664022023309,5
26,4,120,7,False,True,4.14346344769001,4.031409043818712,1.027795344668165,7
26,4,121,4,False,True,2.8665107674896717,3.046661149710417,0.9408695705336748,4
26,4,122,3,False,True,2.6496034115552902,3.275410272181034,0.8089378707941125,3
26,4,123,7,False,True,3.4531555138528347,3.2163108699023724,1.073638604454193,7
26,4,124,7,False,True,3.5856105387210846,3.819060511887074,0.938872407902582,7
26,4,125,8,False,True,3.871766384691,3.619859926402569,1.0695901121618197,8
26,4,126,6,False,True,3.489705268293619,3.4317607060074806,1.0168847910009295,6
26,4,127,7,False,True,3.96170886233449,3.789965994656086,1.0453151473972495,7
26,4,128,8,False,True,4.097709897905588,4.035059828311205,1.0155264289155792,8
26,4,129,7,False,True,3.892760723829269,3.8348603993654247,1.0150984177868445,7
26,4,130,5,False,True,3.1270552426576614,3.508410882204771,0.8913024579072516,5
26,4,131,6,False,True,3.8124597631394863,3.6901095882058144,1.0331562442819375,6
26,4,132,6,False,True,4.023308865725994,3.9729150012135506,1.0126843550634863,6
26,4,133,5,False,True,3.6746589466929436,3.7998612970113754,0.9670508104027628,5
26,4,134,5,False,True,3.1627598218619823,3.5309093073010445,0.895735219061611,5
26,4,135,5,False,True,3.510511014610529,3.781360574066639,0.9283724590260837,5
26,4,136,9,False,True,4.734115209430456,4.538961220532656,1.0429952976938848,9
26,4,137,4,False,True,3.725457936525345,4.184360150247812,0.8903291788362697,4
26,4,138,5,False,True,3.055259585380554,3.330511972308159,0.9173543319416908,5
26,4,139,5,False,True,3.1502102501690388,3.210760187357664,0.9811415572464615,5
26,4,140,8,False,True,4.526609554886818,4.785966593772173,0.9458088488910792,8
26,4,141,7,False,True,3.4466595388948917,3.8482085801661015,0.8956529946581332,7
26,4,142,7,False,True,3.550909459590912,3.3958605490624905,1.0456582089542006,7
26,4,143,8,False,True,3.8372585549950604,3.798010293394327,1.0103339007977403,8
26,4,144,9,False,True,4.062766674906015,3.8954103365540504,1.0429624414099623,9
26,4,145,8,False,True,3.9746589027345176,3.7912605330348015,1.0483739822419724,8
26,4,146,4,False,True,3.013105597347021,3.3866101875901222,0.8897113722707829,4
26,4,147,4,False,True,2.7058087289333344,3.29471193253994,0.8212580596833509,4
26,4,148,5,False,True,3.3167609944939613,3.447560593485832,0.9620602465293817,5
26,4,149,6,False,True,3.5910122096538544,4.3297093361616135,0.8293887489540739,6
26,4,150,6,False,True,3.456061240285635,4.203158896416426,0.8222532922160618,6
26,4,151,7,False,True,4.162064287811518,4.2031146585941315,0.9902333450031686,7
26,4,152,4,False,True,2.8533581644296646,3.7814094685018063,0.7545752947934953,4
26,4,153,4,False,True,3.0624610371887684,3.3719604834914207,0.9082137979321193,4
26,4,154,11,False,True,5.694814026355743,5.0819129683077335,1.120604398751068,11
26,4,155,5,False,True,3.135360311716795,3.285459242761135,0.9543141704237988,5
26,4,156,5,False,True,3.5149604082107544,3.6727101542055607,0.9570481362886288,5
26,4,157,6,False,True,3.888609353452921,3.8209604099392895,1.017704696268943,6
26,4,158,8,False,True,4.001359920948744,3.6517088301479816,1.0957499918706808,8
26,4,159,9,False,True,4.738564603030682,4.416259471327066,1.072981475340434,9
26,4,160,8,False,True,4.089109133929014,4.045511595904827,1.0107767675337576,8
26,4,161,8,False,True,3.7836097180843353,3.619510680437088,1.0453373541717055,8
26,4,162,2,False,True,2.4963566102087498,3.1799613498151302,0.785027343289527,2
26,4,163,7,False,True,3.8073118776082993,4.0150596760213375,0.9482578553803955,7
26,4,164,9,False,True,4.645613953471184,4.63416101410985,1.0024714159319157,9
26,4,165,5,False,True,3.0945101752877235,3.7705618888139725,0.8207026609132517,5
26,4,166,8,False,True,4.509217105805874,4.169011954218149,1.0816033044096958,8
26,4,167,7,False,True,3.8429605774581432,3.719658125191927,1.0331488669432098,7
26,4,168,5,False,True,3.4212088212370872,3.53165902197361,0.968725689527411,5
26,4,169,4,False,True,3.072910476475954,3.323161508888006,0.9246948931784568,4
26,4,170,6,False,True,2.821902744472027,3.407909534871578,0.828045086172854,6
26,4,171,6,False,True,3.784459549933672,3.706510178744793,1.021030394476153,6
26,4,172,8,False,True,4.482809454202652,4.0544080547988415,1.1056631186633397,8
26,4,173,9,False,True,4.382964689284563,4.127714782953262,1.0618380677331287,9
26,4,174,4,False,True,3.2302062027156353,3.3669103868305683,0.9593977360818269,4
26,4,175,7,False,True,4.199158865958452,4.172460176050663,1.0063987884320709,7
26,4,176,7,False,True,3.7735095247626305,3.7415605038404465,1.008538956109193,7
26,4,177,8,False,True,4.288810305297375,3.90445813536644,1.09843931132197,8
26,4,178,7,False,True,4.192560445517302,4.235715605318546,0.9898116011974323,7
26,4,179,7,False,True,4.023509100079536,3.7687085568904877,1.067609511147575,7
26,4,180,6,False,True,3.122610505670309,3.1836098060011864,0.980839580209895,6
26,4,181,4,False,True,3.465211484581232,3.5412097349762917,0.9785389016514808,4
26,4,182,9,False,True,4.053111188113689,4.030759446322918,1.005545292912769,9
26,4,183,4,False,True,2.6462599635124207,3.243556711822748,0.8158513010938937,4
26,4,184,3,False,True,2.4557532742619514,3.12580494210124,0.7856386817953956,3
26,4,185,8,False,True,3.4541613422334194,3.35165997967124,1.030582267647637,8
26,4,186,5,False,True,3.0797114595770836,3.0722119845449924,1.0024410669152448,5
26,4,187,7,False,True,3.968060482293367,3.8132607005536556,1.0405951215759353,7
26,4,188,4,False,True,3.204310778528452,3.487460780888796,0.9188091221234661,4
26,4,189,8,False,True,3.799509722739458,3.595259040594101,1.0568111170402914,8
26,4,190,7,False,True,3.524511121213436,3.376910462975502,1.04370878643548,7
26,4,191,5,False,True,3.498760052025318,3.627510741353035,0.964507151457891,5
26,4,192,9,False,True,4.4031161814928055,4.307560157030821,1.0221833290722633,9
26,4,193,5,False,True,3.336905501782894,3.8165086880326267,0.8743345750125979,5
26,4,194,10,False,True,5.609763320535421,5.137310363352299,1.091965040802952,10
26,4,195,10,False,True,4.838365130126476,4.482713993638754,1.0793383510508172,10
26,4,196,10,False,True,3.689758013933897,3.7531601265072823,0.9831070057135058,10
26,4,197,3,False,True,2.834005281329155,3.2647582702338696,0.8680597602486944,3
26,4,198,10,False,True,4.412364214658737,4.120708908885717,1.070777944334798,10
26,4,199,4,False,True,3.1130597926676273,3.2951077446341515,0.9447520487720087,4
26,4,200,10,False,True,5.763715598732233,5.518069956451654,1.0445165871797935,10
26,4,201,5,False,True,3.261605743318796,3.458710853010416,0.9430119723595679,5
26,4,202,8,False,True,4.152911715209484,3.9348588325083256,1.0554156812182658,8
26,4,203,5,False,True,3.6727101542055607,3.800364211201668,0.9664100465371599,5
26,4,204,10,False,True,4.7158170491456985,4.190260078758001,1.1254234726507653,10
26,4,205,12,False,True,5.7943654246628284,5.648764781653881,1.025775660456217,12
26,4,206,8,False,True,4.2079598642885685,4.101658705621958,1.025916626978473,8
26,4,207,4,False,True,2.816859632730484,2.9059103690087795,0.9693553052330822,4
26,4,208,2,False,True,2.4659582413733006,3.1845620833337307,0.7743476738226545,2
26,4,209,6,False,True,3.2533612102270126,3.2303528860211372,1.0071225420310705,6
26,4,210,8,False,True,4.099258221685886,4.400114994496107,0.9316252477068104,8
26,4,211,8,False,True,4.109709989279509,3.7951115518808365,1.0828957022996488,8
26,4,212,5,False,True,3.4716096706688404,3.6346097476780415,0.9551533484128982,5
26,4,213,8,False,True,4.258910194039345,3.925615455955267,1.0849025437727122,8
26,4,214,8,False,True,3.814816009253263,4.02471050620079,0.9478485479578849,8
26,4,215,10,False,True,5.45816496014595,4.8415642231702805,1.1273556868304675,10
26,4,216,5,False,True,3.4720590338110924,3.4334580413997173,1.0112425991364784,5
26,4,217,9,False,True,4.291059449315071,4.120110534131527,1.0414913419840028,9
26,4,218,4,False,True,2.8546107932925224,4.131810273975134,0.6908862227466599,4
26,4,219,9,False,True,3.7648086436092854,3.7038116715848446,1.0164687023620562,9
26,4,220,5,False,True,3.5389093682169914,3.6119110882282257,0.9797886165445329,5
26,4,221,7,False,True,3.619808703660965,3.6233593709766865,0.9990200620605942,7
26,4,222,8,False,True,4.463763907551765,4.122264217585325,1.0828427465929096,8
26,4,223,9,False,True,3.7696585059165955,3.7753605283796787,0.9984896747157733,9
26,4,224,4,False,True,3.25086060911417,3.6929105408489704,0.8802976874622106,4
26,4,225,3,False,True,2.400756347924471,3.075853455811739,0.7805171417995578,3
26,4,226,4,False,True,3.1938101164996624,3.4877611324191093,0.9157192810060468,4
26,4,227,5,False,True,3.3269613049924374,3.465409390628338,0.9600485628017539,5
26,4,228,7,False,True,3.7681101821362972,3.63906379789114,1.0354614239849107,7
26,4,229,8,False,True,4.024014342576265,3.7790602073073387,1.0648187966932292,8
26,4,230,7,False,True,4.038210026919842,4.055814351886511,0.9956594845228849,7
26,4,231,7,False,True,3.551458939909935,3.668565768748522,0.9680783073766356,7
26,4,232,3,False,True,2.799704670906067,3.4932116977870464,0.8014700834420322,3
26,4,233,8,False,True,4.080859944224358,3.7792581133544445,1.0798045070814741,8
26,4,234,3,False,True,2.7733109891414642,3.679462242871523,0.7537272585183858,3
26,4,235,7,False,True,3.3204606734216213,3.6164093762636185,0.9181650438181963,7
26,4,236,7,False,True,3.9616134017705917,3.8518104702234273,1.0285068365632215,7
26,4,237,8,False,True,3.8467603735625744,3.5506603308022022,1.0833929509369526,8
26,4,238,6,False,True,3.7777586840093136,3.720864187926054,1.0152906672239954,6
26,4,239,8,False,True,4.857366438955069,4.470308776944876,1.0865840999633851,8
26,4,240,9,False,True,4.62731346487999,4.15286049246788,1.1142472696284003,9
26,4,241,7,False,True,3.907410427927971,3.7602102383971214,1.0391467977050126,7
26,4,242,7,False,True,3.522811457514763,3.3905101008713245,1.039021077273723,7
26,4,243,2,False,True,2.4368055164813995,3.128359094262123,0.7789404742412289,2
26,4,244,4,False,True,2.68296105787158,2.9940111562609673,0.8961092386917362,4
26,4,245,6,False,True,3.1350087374448776,3.3690594136714935,0.9305293711126469,6
26,4,246,2,False,True,2.2023054771125317,3.0224607326090336,0.7286465141968836,2
26,4,247,6,False,True,3.3871550112962723,3.9404653944075103,0.8595824787862567,6
26,4,248,6,False,True,3.753660712391138,4.615813959389925,0.8132175051715607,6
26,4,249,3,False,True,2.7651037089526653,3.0234106816351414,0.914564377822871,3
26,4,250,3,False,True,2.8258096426725388,3.1686085276305676,0.8918140622393742,3
26,4,251,4,False,True,2.477755770087242,4.339159931987524,0.5710219970971022,4
26,4,252,4,False,True,3.030160441994667,3.270111046731472,0.9266231019962947,4
26,4,253,4,False,True,2.8537120670080185,3.603510558605194,0.7919255461020769,4
26,4,254,6,False,True,4.194965586066246,4.684412851929665,0.8955157708480372,6
26,4,255,4,False,True,3.4246593713760376,3.5596592351794243,0.9620750597503241,4
26,4,256,7,False,True,3.5249092616140842,3.5444600507616997,0.9944841276618666,7
26,4,257,5,False,True,3.28446039929986,3.425858449190855,0.9587262427832092,5
26,4,258,6,False,True,3.5447091795504093,3.7381611764431,0.9482494232426965,6
26,4,259,5,False,True,3.2865582033991814,3.383760340511799,0.9712739297908092,5
26,4,260,5,False,True,2.745960373431444,3.3607101067900658,0.8170774289289143,5
26,4,261,8,False,True,3.8249162025749683,3.6527588963508606,1.0471307609150153,8
26,4,262,7,False,True,3.8360129110515118,3.898609429597855,0.9839438857170157,7
26,4,263,6,False,True,3.7910090759396553,3.9476668462157245,0.960316364987526,6
26,4,264,5,False,True,3.3167097717523575,3.6171614192426205,0.9169371745778564,5
26,4,265,4,False,True,2.666108775883913,3.234362229704857,0.8243074172082456,4
26,4,266,6,False,True,3.2531097531318665,3.12350457534194,1.0414935130279865,6
26,4,267,7,False,True,3.7927133962512016,3.636560868471861,1.0429396161447886,7
26,4,268,7,False,True,3.672258462756872,3.9678113535046573,0.9255123632612393,7
26,4,269,6,False,True,2.9938085936009884,3.508911468088627,0.8532015187125183,6
26,4,270,6,False,True,3.906909842044115,3.924958873540163,0.995401472454215,6
26,4,271,2,False,True,2.405403647571802,3.243209794163704,0.7416737738953644,2
26,4,272,13,False,True,9.408826008439064,9.017076808959246,1.0434452547959425,13
26,4,273,10,False,True,5.125014577060938,4.775014240294695,1.0732982812517524,10
26,4,274,4,False,True,3.0079041607677937,3.3143535256385803,0.9075387213523811,4
26,4,275,4,False,True,3.0653108842670918,3.6959093995392323,0.8293793361518124,4
26,4,276,8,False,True,4.089116118848324,4.153058398514986,0.9846035683751699,8
26,4,277,8,False,True,3.74786090105772,3.7821102887392044,0.9909443709816032,8
26,4,278,6,False,True,3.495011478662491,3.366810269653797,1.0380779428422844,6
26,4,279,8,False,True,4.007709212601185,3.8158637471497054,1.0502757640638454,8
26,4,280,4,False,True,2.9320549219846725,3.459760919213295,0.8474732764630986,4
26,4,281,10,False,True,4.742066375911236,4.475410096347332,1.0595825351919232,10
26,4,282,8,False,True,4.117758944630623,3.9196643047034745,1.0505386748782137,8
26,4,283,3,False,True,2.477504312992096,3.1805550679564476,0.7789534405338651,3
26,4,284,8,False,True,3.7787598557770252,3.510960377752781,1.0762752777619358,8
26,4,285,7,False,True,3.931415267288685,4.159058444201946,0.9452656941547398,7
26,4,286,8,False,True,4.016314633190632,3.761409316211939,1.0677685663934613,8
26,4,287,7,False,True,3.0500604771077633,3.290309105068445,0.9269829610869693,7
26,4,288,8,False,True,4.431216511875391,4.1082617826759815,1.0786110394817752,8
26,4,289,5,False,True,3.6673597060143948,3.6950153298676014,0.9925154237846701,5
26,4,290,0,False,True,1.8848548643290997,3.4678098745644093,0.5435288935976791,0
26,4,291,11,False,True,6.0363649390637875,5.5282143875956535,1.091919472697791,11
26,4,292,2,False,True,2.3967563174664974,3.4531112760305405,0.6940860360056638,2
26,4,293,3,False,True,2.6734103448688984,2.906159497797489,0.9199117759692866,3
26,4,294,6,False,True,3.5455101169645786,3.7740590050816536,0.939442152915643,6
26,4,295,7,False,True,3.9652618579566474,3.916560672223568,1.012434681806022,7
26,4,296,4,False,True,3.388160839676857,3.4492602571845055,0.9822862257551068,4
26,4,297,5,False,True,3.430361393839121,3.3880560658872128,1.012486607992666,5
26,4,298,7,False,True,3.7056603468954563,3.5057589411735535,1.0570208645478019,7
26,4,299,7,False,True,3.5395589657127857,3.8241595029830933,0.9255782775147583,7
26,5,0,6,False,True,4.464616067707539,4.334566183388233,1.0300029758036013,6
26,5,1,10,False,True,5.995819810777903,5.599569994956255,1.070764329435754,10
26,5,2,10,False,True,5.867914296686649,5.7542650029063225,1.0197504448826957,10
26,5,3,6,False,True,3.880609292536974,3.772659692913294,1.028613659436725,6
26,5,4,8,False,True,4.336414858698845,3.916660789400339,1.1071714125549208,8
26,5,5,11,False,True,6.444719620049,6.570569239556789,0.9808464662772082,11
26,5,6,10,False,True,6.0026696883141994,6.025419570505619,0.9962243488731009,10
26,5,7,13,False,True,13.197683729231358,13.464039657264948,0.9802172353310123,13
26,5,8,9,False,True,5.4923165589571,4.7909654676914215,1.1463903457445774,9
26,5,9,5,False,True,3.1772605143487453,3.5668606869876385,0.8907722485321043,5
26,5,10,9,False,True,4.458909388631582,4.467214457690716,0.9981408841823487,9
26,5,11,9,False,True,5.1857647486031055,4.952463787049055,1.047108060065809,9
26,5,12,12,False,True,7.69271980971098,7.0538208819925785,1.0905748725983986,12
26,5,13,13,False,True,14.914395287632942,14.849388971924782,1.0043777098055056,13
26,5,14,14,False,True,18.748550210148096,22.321813739836216,0.8399205561279655,14
26,5,15,10,False,True,5.514665972441435,4.874113947153091,1.1314191732555785,10
26,5,16,7,False,True,3.751360345631838,3.634511958807707,1.0321496773565337,7
26,5,17,12,False,True,8.599325083196163,8.29722499474883,1.0364097741881806,12
26,5,18,9,False,True,4.355215933173895,3.982360940426588,1.093626619566876,9
26,5,19,10,False,True,6.02007145062089,5.762064829468727,1.0447767647168162,10
26,5,20,6,False,True,3.4897588193416595,3.3862097188830376,1.030579647764043,6
26,5,21,6,False,True,4.268065094947815,4.514716565608978,0.9453672302398693,6
26,5,22,11,False,True,6.394069641828537,6.926469504833221,0.9231354642313546,11
26,5,23,5,False,True,2.92530981823802,3.340959083288908,0.8755898367238564,5
26,5,24,6,False,True,3.7268130108714104,3.73701099306345,0.9972710858461565,6
26,5,25,10,False,True,6.0603138990700245,5.588964559137821,1.0843357181719033,10
26,5,26,8,False,True,4.6246591955423355,4.472164437174797,1.0340986474244838,8
26,5,27,8,False,True,3.9415131323039527,4.013360012322664,0.9820980724883609,8
26,5,28,11,False,True,5.900014657527208,5.3903646767139435,1.0945483304710204,11
26,5,29,5,False,True,3.0999095179140568,3.5581598058342934,0.871211437111721,5
26,5,30,6,False,True,3.24831111356616,3.4759100526571274,0.9345210504175787,6
26,5,31,13,False,True,12.401584535837173,12.673591263592243,0.9785375177329199,13
26,5,32,12,False,True,10.986034758388996,11.064778082072735,0.9928834249453842,12
26,5,33,9,False,True,5.0911144353449345,5.4798671044409275,0.9290580115016028,9
26,5,34,8,False,True,4.1069090366363525,4.377115983515978,0.9382682689018951,8
26,5,35,9,False,True,4.209459293633699,3.873910754919052,1.0866175190764453,9
26,5,36,9,False,True,5.13801584020257,4.8306165263056755,1.0636356275069478,9
26,5,37,10,False,True,5.852121394127607,5.195166449993849,1.1264550328574239,10
26,5,38,9,False,True,4.660815466195345,4.773314576596022,0.9764316580029588,9
26,5,39,13,False,True,15.501489397138357,14.480140525847673,1.0705344585204495,13
26,5,40,8,False,True,4.573115147650242,4.794364795088768,0.9538521458222852,8
26,5,41,7,False,True,3.538259770721197,3.6362092941999435,0.9730627377156249,7
26,5,42,9,False,True,4.745665937662125,5.287965759634972,0.89744641954522,9
26,5,43,10,False,True,5.4374150931835175,5.438313819468021,0.9998347417390135,10
26,5,44,9,False,True,4.652210045605898,5.184514448046684,0.8973280125313688,9
26,5,45,16,False,True,50.29590101912618,50.17539951950312,1.002401605184553,16
26,5,46,6,False,True,3.410510253161192,3.321159165352583,1.0269035849714006,6
26,5,47,7,False,True,3.973860293626785,4.301508888602257,0.9238293809310391,7
26,5,48,3,False,True,2.4391058832406998,3.1624617986381054,0.7712680938283857,3
26,5,49,16,False,True,64.14467934519053,66.88544526696205,0.9590229845845801,16
26,5,50,7,False,True,4.170560277998447,4.397314041852951,0.9484335752015215,7
26,5,51,12,False,True,10.014830622822046,10.08003018796444,0.9935318085435655,12
26,5,52,12,False,True,10.498985648155212,9.875376708805561,1.0631478633917426,12
26,5,53,11,False,True,5.516165401786566,5.977714899927378,0.9227883052524939,11
26,5,54,6,False,True,3.6192615516483784,3.634961321949959,0.9956808975636752,6
26,5,55,5,False,True,3.214511089026928,3.640460781753063,0.8829956650374848,5
26,5,56,15,False,True,32.10049122571945,35.16794880852103,0.912776898092551,15
26,5,57,4,False,True,2.680558245629072,3.5366113297641277,0.7579453877415052,4
26,5,58,11,False,True,5.94206852838397,5.793413147330284,1.02565937855169,11
26,5,59,5,False,True,3.260208759456873,3.59630910679698,0.9065429757678835,5
26,5,60,7,False,True,4.632461350411177,4.530011210590601,1.022615868936717,7
26,5,61,10,False,True,5.44476555660367,5.445366259664297,0.999889685462468,10
26,5,62,6,False,True,3.7493091076612473,3.8895104080438614,0.9639539978880979,6
26,5,63,12,False,True,7.818820886313915,7.967674173414707,0.9813178496182158,12
26,5,64,10,False,True,6.619170308113098,6.645771209150553,0.9959973191672883,10
26,5,65,10,False,True,4.337015561759472,4.044859670102596,1.07222893140554,10
26,5,66,10,False,True,4.924663808196783,4.819466266781092,1.0218276331013625,10
