n,trial,live_k,repr,output_k,reps,ok,cm_us,bitset_us,ratio,cudd_backend,cudd_is_cudd,cudd_status,cudd_ok,cudd_build_best_us,cudd_build_median_us,cudd_nodes,autoref_backend,autoref_is_cudd,autoref_status,autoref_ok,autoref_build_best_us,autoref_build_median_us,autoref_nodes
30,47,8,3,8,200,True,3.705006092786789,4.076960030943155,0.9087668421241992,dd.cudd,True,ok,True,11.679716408252716,14.865072444081306,22.0,dd.autoref,False,ok,True,121.04026973247528,182.56483599543571,22.0
30,48,8,3,8,200,True,4.522958770394325,4.611210897564888,0.9808613986367078,dd.cudd,True,ok,True,14.910008758306503,15.875091776251793,23.0,dd.autoref,False,ok,True,157.069880515337,169.25553791224957,23.0
30,49,7,3,7,200,True,3.926204517483711,4.206059966236353,0.9334637520627027,dd.cudd,True,ok,True,12.299977242946625,15.085097402334213,14.0,dd.autoref,False,ok,True,122.54994362592697,131.61101378500462,14.0
30,50,6,3,6,200,True,3.6834110505878925,4.823410417884588,0.7636528371979867,dd.cudd,True,ok,True,14.409888535737991,15.400117263197899,7.0,dd.autoref,False,ok,True,121.55994772911072,139.20990750193596,7.0
30,51,8,3,8,200,True,3.53451119735837,4.146459978073835,0.8524165712556243,dd.cudd,True,ok,True,14.040153473615646,15.740050002932549,17.0,dd.autoref,False,ok,True,151.58113092184067,172.15521074831486,17.0
30,52,3,3,3,200,True,2.831558231264353,3.570904955267906,0.7929525615312593,dd.cudd,True,ok,True,4.69014048576355,5.664769560098648,4.0,dd.autoref,False,ok,True,34.09106284379959,38.5199673473835,4.0
30,53,5,3,5,200,True,3.350155893713236,3.895258996635675,0.8600598565093507,dd.cudd,True,ok,True,8.979812264442444,9.634997695684433,8.0,dd.autoref,False,ok,True,70.99006325006485,77.29488424956799,8.0
30,54,6,3,6,200,True,3.7873047403991222,4.4847093522548676,0.844492796059326,dd.cudd,True,ok,True,13.899989426136017,15.854835510253906,10.0,dd.autoref,False,ok,True,102.58983820676804,116.85490608215332,10.0
30,55,7,3,7,200,True,3.6773597821593285,4.035560414195061,0.9112389370319514,dd.cudd,True,ok,True,13.629905879497528,14.485092833638191,17.0,dd.autoref,False,ok,True,133.16981494426727,164.4499134272337,17.0
30,56,1,3,1,200,True,1.944506075233221,3.288609441369772,0.5912851951259056,dd.cudd,True,ok,True,2.689659595489502,2.975575625896454,2.0,dd.autoref,False,ok,True,9.109731763601303,9.814975783228874,2.0
30,57,5,3,5,200,True,3.540955949574709,4.060959909111261,0.8719504818627094,dd.cudd,True,ok,True,9.869690984487534,10.919757187366486,9.0,dd.autoref,False,ok,True,85.18993854522705,91.54994040727615,9.0
30,58,5,3,5,200,True,3.187553957104683,3.831160720437765,0.8320073705340295,dd.cudd,True,ok,True,10.88995486497879,12.209871783852577,8.0,dd.autoref,False,ok,True,87.20997720956802,98.45499880611897,8.0
30,59,7,3,7,200,True,3.7344545125961304,3.950011450797319,0.9454287814386771,dd.cudd,True,ok,True,12.299977242946625,13.37495632469654,18.5,dd.autoref,False,ok,True,109.36008766293526,145.53056098520756,18.5
30,60,5,3,5,200,True,3.1251064501702785,3.549254033714533,0.8804966960619736,dd.cudd,True,ok,True,9.050127118825912,10.41521318256855,9.0,dd.autoref,False,ok,True,66.69992581009865,76.47532038390636,9.0
30,61,11,3,11,200,True,5.374159663915634,5.463459528982639,0.9836550697239934,dd.cudd,True,ok,True,19.849743694067,22.085150703787804,50.0,dd.autoref,False,ok,True,246.07963860034943,326.91541127860546,50.0
