n_vars,expr_style,family_variant_style,family_size,family_reuse_ratio_median,family_unique_subtree_hashes_median,family_repeated_subtree_hash_count_median,family_max_subtree_reuse_count_median,family_bitset_total_time_s_median,family_cm_no_cache_total_time_s_median,family_cm_cache_total_time_s_median,family_robdd_build_total_time_s_median,speedup_cm_cache_vs_cm_no_cache_median,ratio_cm_cache_over_bitset_median,ratio_cm_no_cache_over_bitset_median,family_cm_cache_persistent_hits_total_median,family_cm_cache_persistent_misses_total_median,family_bitset_ok_rate_median,family_cm_no_cache_ok_rate_median,family_cm_cache_ok_rate_median,family_robdd_ok_rate_median,family_robdd_backend,trials,max_depth
8,mixed_no_constants,composition_mix,4,0.7539806283959367,62.0,35.0,24.0,0.001687649986706674,0.008852949948050082,0.006098350044339895,,1.4539826167709284,3.613811441998948,5.244554266071176,47.0,62.0,1.0,1.0,1.0,,auto,2,4
12,mixed_no_constants,composition_mix,4,0.7242051758610009,73.5,40.5,15.5,0.002166349964682013,0.009062450029887259,0.005360350012779236,,1.7314104449936707,2.5162118994520064,4.45411666637288,46.0,73.5,1.0,1.0,1.0,,auto,2,4
