rows,all_live_count,const_count,median_semantic_live_k,n32_semantic_live_k,all_methods_agree,all_match_v3_live,all_match_v3_counts,corr_compression_vs_advantage,corr_log_log,partial_corr_controlling_n,partial_corr_loglog_controlling_n,corr_median_cm_over_bitset
29,4,3,16,16,True,True,True,0.9451088819196016,0.9271832574610968,0.9443825666704115,0.9272153275544913,0.538316582914573
