n_vars,expr_style,partial_context_style,partial_context_count,partial_output_mode,partial_fixed_var_count_median_median,partial_fixed_var_fraction_median_median,partial_remaining_var_count_median_median,partial_unique_contexts_median,partial_repeated_contexts_median,partial_context_overlap_ratio_median,partial_bitset_full_recompute_total_s_median,partial_bitset_restricted_total_s_median,partial_cm_no_cache_total_s_median,partial_cm_cache_total_s_median,partial_robdd_total_s_median,partial_cm_cache_compile_once_s_median,partial_cm_cache_eval_contexts_total_s_median,partial_robdd_build_once_s_median,partial_robdd_restrict_contexts_total_s_median,speedup_cm_cache_vs_cm_no_cache_median,ratio_cm_cache_over_bitset_full_recompute_median,ratio_cm_cache_over_bitset_restricted_median,ratio_cm_cache_over_robdd_restrict_median,partial_cm_cache_live_vars_median_median,partial_cm_cache_live_vars_max_median,partial_cm_no_cache_live_vars_median_median,partial_cm_no_cache_live_vars_max_median,partial_robdd_restricted_nodes_median_median,partial_bitset_ok_rate_median,partial_bitset_restricted_ok_rate_median,partial_cm_no_cache_ok_rate_median,partial_cm_cache_ok_rate_median,partial_robdd_ok_rate_median,partial_robdd_backend,trials,max_depth
8,mixed_no_constants,random_fixed,4,remaining-vars,4.0,0.5,4.0,4.0,0.0,0.29047619047619044,0.0003911500098183751,0.0003292499459348619,0.0038087000139057636,0.002135199960321188,,0.001599299954250455,0.00033300003269687295,,,1.779312130702745,5.5882720487069495,6.71510606088102,,4.0,4.0,4.0,4.0,,1.0,1.0,1.0,1.0,,auto,2,4
12,mixed_no_constants,random_fixed,4,remaining-vars,4.0,0.3333333333333333,8.0,4.0,0.0,0.15079365079365079,0.0006251499871723354,0.0012620000052265823,0.004025649977847934,0.0018019499839283526,,0.0009615999879315495,0.0005734499427489936,,,2.2355651885839984,3.148884886365975,1.428406083809223,,8.0,8.0,8.0,8.0,,1.0,1.0,1.0,1.0,,auto,2,4
