n_vars,expr_style,partial_context_style,partial_context_count,partial_output_mode,partial_fixed_var_count_median_median,partial_fixed_var_fraction_median_median,partial_remaining_var_count_median_median,partial_unique_contexts_median,partial_repeated_contexts_median,partial_context_overlap_ratio_median,partial_bitset_full_recompute_total_s_median,partial_bitset_restricted_total_s_median,partial_cm_no_cache_total_s_median,partial_cm_cache_total_s_median,partial_robdd_total_s_median,partial_cm_cache_compile_once_s_median,partial_cm_cache_eval_contexts_total_s_median,partial_robdd_build_once_s_median,partial_robdd_restrict_contexts_total_s_median,speedup_cm_cache_vs_cm_no_cache_median,ratio_cm_cache_over_bitset_full_recompute_median,ratio_cm_cache_over_bitset_restricted_median,ratio_cm_cache_over_robdd_restrict_median,partial_cm_cache_live_vars_median_median,partial_cm_cache_live_vars_max_median,partial_cm_no_cache_live_vars_median_median,partial_cm_no_cache_live_vars_max_median,partial_robdd_restricted_nodes_median_median,partial_bitset_ok_rate_median,partial_bitset_restricted_ok_rate_median,partial_cm_no_cache_ok_rate_median,partial_cm_cache_ok_rate_median,partial_robdd_ok_rate_median,partial_robdd_backend,trials,max_depth
8,ordinary,random_fixed,4,remaining-vars,4.0,0.5,4.0,4.0,0.0,0.3904761904761905,4.194999928586185e-05,0.001041800000166404,0.0017203499992319848,0.0008543000021745684,,0.0004470000003493624,0.00019644999883894343,,,2.0346364633059966,20.042366239778318,2.8083857848602607,,4.0,4.0,4.0,4.0,,1.0,1.0,1.0,1.0,,auto,2,4
12,ordinary,random_fixed,4,remaining-vars,6.0,0.5,6.0,4.0,0.0,0.4246031746031746,4.864999937126413e-05,0.00024744999973336235,0.0007327000002987916,0.00044644999979936983,,0.0001720000000204891,0.00013490000128513202,,,1.6021948759366818,9.097111358943385,1.8067286312112367,,6.0,6.0,6.0,6.0,,1.0,1.0,1.0,1.0,,auto,2,4
