seed_base,n,trials,all_correct,ratio_median,ratio_p10,ratio_p90,live_k_median,live_k_p90,live_k_max,count_live_k_ge8
13700000,24,300,True,1.0892254175432585,0.7961490582445963,1.3964599392104775,6.0,9.0,14,69
28900000,24,300,True,1.078531399086575,0.7884257232324906,1.3888616549010684,6.0,9.0,12,63
