n_vars,expr_style,partial_context_style,partial_context_count,partial_output_mode,partial_fixed_var_count_median_median,partial_fixed_var_fraction_median_median,partial_remaining_var_count_median_median,partial_unique_contexts_median,partial_repeated_contexts_median,partial_context_overlap_ratio_median,partial_bitset_full_recompute_total_s_median,partial_bitset_restricted_total_s_median,partial_cm_no_cache_total_s_median,partial_cm_cache_total_s_median,partial_robdd_total_s_median,partial_cm_cache_compile_once_s_median,partial_cm_cache_eval_contexts_total_s_median,partial_robdd_build_once_s_median,partial_robdd_restrict_contexts_total_s_median,speedup_cm_cache_vs_cm_no_cache_median,ratio_cm_cache_over_bitset_full_recompute_median,ratio_cm_cache_over_bitset_restricted_median,ratio_cm_cache_over_robdd_restrict_median,partial_cm_cache_live_vars_median_median,partial_cm_cache_live_vars_max_median,partial_cm_no_cache_live_vars_median_median,partial_cm_no_cache_live_vars_max_median,partial_robdd_restricted_nodes_median_median,partial_bitset_ok_rate_median,partial_bitset_restricted_ok_rate_median,partial_cm_no_cache_ok_rate_median,partial_cm_cache_ok_rate_median,partial_robdd_ok_rate_median,partial_robdd_backend,trials,max_depth
8,mixed_no_constants,random_fixed,4,remaining-vars,4.0,0.5,4.0,4.0,0.0,0.29047619047619044,0.00010075006866827607,0.0009025500039570034,0.003711200028192252,0.002071850001811981,,0.0014736499870195985,0.0003149999538436532,,,1.781816389677512,20.54433405023398,3.778657990705376,,4.0,4.0,4.0,4.0,,1.0,1.0,1.0,1.0,,auto,2,4
12,mixed_no_constants,random_fixed,4,remaining-vars,4.0,0.3333333333333333,8.0,4.0,0.0,0.15079365079365079,0.0001937500201165676,0.0008149499772116542,0.003954850020818412,0.0019610499730333686,,0.0011340499622747302,0.0004906000103801489,,,2.0050667850594825,10.190779119537183,2.4546106358494733,,8.0,8.0,8.0,8.0,,1.0,1.0,1.0,1.0,,auto,2,4
