python,n,new_trials,new_median_s,new_min_s,new_max_s,old_trials,old_median_s,old_min_s,old_max_s,old_over_new,bit_identical
3.13.5,14,3,0.001317500020377338,0.0010985999833792448,0.0014854000182822347,3,0.013624200015328825,0.01135179994162172,0.014254099922254682,10.340948618298155,True
3.13.5,16,3,0.005776999983936548,0.0053292999509721994,0.007129300036467612,3,0.11726410000119358,0.10966359998565167,0.1332342999521643,20.298442154622922,True
3.13.5,18,3,0.03523559996392578,0.0324104999890551,0.03625320002902299,3,1.1762787000043318,1.0471467999741435,1.184503800002858,33.38324595603896,True
3.13.5,20,3,0.12308379996102303,0.11873850005213171,0.12563409993890673,1,16.26921279996168,16.26921279996168,16.26921279996168,132.1799684858093,True
3.13.5,22,3,0.7629448999650776,0.7166093999985605,0.7716886999551207,0,,,,,
3.13.5,24,3,2.5133994999341667,2.23369680007454,2.5654349999967963,0,,,,,
