scope,corpus,live_k,metric,row_count,formula_cluster_count,row_weighted_geomean,paired_formula_cluster_geomean,paired_formula_cluster_bootstrap_ci95_low,paired_formula_cluster_bootstrap_ci95_high,bootstrap_repetitions
overall,all,all,cm_current_over_cse_flat_current,264,216,0.9140241882607109,0.9098481144011911,0.898420323051804,0.920467222945238,10000
overall,all,all,cm_wrapper_over_cse_flat_current,264,216,3.5205171934179478,3.661767252823589,3.421476549514071,3.90469186818833,10000
overall,all,all,cm_current_over_raw_current,264,216,0.8569761834772364,0.8624966295691029,0.8302462466499406,0.8945584400308589,10000
overall,all,all,cm_wrapper_over_raw_current,264,216,3.3007872516178454,3.471196855648201,3.176127856049471,3.7962109173070093,10000
overall,all,all,cse_flat_current_over_raw_current,264,216,0.9375858915812385,0.9479567148817448,0.9170545208187993,0.9791024718066683,10000
corpus,b2,all,cm_current_over_cse_flat_current,192,192,0.9069881367960225,0.9069881367960225,0.8944245806156069,0.9183440113915501,10000
corpus,b4,all,cm_current_over_cse_flat_current,72,24,0.9330549933270468,0.9330549933270468,0.9062309293449043,0.9553205351375909,10000
live_k,all,4,cm_current_over_cse_flat_current,32,32,0.848483014088084,0.848483014088084,0.8081192882470636,0.880973533819096,10000
live_k,all,6,cm_current_over_cse_flat_current,32,32,0.8733560224819494,0.8733560224819494,0.8389760107293294,0.9014093195481512,10000
live_k,all,8,cm_current_over_cse_flat_current,56,40,0.9016554745678846,0.9047192040916657,0.8864213746681407,0.9204057194613926,10000
live_k,all,10,cm_current_over_cse_flat_current,32,32,0.9143842366151521,0.9143842366151521,0.890654627874077,0.9330917322331793,10000
live_k,all,12,cm_current_over_cse_flat_current,56,40,0.9291171533413907,0.9286847636837258,0.9099920586724463,0.9441453822630964,10000
live_k,all,16,cm_current_over_cse_flat_current,56,40,0.9759436528422027,0.9756170135050501,0.9623896429097633,0.9867912042612997,10000
corpus_live_k,b2,4,cm_current_over_cse_flat_current,32,32,0.848483014088084,0.848483014088084,0.8067600514044697,0.881178810192815,10000
corpus_live_k,b2,6,cm_current_over_cse_flat_current,32,32,0.8733560224819494,0.8733560224819494,0.8396759049916644,0.9011961693992571,10000
corpus_live_k,b2,8,cm_current_over_cse_flat_current,32,32,0.9074085058568211,0.9074085058568211,0.8885837361881376,0.923158077515778,10000
corpus_live_k,b2,10,cm_current_over_cse_flat_current,32,32,0.9143842366151521,0.9143842366151521,0.8897066573990154,0.9335333495876522,10000
corpus_live_k,b2,12,cm_current_over_cse_flat_current,32,32,0.9283065878031616,0.9283065878031616,0.9064048134596457,0.946152261080094,10000
corpus_live_k,b2,16,cm_current_over_cse_flat_current,32,32,0.9753312937654575,0.9753312937654575,0.9598319714125826,0.9880038843351564,10000
corpus_live_k,b4,8,cm_current_over_cse_flat_current,24,8,0.8940414644491138,0.8940414644491138,0.8414022676066681,0.9321384420778385,10000
corpus_live_k,b4,12,cm_current_over_cse_flat_current,24,8,0.9301990084561795,0.9301990084561795,0.9012082789165828,0.9559683585685648,10000
corpus_live_k,b4,16,cm_current_over_cse_flat_current,24,8,0.9767607297141941,0.9767607297141941,0.9502440570017682,0.9926281765982858,10000
