corpus,live_k,ambient_n,current_engine,n,cm_current_over_cse_flat_current_geomean,cm_current_over_cse_flat_current_median,cm_current_over_cse_flat_current_min,cm_current_over_cse_flat_current_max,cm_wrapper_over_cse_flat_current_geomean,cm_wrapper_over_cse_flat_current_median,cm_wrapper_over_cse_flat_current_min,cm_wrapper_over_cse_flat_current_max,cm_current_over_raw_current_geomean,cm_current_over_raw_current_median,cm_current_over_raw_current_min,cm_current_over_raw_current_max,cm_wrapper_over_raw_current_geomean,cm_wrapper_over_raw_current_median,cm_wrapper_over_raw_current_min,cm_wrapper_over_raw_current_max,cse_flat_current_over_raw_current_geomean,cse_flat_current_over_raw_current_median,cse_flat_current_over_raw_current_min,cse_flat_current_over_raw_current_max
b2,4,4,flat,32,0.8243292116185124,0.8649255377526561,0.454449710373881,1.341452205882353,4.933998390810803,4.76658392026911,2.9609004739336493,8.579930495221546,0.8120742818414113,0.8305052293995165,0.3031527180117678,1.446774193548387,4.8606468669930365,4.473250376343907,1.9751470975674015,10.618817204301076,0.9851334520184729,1.0441447900841934,0.5639521509086727,1.8251346499102334
b2,6,6,flat,32,0.8561514801245995,0.8737650904786518,0.5703206874869,1.178128523111612,4.21153457079797,4.1598439891115015,2.300021263023602,7.324470704086657,0.7808837303369002,0.82936478541078,0.24039226080042406,1.121684350132626,3.8412814816472816,4.396757533395464,1.426009364784875,7.730968218773097,0.9120859432763635,0.9296956999090302,0.42150366640162557,1.3015521064301552
b2,8,8,flat,32,0.9030870821706024,0.9156715257119996,0.7384080370942813,1.037814101000244,3.7658671884182096,3.7786517913109394,2.532341330094139,5.673169428113308,0.8865516989194687,0.9618035913371342,0.47984934086629,1.2506002400960383,3.696914749098963,3.82135275177449,1.747485331098072,7.504065040650406,0.9816901563785075,1.0184103962760935,0.6271298750473305,1.3325157673440784
b2,10,10,flat,32,0.8947235651211067,0.928904865172935,0.556061468412066,0.9649474211316975,3.1344336619449042,3.1342801089607324,1.9332816136539954,5.065187239944522,0.8622805382893265,0.86487849863751,0.5246192893401015,1.2033132530120483,3.02077786996501,3.2336433372882287,1.26497461928934,5.558227848101266,0.9637396084148193,1.010977557046803,0.611869031377899,1.3075949367088608
b2,12,12,flat,32,0.9365817727772667,0.9583801215163258,0.6401414677276747,1.2717782577393808,2.155378546750071,2.055723689730927,1.4954389113204725,3.124466571834993,0.816118761354753,0.8891895773599543,0.2857888555396059,1.1370772946859904,1.8781540714892844,1.9338476717635302,0.7767193005350385,3.557085020242915,0.8713801454139961,0.9382267374740245,0.4213754404280308,1.1980676328502415
b2,16,16,words,32,0.9583310018907648,0.9871648098181811,0.6349581666060385,1.2757505773672055,1.3431037470701994,1.307692423482543,1.0526545772339961,2.1174341443796503,0.772593766224323,0.8082486082797689,0.41878257012972614,1.0227272727272727,1.0827924593190246,1.1347649303364857,0.5342055660272758,1.962721342031687,0.8061867608373448,0.884057110179425,0.41714836223506746,1.0064025610244098
b4,8,16,flat,8,0.8991450231218384,0.9269434910253158,0.7344596058046351,0.9982770503101309,3.7079906109731664,3.6079840525836633,2.7585845347313236,5.508321273516643,0.8260907669622561,0.917399525713774,0.4430943396226415,1.1731911447084233,3.4067216399334934,3.566717381260711,1.4790188679245282,6.539948453608248,0.9187514202036762,1.0177981297027172,0.4755471698113208,1.2038100997883279
b4,8,20,flat,8,0.8898135709592101,0.9134215167548501,0.7348467119120056,0.9427851047323507,3.7523961797554053,3.5548507679107058,2.736990722065349,5.448847262247838,0.8295113624040227,0.9209998629059426,0.4449608971521322,1.1520681265206814,3.498098218476422,3.4977548495326003,1.4868673454330825,6.420203735144312,0.9322305137578625,1.0268796151445114,0.47270178545078945,1.2773722627737227
b4,8,24,flat,8,0.8894595036034241,0.913992033980789,0.7250491373662372,0.9531152647975077,3.8158933119999605,3.6741577034797457,2.872907878622942,5.712020648967552,0.8104314178722555,0.8988785695094533,0.44821271608555524,1.1288389513108614,3.476852869371579,3.565542319495248,1.4735569879871082,6.654209621993127,0.9111504397771838,1.022819260785544,0.4702607676530911,1.188514357053683
b4,12,16,flat,8,0.9385874439871986,0.9511731308156111,0.873471557682084,0.9728055077452668,2.4589076379291632,2.5608859722099764,1.7043222003929273,3.261328367473619,0.8374811350224188,0.9375920679886686,0.5605595359945411,1.1281296023564065,2.1940297334259853,2.231189151960912,1.0463152816306838,4.039764359351988,0.8922782212648491,0.9904635383350087,0.6139187070317211,1.2525773195876289
b4,12,20,flat,8,0.9463693545920342,0.9553813853872762,0.870236869207003,1.0091258405379442,2.407970036677955,2.442932891697052,1.5682036503362151,3.4440052700922266,0.8137349104446134,0.9363321773912405,0.532745456500699,1.1073825503355705,2.070491053669144,2.2799675514440616,0.9020167602910029,3.696308724832215,0.8598491767470667,0.9886082824168363,0.5446822238950425,1.2231543624161074
b4,12,24,flat,8,0.904561726589538,0.9439855374774023,0.688021534320323,0.9742517973583013,2.3663589641857437,2.499734670600694,1.6276542384216686,3.280976220275344,0.8124821409996441,0.9066871650405387,0.5647631485219043,1.1187250996015936,2.125476173797656,2.324094359008352,0.9676938369781312,3.694820717131474,0.8982053044217768,1.0589640036190864,0.581503027424908,1.2220394736842106
b4,16,16,words,8,1.0309292267402057,1.0077999746548345,0.987824415251522,1.2316155182397222,1.3447996786589562,1.3346368338542343,1.187902825979177,1.6855819339895772,0.8416348626070861,0.830112477991978,0.6797033041132838,1.1654794520547944,1.0978739019370196,1.1262083327318138,0.8078219824679703,1.5950684931506849,0.8163847146601251,0.8236666508105234,0.6785944551901999,1.0126541207008437
b4,16,20,words,8,0.9809918004892232,0.989493247667143,0.9059382422802851,1.0292527040314652,1.3888373786541726,1.4008509048889097,1.2620452310717798,1.523836875358989,0.7895747380375485,0.7681782958914907,0.6088761174968071,0.9931215198165738,1.1178390164736864,1.1541940609561319,0.8446857518920697,1.4649364991717284,0.8048739425179554,0.7934159716313559,0.6692991115498519,1.0049132001310186
b4,16,24,words,8,0.9737756687582529,0.9830825923378885,0.8953154875717018,0.9964932787843367,1.3696148563037933,1.3518558279038038,1.238534528202425,1.525562372188139,0.7983914296068841,0.8248211463130659,0.6065414507772021,0.9941176470588236,1.1229370359290414,1.1358609822294654,0.8400071505184126,1.4537110933758979,0.8198925637821526,0.8361692833509939,0.677461139896373,1.0183391003460207
