corpus,id,live_k,ambient_n,op_family,shape,current_engine,cm_instructions,cse_flat_instructions,raw_instructions,cm_executed_bigint_ops,cse_flat_executed_bigint_ops,raw_executed_bigint_ops,cm_executed_word_ops,cse_flat_executed_word_ops,raw_executed_word_ops,cm_current_ns_median,cm_wrapper_ns_median,cse_flat_current_ns_median,raw_current_ns_median,cm_current_over_cse_flat_current,cm_wrapper_over_cse_flat_current,cm_current_over_raw_current,cm_wrapper_over_raw_current,cse_flat_current_over_raw_current,cm_flat_ns_median,cm_words_ns_median,cse_flat_flat_ns_median,cse_flat_words_ns_median,raw_flat_ns_median,raw_words_ns_median,truth_sha256_expected,packed_sha256,packed_equal_all_arms,batch,rounds
b2,b2-k4-impeqv_dom-shared-1-093bd06ebf38,4,4,impeqv_dom,shared,flat,13,13,39,30,30,73,21,21,51,5090.0,21974.0,5959.0,10154.0,0.8541701627789897,3.687531465010908,0.5012802836320662,2.1640732716170965,0.5868623202678748,4801.0,4960.0,5362.0,5397.0,9706.0,9824.0,6bad351a721281983a6e1f281d7336daf4112fd879642799cf6db6b2c12452a7,6bad351a721281983a6e1f281d7336daf4112fd879642799cf6db6b2c12452a7,True,100,7
b2,b2-k4-impeqv_dom-shared-2-85e742aeb5d6,4,4,impeqv_dom,shared,flat,11,12,21,28,30,55,19,21,38,4389.0,19655.0,5170.0,7029.0,0.8489361702127659,3.8017408123791103,0.6244131455399061,2.796272585004979,0.7355242566510172,5308.0,4219.0,5260.0,5485.0,6680.0,7863.0,29e6cfa2a6ac59fbab9d5c4d6d564f4255760cf51fd7457a3e7fe343d48ef318,29e6cfa2a6ac59fbab9d5c4d6d564f4255760cf51fd7457a3e7fe343d48ef318,True,100,7
b2,b2-k4-impeqv_dom-shared-3-8552cadc9761,4,4,impeqv_dom,shared,flat,15,15,26,41,41,72,28,28,49,5421.0,20131.0,5707.0,7740.0,0.9498861047835991,3.5274224636411424,0.7003875968992248,2.600904392764858,0.7373385012919896,4724.0,4860.0,5160.0,5142.0,6898.0,7261.0,5eac72d678bc6b54f36eebba0a3a7394388c0d248b38358a45456a92e9fc5724,5eac72d678bc6b54f36eebba0a3a7394388c0d248b38358a45456a92e9fc5724,True,100,7
b2,b2-k4-impeqv_dom-shared-4-f61110d6fca7,4,4,impeqv_dom,shared,flat,5,15,27,14,44,80,9,29,53,2307.0,14473.0,5003.0,7535.0,0.46112332600439737,2.8928642814311414,0.30617120106171203,1.9207697412076974,0.6639681486396815,2107.0,2263.0,5648.0,4944.0,7558.0,7472.0,af35cf33330c8003d7af1221cd460af6401a1f4936caf864fc5772657e3ca072,af35cf33330c8003d7af1221cd460af6401a1f4936caf864fc5772657e3ca072,True,100,7
b2,b2-k4-mixed-tree-1-6a5b06e30521,4,4,mixed,tree,flat,6,6,6,7,7,7,6,6,6,2623.0,15507.0,2895.0,2409.0,0.9060449050086355,5.3564766839378235,1.0888335408883354,6.437110834371109,1.2017434620174345,2458.0,2534.0,2866.0,2838.0,1929.0,2014.0,e9af142af8c43e431b89ecd40f29bbd8c1068cad8afec9b8b07d2e0e9768edf6,e9af142af8c43e431b89ecd40f29bbd8c1068cad8afec9b8b07d2e0e9768edf6,True,100,7
b2,b2-k4-mixed-tree-2-39dcef306168,4,4,mixed,tree,flat,7,7,7,13,13,13,9,9,9,3279.0,15728.0,3266.0,2691.0,1.0039804041641152,4.8156766687079,1.2185061315496097,5.844667409884801,1.2136752136752136,3157.0,3124.0,3404.0,3368.0,2636.0,3191.0,d6702270d176bac32f4c82874128788420408e580e7c3a1be862bbfe2fb1a632,d6702270d176bac32f4c82874128788420408e580e7c3a1be862bbfe2fb1a632,True,100,7
b2,b2-k4-mixed-tree-3-42ca330baf1d,4,4,mixed,tree,flat,6,6,6,12,12,12,8,8,8,3234.0,18336.0,3345.0,2690.0,0.9668161434977578,5.481614349775785,1.2022304832713755,6.81635687732342,1.2434944237918215,2781.0,2903.0,3272.0,3293.0,2509.0,2619.0,e8822f532ae9349b2b5743c494efd216ed4e44f9ebc82a6b1cb54895a5b88433,e8822f532ae9349b2b5743c494efd216ed4e44f9ebc82a6b1cb54895a5b88433,True,100,7
b2,b2-k4-mixed-tree-4-21975d9e7f15,4,4,mixed,tree,flat,5,5,5,9,9,9,6,6,6,2564.0,16506.0,2951.0,2346.0,0.8688580142324636,5.593358183666553,1.092924126172208,7.035805626598465,1.2578857630008524,3729.0,3947.0,4396.0,4269.0,3394.0,3392.0,46cc6a8cb5bcc0120f98b84c71699b2ac5b90cb34a781ae2a83305fa98cd8e67,46cc6a8cb5bcc0120f98b84c71699b2ac5b90cb34a781ae2a83305fa98cd8e67,True,100,7
b2,b2-k4-mixed-shared-1-1f8d2534cdb0,4,4,mixed,shared,flat,7,8,18,14,18,24,12,15,20,3351.0,17633.0,4068.0,4820.0,0.8237463126843658,4.334562438544739,0.6952282157676348,3.658298755186722,0.8439834024896266,3091.0,3260.0,3881.0,3894.0,4480.0,4748.0,b8811852747cfa3620c3dd2af5d59498c240f208e689b4052bac934c29faf094,b8811852747cfa3620c3dd2af5d59498c240f208e689b4052bac934c29faf094,True,100,7
b2,b2-k4-mixed-shared-2-8d20aba853af,4,4,mixed,shared,flat,10,10,15,20,20,22,16,16,18,4276.0,18924.0,4419.0,4082.0,0.9676397374971714,4.2824168363883235,1.0475257226849584,4.635962763351299,1.0825575698187164,3825.0,3996.0,4296.0,4165.0,4102.0,3824.0,fcf0a6c700dd13e274b6fba8deea8dd9b26e4eedde3495717cac8408c9c5177f,fcf0a6c700dd13e274b6fba8deea8dd9b26e4eedde3495717cac8408c9c5177f,True,100,7
