corpus,id,live_k,ambient_n,op_family,shape,current_engine,cm_instructions,cse_flat_instructions,raw_instructions,cm_executed_bigint_ops,cse_flat_executed_bigint_ops,raw_executed_bigint_ops,cm_executed_word_ops,cse_flat_executed_word_ops,raw_executed_word_ops,cm_current_ns_median,cm_wrapper_ns_median,cse_flat_current_ns_median,raw_current_ns_median,cm_current_over_cse_flat_current,cm_wrapper_over_cse_flat_current,cm_current_over_raw_current,cm_wrapper_over_raw_current,cse_flat_current_over_raw_current,cm_flat_ns_median,cm_words_ns_median,cse_flat_flat_ns_median,cse_flat_words_ns_median,raw_flat_ns_median,raw_words_ns_median,truth_sha256_expected,packed_sha256,packed_equal_all_arms,batch,rounds
b2,b2-k4-xor_dom-tree-1-8b6c553e4c62,4,4,xor_dom,tree,flat,6,6,6,9,9,9,7,7,7,4861.0,32451.5,5420.5,3900.0,0.8967807397841527,5.986809334932202,1.2464102564102564,8.320897435897436,1.389871794871795,4866.5,5267.5,8501.0,8263.0,5876.0,6135.5,8e05696833e6832e8ad694ea4bef56ad3e4d9944c35799f8a67e1fc7312907e6,8e05696833e6832e8ad694ea4bef56ad3e4d9944c35799f8a67e1fc7312907e6,True,100,24
b2,b2-k4-xor_dom-tree-2-186a2a5c9bf0,4,4,xor_dom,tree,flat,2,2,3,3,3,3,3,3,3,3273.0,30438.0,3414.5,3291.0,0.958559086249817,8.914335920339727,0.9945305378304466,9.248860528714676,1.0375265876633242,4384.5,4654.5,5419.0,5327.5,4064.5,4282.5,a22175a602c02145cc695f9333f8ddfcc5cf32cebe88d461f157889dfd8e9468,a22175a602c02145cc695f9333f8ddfcc5cf32cebe88d461f157889dfd8e9468,True,100,24
b2,b2-k4-xor_dom-tree-3-128078f3da7b,4,4,xor_dom,tree,flat,7,7,8,11,11,11,8,8,8,5267.0,38015.0,5748.0,4435.5,0.9163187195546277,6.613604732080724,1.1874647728553713,8.570623379551346,1.295908014879946,4692.0,5189.5,5320.5,5590.0,4083.5,4600.5,62e7c221122cae8423ae3abd29d9fc9c53287f46a67c831dc0fd497948602a48,62e7c221122cae8423ae3abd29d9fc9c53287f46a67c831dc0fd497948602a48,True,100,24
b2,b2-k4-xor_dom-tree-4-9a5b24a5b691,4,4,xor_dom,tree,flat,2,2,5,3,5,5,3,5,5,3166.0,28259.0,4026.0,3559.0,0.7863884749130651,7.01912568306011,0.8895757235178421,7.940151728013487,1.131216633885923,3668.0,3653.0,5602.5,5037.0,4884.0,5154.0,bf03ae910baf5f6fdb652b910c8004017dd76989a1ecd128aef435bdf5bfdff9,bf03ae910baf5f6fdb652b910c8004017dd76989a1ecd128aef435bdf5bfdff9,True,100,24
b2,b2-k4-xor_dom-shared-1-b3e4cd19e589,4,4,xor_dom,shared,flat,4,5,17,7,12,19,6,11,18,4452.0,35853.0,5293.5,7810.0,0.8410314536695948,6.773023519410598,0.5700384122919334,4.590653008962868,0.6777848911651728,3527.0,3704.5,5285.5,4912.0,6493.0,6953.5,9a83c6cb1126d93de4a30715b28f1f4b26b983c57fb39e6d826d7e893ae4ee74,9a83c6cb1126d93de4a30715b28f1f4b26b983c57fb39e6d826d7e893ae4ee74,True,100,24
b2,b2-k4-xor_dom-shared-2-d4c0909c8173,4,4,xor_dom,shared,flat,7,8,27,14,18,29,12,16,27,5754.5,30941.0,6765.5,10002.5,0.8505653684132732,4.573350084990023,0.5753061734566358,3.093326668332917,0.6763809047738065,5086.5,5758.0,6851.0,6798.5,10135.0,9706.0,bfa9ad6c53bd4fa5c103452ec0f0c7e0d582abdd55bb8f39362c766dd459e870,bfa9ad6c53bd4fa5c103452ec0f0c7e0d582abdd55bb8f39362c766dd459e870,True,100,24
b2,b2-k4-xor_dom-shared-3-88f8242fa307,4,4,xor_dom,shared,flat,4,6,23,8,17,24,7,16,23,5492.0,36516.0,7483.5,12916.0,0.7338812053183671,4.879534976949288,0.4252090430473831,2.8271910808299783,0.5793976463301331,5864.0,5941.5,8470.5,9854.0,12864.0,12878.0,ae8f3419f2285fc482b01c8e22707b13699ad50038026ce4618391aa1c675671,ae8f3419f2285fc482b01c8e22707b13699ad50038026ce4618391aa1c675671,True,100,24
b2,b2-k4-xor_dom-shared-4-28c644b1084a,4,4,xor_dom,shared,flat,6,8,21,9,16,23,8,15,22,5200.5,34094.5,7763.0,9761.0,0.6699085405126884,4.39192322555713,0.5327835262780453,3.4929310521462966,0.7953078578014547,5245.0,5154.0,7782.0,6724.5,8948.0,9244.5,8fe99e1d4b27948fd5e99e3883f6e2954b653363a4874606a09becab762842ad,8fe99e1d4b27948fd5e99e3883f6e2954b653363a4874606a09becab762842ad,True,100,24
b2,b2-k4-andor_dom-tree-1-ea13a53017b8,4,4,andor_dom,tree,flat,2,2,3,5,5,5,4,4,4,3301.5,29082.0,3583.5,3318.0,0.9213059857681039,8.115529510255337,0.9950271247739603,8.764918625678119,1.0800180831826403,3837.5,4135.0,3984.5,3807.0,3708.5,3906.0,0d9ba34f231adf13041d4ad21fdfbf7209755748963a9c4683e00cef9a30f068,0d9ba34f231adf13041d4ad21fdfbf7209755748963a9c4683e00cef9a30f068,True,100,24
b2,b2-k4-andor_dom-tree-2-e674d60a6337,4,4,andor_dom,tree,flat,5,5,5,6,6,6,5,5,5,4200.0,34998.0,7045.0,3711.0,0.596167494677076,4.96777856635912,1.131770412287793,9.43088116410671,1.8984101320398814,3923.0,4206.0,4614.0,4826.5,3168.5,3471.0,40b7b0acaa3a96600fe748a9adb72e7d390fff319c0a222f724ecd7159384a8d,40b7b0acaa3a96600fe748a9adb72e7d390fff319c0a222f724ecd7159384a8d,True,100,24
