n_vars,trial,expr_style,operator_pair_style,operator_diff_mode,operator_a,operator_b,quotient_a_minus_b_name,quotient_b_minus_a_name,symmetric_delta_name,overlap_name,same_operator,basis_vars,row_vars,col_vars,basis_aligned,basis_alignment_note,dense_shape,dense_elements,quotient_a_minus_b_matrix,quotient_b_minus_a_matrix,symmetric_delta_matrix,cm_quotient_a_minus_b_time_s,cm_quotient_b_minus_a_time_s,cm_symmetric_delta_time_s,cm_quotient_total_time_s,features_a,features_b,overlap_features,a_minus_b_features,b_minus_a_features,symmetric_delta_features,a_contains_b,b_contains_a,jaccard_features,semantic_delta_density,semantic_equivalent,structural_same,opdiff_semantic_equivalent,opdiff_structural_same
2,74,operator_table_2x2,operator_table_2x2,cm_quotient,AND,OR,FALSE,XOR,XOR,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,01;10,01;10,0.0,0.0,0.0,0.0,1,3,1,0,2,2,False,True,0.3333333333333333,,False,False,False,False
2,75,operator_table_2x2,operator_table_2x2,cm_quotient,AND,NAND,AND,NAND,TRUE,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,01;11,11;11,0.0,0.0,0.0,0.0,1,3,0,1,3,4,False,False,0.0,,False,False,False,False
2,76,operator_table_2x2,operator_table_2x2,cm_quotient,AND,R,FALSE,NOT_X_AND_Y,NOT_X_AND_Y,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;10,00;10,0.0,0.0,0.0,0.0,1,2,1,0,1,1,False,True,0.5,,False,False,False,False
2,77,operator_table_2x2,operator_table_2x2,cm_quotient,AND,NOT_R,AND,NOT_R,RIMP,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,01;01,11;01,0.0,0.0,0.0,0.0,1,2,0,1,2,3,False,False,0.0,,False,False,False,False
2,78,operator_table_2x2,operator_table_2x2,cm_quotient,AND,L,FALSE,X_AND_NOT_Y,X_AND_NOT_Y,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,01;00,01;00,0.0,0.0,0.0,0.0,1,2,1,0,1,1,False,True,0.5,,False,False,False,False
2,79,operator_table_2x2,operator_table_2x2,cm_quotient,AND,NOT_L,AND,NOT_L,IMP,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,00;11,10;11,0.0,0.0,0.0,0.0,1,2,0,1,2,3,False,False,0.0,,False,False,False,False
2,80,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,TRUE,FALSE,OR,OR,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,11;10,11;10,0.0,0.0,0.0,0.0,1,4,1,0,3,3,False,True,0.25,,False,False,False,False
2,81,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,FALSE,NOR,FALSE,NOR,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,00;00,00;01,0.0,0.0,0.0,0.0,1,0,0,1,0,1,True,False,0.0,,False,False,False,False
2,82,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,EQV,FALSE,AND,AND,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,10;00,10;00,0.0,0.0,0.0,0.0,1,2,1,0,1,1,False,True,0.5,,False,False,False,False
2,83,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,XOR,NOR,XOR,NAND,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,01;10,01;11,0.0,0.0,0.0,0.0,1,2,0,1,2,3,False,False,0.0,,False,False,False,False
2,84,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,AND,NOR,AND,EQV,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,10;00,10;01,0.0,0.0,0.0,0.0,1,1,0,1,1,2,False,False,0.0,,False,False,False,False
2,85,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,NOR,FALSE,FALSE,FALSE,NOR,True,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;00,00;00,0.0,0.0,0.0,0.0,1,1,1,0,0,0,True,True,1.0,,True,True,True,True
2,86,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,X_AND_NOT_Y,NOR,X_AND_NOT_Y,NOT_R,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,01;00,01;01,0.0,0.0,0.0,0.0,1,1,0,1,1,2,False,False,0.0,,False,False,False,False
2,87,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,NOT_X_AND_Y,NOR,NOT_X_AND_Y,NOT_L,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,00;10,00;11,0.0,0.0,0.0,0.0,1,1,0,1,1,2,False,False,0.0,,False,False,False,False
2,88,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,IMP,FALSE,R,R,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,10;10,10;10,0.0,0.0,0.0,0.0,1,3,1,0,2,2,False,True,0.3333333333333333,,False,False,False,False
2,89,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,RIMP,FALSE,L,L,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,11;00,11;00,0.0,0.0,0.0,0.0,1,3,1,0,2,2,False,True,0.3333333333333333,,False,False,False,False
2,90,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,OR,NOR,OR,TRUE,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,11;10,11;11,0.0,0.0,0.0,0.0,1,3,0,1,3,4,False,False,0.0,,False,False,False,False
2,91,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,NAND,FALSE,XOR,XOR,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,01;10,01;10,0.0,0.0,0.0,0.0,1,3,1,0,2,2,False,True,0.3333333333333333,,False,False,False,False
2,92,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,R,NOR,R,IMP,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,10;10,10;11,0.0,0.0,0.0,0.0,1,2,0,1,2,3,False,False,0.0,,False,False,False,False
2,93,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,NOT_R,FALSE,X_AND_NOT_Y,X_AND_NOT_Y,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,01;00,01;00,0.0,0.0,0.0,0.0,1,2,1,0,1,1,False,True,0.5,,False,False,False,False
2,94,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,L,NOR,L,RIMP,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,11;00,11;01,0.0,0.0,0.0,0.0,1,2,0,1,2,3,False,False,0.0,,False,False,False,False
2,95,operator_table_2x2,operator_table_2x2,cm_quotient,NOR,NOT_L,FALSE,NOT_X_AND_Y,NOT_X_AND_Y,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;10,00;10,0.0,0.0,0.0,0.0,1,2,1,0,1,1,False,True,0.5,,False,False,False,False
2,96,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,TRUE,FALSE,IMP,IMP,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,10;11,10;11,0.0,0.0,0.0,0.0,1,4,1,0,3,3,False,True,0.25,,False,False,False,False
2,97,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,FALSE,X_AND_NOT_Y,FALSE,X_AND_NOT_Y,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;00,01;00,0.0,0.0,0.0,0.0,1,0,0,1,0,1,True,False,0.0,,False,False,False,False
2,98,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,EQV,X_AND_NOT_Y,EQV,RIMP,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,10;01,11;01,0.0,0.0,0.0,0.0,1,2,0,1,2,3,False,False,0.0,,False,False,False,False
2,99,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,XOR,FALSE,NOT_X_AND_Y,NOT_X_AND_Y,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;10,00;10,0.0,0.0,0.0,0.0,1,2,1,0,1,1,False,True,0.5,,False,False,False,False
2,100,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,AND,X_AND_NOT_Y,AND,L,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,10;00,11;00,0.0,0.0,0.0,0.0,1,1,0,1,1,2,False,False,0.0,,False,False,False,False
2,101,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,NOR,X_AND_NOT_Y,NOR,NOT_R,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;01,01;01,0.0,0.0,0.0,0.0,1,1,0,1,1,2,False,False,0.0,,False,False,False,False
2,102,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,X_AND_NOT_Y,FALSE,FALSE,FALSE,X_AND_NOT_Y,True,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;00,00;00,0.0,0.0,0.0,0.0,1,1,1,0,0,0,True,True,1.0,,True,True,True,True
2,103,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,NOT_X_AND_Y,X_AND_NOT_Y,NOT_X_AND_Y,XOR,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;10,01;10,0.0,0.0,0.0,0.0,1,1,0,1,1,2,False,False,0.0,,False,False,False,False
2,104,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,IMP,X_AND_NOT_Y,IMP,TRUE,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,10;11,11;11,0.0,0.0,0.0,0.0,1,3,0,1,3,4,False,False,0.0,,False,False,False,False
2,105,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,RIMP,FALSE,EQV,EQV,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,10;01,10;01,0.0,0.0,0.0,0.0,1,3,1,0,2,2,False,True,0.3333333333333333,,False,False,False,False
2,106,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,OR,FALSE,R,R,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,10;10,10;10,0.0,0.0,0.0,0.0,1,3,1,0,2,2,False,True,0.3333333333333333,,False,False,False,False
2,107,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,NAND,FALSE,NOT_L,NOT_L,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;11,00;11,0.0,0.0,0.0,0.0,1,3,1,0,2,2,False,True,0.3333333333333333,,False,False,False,False
2,108,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,R,X_AND_NOT_Y,R,OR,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,10;10,11;10,0.0,0.0,0.0,0.0,1,2,0,1,2,3,False,False,0.0,,False,False,False,False
2,109,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,NOT_R,FALSE,NOR,NOR,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;01,00;01,0.0,0.0,0.0,0.0,1,2,1,0,1,1,False,True,0.5,,False,False,False,False
2,110,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,L,FALSE,AND,AND,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,10;00,10;00,0.0,0.0,0.0,0.0,1,2,1,0,1,1,False,True,0.5,,False,False,False,False
2,111,operator_table_2x2,operator_table_2x2,cm_quotient,X_AND_NOT_Y,NOT_L,X_AND_NOT_Y,NOT_L,NAND,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;11,01;11,0.0,0.0,0.0,0.0,1,2,0,1,2,3,False,False,0.0,,False,False,False,False
2,112,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,TRUE,FALSE,RIMP,RIMP,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,11;01,11;01,0.0,0.0,0.0,0.0,1,4,1,0,3,3,False,True,0.25,,False,False,False,False
2,113,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,FALSE,NOT_X_AND_Y,FALSE,NOT_X_AND_Y,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,00;00,00;10,0.0,0.0,0.0,0.0,1,0,0,1,0,1,True,False,0.0,,False,False,False,False
2,114,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,EQV,NOT_X_AND_Y,EQV,IMP,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,10;01,10;11,0.0,0.0,0.0,0.0,1,2,0,1,2,3,False,False,0.0,,False,False,False,False
2,115,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,XOR,FALSE,X_AND_NOT_Y,X_AND_NOT_Y,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,01;00,01;00,0.0,0.0,0.0,0.0,1,2,1,0,1,1,False,True,0.5,,False,False,False,False
2,116,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,AND,NOT_X_AND_Y,AND,R,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,10;00,10;10,0.0,0.0,0.0,0.0,1,1,0,1,1,2,False,False,0.0,,False,False,False,False
2,117,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,NOR,NOT_X_AND_Y,NOR,NOT_L,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,00;01,00;11,0.0,0.0,0.0,0.0,1,1,0,1,1,2,False,False,0.0,,False,False,False,False
2,118,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,X_AND_NOT_Y,NOT_X_AND_Y,X_AND_NOT_Y,XOR,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,01;00,01;10,0.0,0.0,0.0,0.0,1,1,0,1,1,2,False,False,0.0,,False,False,False,False
2,119,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,NOT_X_AND_Y,FALSE,FALSE,FALSE,NOT_X_AND_Y,True,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;00,00;00,0.0,0.0,0.0,0.0,1,1,1,0,0,0,True,True,1.0,,True,True,True,True
2,120,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,IMP,FALSE,EQV,EQV,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,10;01,10;01,0.0,0.0,0.0,0.0,1,3,1,0,2,2,False,True,0.3333333333333333,,False,False,False,False
2,121,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,RIMP,NOT_X_AND_Y,RIMP,TRUE,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,11;01,11;11,0.0,0.0,0.0,0.0,1,3,0,1,3,4,False,False,0.0,,False,False,False,False
2,122,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,OR,FALSE,L,L,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,11;00,11;00,0.0,0.0,0.0,0.0,1,3,1,0,2,2,False,True,0.3333333333333333,,False,False,False,False
2,123,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,NAND,FALSE,NOT_R,NOT_R,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,01;01,01;01,0.0,0.0,0.0,0.0,1,3,1,0,2,2,False,True,0.3333333333333333,,False,False,False,False
2,124,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,R,FALSE,AND,AND,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,10;00,10;00,0.0,0.0,0.0,0.0,1,2,1,0,1,1,False,True,0.5,,False,False,False,False
2,125,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,NOT_R,NOT_X_AND_Y,NOT_R,NAND,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,01;01,01;11,0.0,0.0,0.0,0.0,1,2,0,1,2,3,False,False,0.0,,False,False,False,False
2,126,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,L,NOT_X_AND_Y,L,OR,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,11;00,11;10,0.0,0.0,0.0,0.0,1,2,0,1,2,3,False,False,0.0,,False,False,False,False
2,127,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_X_AND_Y,NOT_L,FALSE,NOR,NOR,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;01,00;01,0.0,0.0,0.0,0.0,1,2,1,0,1,1,False,True,0.5,,False,False,False,False
2,128,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,TRUE,FALSE,X_AND_NOT_Y,X_AND_NOT_Y,IMP,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,01;00,01;00,0.0,0.0,0.0,0.0,3,4,3,0,1,1,False,True,0.75,,False,False,False,False
2,129,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,FALSE,IMP,FALSE,IMP,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;11,00;00,10;11,0.0,0.0,0.0,0.0,3,0,0,3,0,3,True,False,0.0,,False,False,False,False
2,130,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,EQV,NOT_X_AND_Y,FALSE,NOT_X_AND_Y,EQV,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,00;00,00;10,0.0,0.0,0.0,0.0,3,2,2,1,0,1,True,False,0.6666666666666666,,False,False,False,False
2,131,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,XOR,EQV,X_AND_NOT_Y,RIMP,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;01,01;00,11;01,0.0,0.0,0.0,0.0,3,2,1,2,1,3,False,False,0.25,,False,False,False,False
2,132,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,AND,NOT_L,FALSE,NOT_L,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;11,00;00,00;11,0.0,0.0,0.0,0.0,3,1,1,2,0,2,True,False,0.3333333333333333,,False,False,False,False
2,133,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,NOR,R,FALSE,R,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;10,00;00,10;10,0.0,0.0,0.0,0.0,3,1,1,2,0,2,True,False,0.3333333333333333,,False,False,False,False
2,134,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,X_AND_NOT_Y,IMP,X_AND_NOT_Y,TRUE,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;11,01;00,11;11,0.0,0.0,0.0,0.0,3,1,0,3,1,4,False,False,0.0,,False,False,False,False
2,135,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,NOT_X_AND_Y,EQV,FALSE,EQV,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;01,00;00,10;01,0.0,0.0,0.0,0.0,3,1,1,2,0,2,True,False,0.3333333333333333,,False,False,False,False
2,136,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,IMP,FALSE,FALSE,FALSE,IMP,True,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;00,00;00,0.0,0.0,0.0,0.0,3,3,3,0,0,0,True,True,1.0,,True,True,True,True
2,137,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,RIMP,NOT_X_AND_Y,X_AND_NOT_Y,XOR,EQV,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,01;00,01;10,0.0,0.0,0.0,0.0,3,3,2,1,1,2,False,False,0.5,,False,False,False,False
2,138,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,OR,NOR,X_AND_NOT_Y,NOT_R,R,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,01;00,01;01,0.0,0.0,0.0,0.0,3,3,2,1,1,2,False,False,0.5,,False,False,False,False
2,139,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,NAND,AND,X_AND_NOT_Y,L,NOT_L,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,01;00,11;00,0.0,0.0,0.0,0.0,3,3,2,1,1,2,False,False,0.5,,False,False,False,False
2,140,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,R,NOR,FALSE,NOR,R,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,00;00,00;01,0.0,0.0,0.0,0.0,3,2,2,1,0,1,True,False,0.6666666666666666,,False,False,False,False
2,141,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,NOT_R,R,X_AND_NOT_Y,OR,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;10,01;00,11;10,0.0,0.0,0.0,0.0,3,2,1,2,1,3,False,False,0.25,,False,False,False,False
2,142,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,L,NOT_L,X_AND_NOT_Y,NAND,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;11,01;00,01;11,0.0,0.0,0.0,0.0,3,2,1,2,1,3,False,False,0.25,,False,False,False,False
2,143,operator_table_2x2,operator_table_2x2,cm_quotient,IMP,NOT_L,AND,FALSE,AND,NOT_L,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,00;00,10;00,0.0,0.0,0.0,0.0,3,2,2,1,0,1,True,False,0.6666666666666666,,False,False,False,False
2,144,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,TRUE,FALSE,NOT_X_AND_Y,NOT_X_AND_Y,RIMP,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;10,00;10,0.0,0.0,0.0,0.0,3,4,3,0,1,1,False,True,0.75,,False,False,False,False
2,145,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,FALSE,RIMP,FALSE,RIMP,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,11;01,00;00,11;01,0.0,0.0,0.0,0.0,3,0,0,3,0,3,True,False,0.0,,False,False,False,False
2,146,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,EQV,X_AND_NOT_Y,FALSE,X_AND_NOT_Y,EQV,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;00,01;00,0.0,0.0,0.0,0.0,3,2,2,1,0,1,True,False,0.6666666666666666,,False,False,False,False
2,147,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,XOR,EQV,NOT_X_AND_Y,IMP,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;01,00;10,10;11,0.0,0.0,0.0,0.0,3,2,1,2,1,3,False,False,0.25,,False,False,False,False
2,148,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,AND,NOT_R,FALSE,NOT_R,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;01,00;00,01;01,0.0,0.0,0.0,0.0,3,1,1,2,0,2,True,False,0.3333333333333333,,False,False,False,False
2,149,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,NOR,L,FALSE,L,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,11;00,00;00,11;00,0.0,0.0,0.0,0.0,3,1,1,2,0,2,True,False,0.3333333333333333,,False,False,False,False
2,150,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,X_AND_NOT_Y,EQV,FALSE,EQV,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;01,00;00,10;01,0.0,0.0,0.0,0.0,3,1,1,2,0,2,True,False,0.3333333333333333,,False,False,False,False
