n_vars,trial,expr_style,operator_pair_style,operator_diff_mode,operator_a,operator_b,quotient_a_minus_b_name,quotient_b_minus_a_name,symmetric_delta_name,overlap_name,same_operator,basis_vars,row_vars,col_vars,basis_aligned,basis_alignment_note,dense_shape,dense_elements,quotient_a_minus_b_matrix,quotient_b_minus_a_matrix,symmetric_delta_matrix,cm_quotient_a_minus_b_time_s,cm_quotient_b_minus_a_time_s,cm_symmetric_delta_time_s,cm_quotient_total_time_s,features_a,features_b,overlap_features,a_minus_b_features,b_minus_a_features,symmetric_delta_features,a_contains_b,b_contains_a,jaccard_features,semantic_delta_density,semantic_equivalent,structural_same,opdiff_semantic_equivalent,opdiff_structural_same
2,151,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,NOT_X_AND_Y,RIMP,NOT_X_AND_Y,TRUE,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,11;01,00;10,11;11,0.0,0.0,0.0,0.0,3,1,0,3,1,4,False,False,0.0,,False,False,False,False
2,152,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,IMP,X_AND_NOT_Y,NOT_X_AND_Y,XOR,EQV,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;10,01;10,0.0,0.0,0.0,0.0,3,3,2,1,1,2,False,False,0.5,,False,False,False,False
2,153,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,RIMP,FALSE,FALSE,FALSE,RIMP,True,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;00,00;00,0.0,0.0,0.0,0.0,3,3,3,0,0,0,True,True,1.0,,True,True,True,True
2,154,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,OR,NOR,NOT_X_AND_Y,NOT_L,L,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,00;10,00;11,0.0,0.0,0.0,0.0,3,3,2,1,1,2,False,False,0.5,,False,False,False,False
2,155,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,NAND,AND,NOT_X_AND_Y,R,NOT_R,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,00;10,10;10,0.0,0.0,0.0,0.0,3,3,2,1,1,2,False,False,0.5,,False,False,False,False
2,156,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,R,NOT_R,NOT_X_AND_Y,NAND,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;01,00;10,01;11,0.0,0.0,0.0,0.0,3,2,1,2,1,3,False,False,0.25,,False,False,False,False
2,157,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,NOT_R,AND,FALSE,AND,NOT_R,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,00;00,10;00,0.0,0.0,0.0,0.0,3,2,2,1,0,1,True,False,0.6666666666666666,,False,False,False,False
2,158,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,L,NOR,FALSE,NOR,L,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,00;00,00;01,0.0,0.0,0.0,0.0,3,2,2,1,0,1,True,False,0.6666666666666666,,False,False,False,False
2,159,operator_table_2x2,operator_table_2x2,cm_quotient,RIMP,NOT_L,L,NOT_X_AND_Y,OR,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,11;00,00;10,11;10,0.0,0.0,0.0,0.0,3,2,1,2,1,3,False,False,0.25,,False,False,False,False
2,160,operator_table_2x2,operator_table_2x2,cm_quotient,OR,TRUE,FALSE,NOR,NOR,OR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;01,00;01,0.0,0.0,0.0,0.0,3,4,3,0,1,1,False,True,0.75,,False,False,False,False
2,161,operator_table_2x2,operator_table_2x2,cm_quotient,OR,FALSE,OR,FALSE,OR,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,11;10,00;00,11;10,0.0,0.0,0.0,0.0,3,0,0,3,0,3,True,False,0.0,,False,False,False,False
2,162,operator_table_2x2,operator_table_2x2,cm_quotient,OR,EQV,XOR,NOR,NAND,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;10,00;01,01;11,0.0,0.0,0.0,0.0,3,2,1,2,1,3,False,False,0.25,,False,False,False,False
2,163,operator_table_2x2,operator_table_2x2,cm_quotient,OR,XOR,AND,FALSE,AND,XOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,00;00,10;00,0.0,0.0,0.0,0.0,3,2,2,1,0,1,True,False,0.6666666666666666,,False,False,False,False
2,164,operator_table_2x2,operator_table_2x2,cm_quotient,OR,AND,XOR,FALSE,XOR,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;10,00;00,01;10,0.0,0.0,0.0,0.0,3,1,1,2,0,2,True,False,0.3333333333333333,,False,False,False,False
2,165,operator_table_2x2,operator_table_2x2,cm_quotient,OR,NOR,OR,NOR,TRUE,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,11;10,00;01,11;11,0.0,0.0,0.0,0.0,3,1,0,3,1,4,False,False,0.0,,False,False,False,False
2,166,operator_table_2x2,operator_table_2x2,cm_quotient,OR,X_AND_NOT_Y,R,FALSE,R,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;10,00;00,10;10,0.0,0.0,0.0,0.0,3,1,1,2,0,2,True,False,0.3333333333333333,,False,False,False,False
2,167,operator_table_2x2,operator_table_2x2,cm_quotient,OR,NOT_X_AND_Y,L,FALSE,L,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,11;00,00;00,11;00,0.0,0.0,0.0,0.0,3,1,1,2,0,2,True,False,0.3333333333333333,,False,False,False,False
2,168,operator_table_2x2,operator_table_2x2,cm_quotient,OR,IMP,X_AND_NOT_Y,NOR,NOT_R,R,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;01,01;01,0.0,0.0,0.0,0.0,3,3,2,1,1,2,False,False,0.5,,False,False,False,False
2,169,operator_table_2x2,operator_table_2x2,cm_quotient,OR,RIMP,NOT_X_AND_Y,NOR,NOT_L,L,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,00;01,00;11,0.0,0.0,0.0,0.0,3,3,2,1,1,2,False,False,0.5,,False,False,False,False
2,170,operator_table_2x2,operator_table_2x2,cm_quotient,OR,OR,FALSE,FALSE,FALSE,OR,True,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;00,00;00,0.0,0.0,0.0,0.0,3,3,3,0,0,0,True,True,1.0,,True,True,True,True
2,171,operator_table_2x2,operator_table_2x2,cm_quotient,OR,NAND,AND,NOR,EQV,XOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,00;01,10;01,0.0,0.0,0.0,0.0,3,3,2,1,1,2,False,False,0.5,,False,False,False,False
2,172,operator_table_2x2,operator_table_2x2,cm_quotient,OR,R,X_AND_NOT_Y,FALSE,X_AND_NOT_Y,R,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;00,01;00,0.0,0.0,0.0,0.0,3,2,2,1,0,1,True,False,0.6666666666666666,,False,False,False,False
2,173,operator_table_2x2,operator_table_2x2,cm_quotient,OR,NOT_R,R,NOR,IMP,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;10,00;01,10;11,0.0,0.0,0.0,0.0,3,2,1,2,1,3,False,False,0.25,,False,False,False,False
2,174,operator_table_2x2,operator_table_2x2,cm_quotient,OR,L,NOT_X_AND_Y,FALSE,NOT_X_AND_Y,L,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,00;00,00;10,0.0,0.0,0.0,0.0,3,2,2,1,0,1,True,False,0.6666666666666666,,False,False,False,False
2,175,operator_table_2x2,operator_table_2x2,cm_quotient,OR,NOT_L,L,NOR,RIMP,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,11;00,00;01,11;01,0.0,0.0,0.0,0.0,3,2,1,2,1,3,False,False,0.25,,False,False,False,False
2,176,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,TRUE,FALSE,AND,AND,NAND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,10;00,10;00,0.0,0.0,0.0,0.0,3,4,3,0,1,1,False,True,0.75,,False,False,False,False
2,177,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,FALSE,NAND,FALSE,NAND,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;11,00;00,01;11,0.0,0.0,0.0,0.0,3,0,0,3,0,3,True,False,0.0,,False,False,False,False
2,178,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,EQV,XOR,AND,OR,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;10,10;00,11;10,0.0,0.0,0.0,0.0,3,2,1,2,1,3,False,False,0.25,,False,False,False,False
2,179,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,XOR,NOR,FALSE,NOR,XOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,00;00,00;01,0.0,0.0,0.0,0.0,3,2,2,1,0,1,True,False,0.6666666666666666,,False,False,False,False
2,180,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,AND,NAND,AND,TRUE,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;11,10;00,11;11,0.0,0.0,0.0,0.0,3,1,0,3,1,4,False,False,0.0,,False,False,False,False
2,181,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,NOR,XOR,FALSE,XOR,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;10,00;00,01;10,0.0,0.0,0.0,0.0,3,1,1,2,0,2,True,False,0.3333333333333333,,False,False,False,False
2,182,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,X_AND_NOT_Y,NOT_L,FALSE,NOT_L,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;11,00;00,00;11,0.0,0.0,0.0,0.0,3,1,1,2,0,2,True,False,0.3333333333333333,,False,False,False,False
2,183,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,NOT_X_AND_Y,NOT_R,FALSE,NOT_R,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;01,00;00,01;01,0.0,0.0,0.0,0.0,3,1,1,2,0,2,True,False,0.3333333333333333,,False,False,False,False
2,184,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,IMP,X_AND_NOT_Y,AND,L,NOT_L,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,10;00,11;00,0.0,0.0,0.0,0.0,3,3,2,1,1,2,False,False,0.5,,False,False,False,False
2,185,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,RIMP,NOT_X_AND_Y,AND,R,NOT_R,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,10;00,10;10,0.0,0.0,0.0,0.0,3,3,2,1,1,2,False,False,0.5,,False,False,False,False
2,186,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,OR,NOR,AND,EQV,XOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,10;00,10;01,0.0,0.0,0.0,0.0,3,3,2,1,1,2,False,False,0.5,,False,False,False,False
2,187,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,NAND,FALSE,FALSE,FALSE,NAND,True,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;00,00;00,0.0,0.0,0.0,0.0,3,3,3,0,0,0,True,True,1.0,,True,True,True,True
2,188,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,R,NOT_R,AND,RIMP,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;01,10;00,11;01,0.0,0.0,0.0,0.0,3,2,1,2,1,3,False,False,0.25,,False,False,False,False
2,189,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,NOT_R,NOT_X_AND_Y,FALSE,NOT_X_AND_Y,NOT_R,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,00;00,00;10,0.0,0.0,0.0,0.0,3,2,2,1,0,1,True,False,0.6666666666666666,,False,False,False,False
2,190,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,L,NOT_L,AND,IMP,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;11,10;00,10;11,0.0,0.0,0.0,0.0,3,2,1,2,1,3,False,False,0.25,,False,False,False,False
2,191,operator_table_2x2,operator_table_2x2,cm_quotient,NAND,NOT_L,X_AND_NOT_Y,FALSE,X_AND_NOT_Y,NOT_L,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;00,01;00,0.0,0.0,0.0,0.0,3,2,2,1,0,1,True,False,0.6666666666666666,,False,False,False,False
2,192,operator_table_2x2,operator_table_2x2,cm_quotient,R,TRUE,FALSE,NOT_R,NOT_R,R,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,01;01,01;01,0.0,0.0,0.0,0.0,2,4,2,0,2,2,False,True,0.5,,False,False,False,False
2,193,operator_table_2x2,operator_table_2x2,cm_quotient,R,FALSE,R,FALSE,R,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;10,00;00,10;10,0.0,0.0,0.0,0.0,2,0,0,2,0,2,True,False,0.0,,False,False,False,False
2,194,operator_table_2x2,operator_table_2x2,cm_quotient,R,EQV,NOT_X_AND_Y,NOR,NOT_L,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,00;01,00;11,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,195,operator_table_2x2,operator_table_2x2,cm_quotient,R,XOR,AND,X_AND_NOT_Y,L,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,01;00,11;00,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,196,operator_table_2x2,operator_table_2x2,cm_quotient,R,AND,NOT_X_AND_Y,FALSE,NOT_X_AND_Y,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,00;00,00;10,0.0,0.0,0.0,0.0,2,1,1,1,0,1,True,False,0.5,,False,False,False,False
2,197,operator_table_2x2,operator_table_2x2,cm_quotient,R,NOR,R,NOR,IMP,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;10,00;01,10;11,0.0,0.0,0.0,0.0,2,1,0,2,1,3,False,False,0.0,,False,False,False,False
2,198,operator_table_2x2,operator_table_2x2,cm_quotient,R,X_AND_NOT_Y,R,X_AND_NOT_Y,OR,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;10,01;00,11;10,0.0,0.0,0.0,0.0,2,1,0,2,1,3,False,False,0.0,,False,False,False,False
2,199,operator_table_2x2,operator_table_2x2,cm_quotient,R,NOT_X_AND_Y,AND,FALSE,AND,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,00;00,10;00,0.0,0.0,0.0,0.0,2,1,1,1,0,1,True,False,0.5,,False,False,False,False
2,200,operator_table_2x2,operator_table_2x2,cm_quotient,R,IMP,FALSE,NOR,NOR,R,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;01,00;01,0.0,0.0,0.0,0.0,2,3,2,0,1,1,False,True,0.6666666666666666,,False,False,False,False
2,201,operator_table_2x2,operator_table_2x2,cm_quotient,R,RIMP,NOT_X_AND_Y,NOT_R,NAND,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,01;01,01;11,0.0,0.0,0.0,0.0,2,3,1,1,2,3,False,False,0.25,,False,False,False,False
2,202,operator_table_2x2,operator_table_2x2,cm_quotient,R,OR,FALSE,X_AND_NOT_Y,X_AND_NOT_Y,R,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,01;00,01;00,0.0,0.0,0.0,0.0,2,3,2,0,1,1,False,True,0.6666666666666666,,False,False,False,False
2,203,operator_table_2x2,operator_table_2x2,cm_quotient,R,NAND,AND,NOT_R,RIMP,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,01;01,11;01,0.0,0.0,0.0,0.0,2,3,1,1,2,3,False,False,0.25,,False,False,False,False
2,204,operator_table_2x2,operator_table_2x2,cm_quotient,R,R,FALSE,FALSE,FALSE,R,True,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;00,00;00,0.0,0.0,0.0,0.0,2,2,2,0,0,0,True,True,1.0,,True,True,True,True
2,205,operator_table_2x2,operator_table_2x2,cm_quotient,R,NOT_R,R,NOT_R,TRUE,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;10,01;01,11;11,0.0,0.0,0.0,0.0,2,2,0,2,2,4,False,False,0.0,,False,False,False,False
2,206,operator_table_2x2,operator_table_2x2,cm_quotient,R,L,NOT_X_AND_Y,X_AND_NOT_Y,XOR,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,01;00,01;10,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,207,operator_table_2x2,operator_table_2x2,cm_quotient,R,NOT_L,AND,NOR,EQV,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,00;01,10;01,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,208,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,TRUE,FALSE,R,R,NOT_R,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,10;10,10;10,0.0,0.0,0.0,0.0,2,4,2,0,2,2,False,True,0.5,,False,False,False,False
2,209,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,FALSE,NOT_R,FALSE,NOT_R,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;01,00;00,01;01,0.0,0.0,0.0,0.0,2,0,0,2,0,2,True,False,0.0,,False,False,False,False
2,210,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,EQV,X_AND_NOT_Y,AND,L,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,10;00,11;00,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,211,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,XOR,NOR,NOT_X_AND_Y,NOT_L,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,00;10,00;11,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,212,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,AND,NOT_R,AND,RIMP,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;01,10;00,11;01,0.0,0.0,0.0,0.0,2,1,0,2,1,3,False,False,0.0,,False,False,False,False
2,213,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,NOR,X_AND_NOT_Y,FALSE,X_AND_NOT_Y,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;00,01;00,0.0,0.0,0.0,0.0,2,1,1,1,0,1,True,False,0.5,,False,False,False,False
2,214,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,X_AND_NOT_Y,NOR,FALSE,NOR,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,00;00,00;01,0.0,0.0,0.0,0.0,2,1,1,1,0,1,True,False,0.5,,False,False,False,False
2,215,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,NOT_X_AND_Y,NOT_R,NOT_X_AND_Y,NAND,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;01,00;10,01;11,0.0,0.0,0.0,0.0,2,1,0,2,1,3,False,False,0.0,,False,False,False,False
2,216,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,IMP,X_AND_NOT_Y,R,OR,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,10;10,11;10,0.0,0.0,0.0,0.0,2,3,1,1,2,3,False,False,0.25,,False,False,False,False
2,217,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,RIMP,FALSE,AND,AND,NOT_R,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,10;00,10;00,0.0,0.0,0.0,0.0,2,3,2,0,1,1,False,True,0.6666666666666666,,False,False,False,False
2,218,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,OR,NOR,R,IMP,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,10;10,10;11,0.0,0.0,0.0,0.0,2,3,1,1,2,3,False,False,0.25,,False,False,False,False
2,219,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,NAND,FALSE,NOT_X_AND_Y,NOT_X_AND_Y,NOT_R,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;10,00;10,0.0,0.0,0.0,0.0,2,3,2,0,1,1,False,True,0.6666666666666666,,False,False,False,False
2,220,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,R,NOT_R,R,TRUE,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;01,10;10,11;11,0.0,0.0,0.0,0.0,2,2,0,2,2,4,False,False,0.0,,False,False,False,False
2,221,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,NOT_R,FALSE,FALSE,FALSE,NOT_R,True,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;00,00;00,0.0,0.0,0.0,0.0,2,2,2,0,0,0,True,True,1.0,,True,True,True,True
2,222,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,L,NOR,AND,EQV,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,10;00,10;01,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,223,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_R,NOT_L,X_AND_NOT_Y,NOT_X_AND_Y,XOR,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;10,01;10,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,224,operator_table_2x2,operator_table_2x2,cm_quotient,L,TRUE,FALSE,NOT_L,NOT_L,L,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;11,00;11,0.0,0.0,0.0,0.0,2,4,2,0,2,2,False,True,0.5,,False,False,False,False
2,225,operator_table_2x2,operator_table_2x2,cm_quotient,L,FALSE,L,FALSE,L,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,11;00,00;00,11;00,0.0,0.0,0.0,0.0,2,0,0,2,0,2,True,False,0.0,,False,False,False,False
2,226,operator_table_2x2,operator_table_2x2,cm_quotient,L,EQV,X_AND_NOT_Y,NOR,NOT_R,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;01,01;01,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,227,operator_table_2x2,operator_table_2x2,cm_quotient,L,XOR,AND,NOT_X_AND_Y,R,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,00;10,10;10,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,228,operator_table_2x2,operator_table_2x2,cm_quotient,L,AND,X_AND_NOT_Y,FALSE,X_AND_NOT_Y,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;00,01;00,0.0,0.0,0.0,0.0,2,1,1,1,0,1,True,False,0.5,,False,False,False,False
2,229,operator_table_2x2,operator_table_2x2,cm_quotient,L,NOR,L,NOR,RIMP,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,11;00,00;01,11;01,0.0,0.0,0.0,0.0,2,1,0,2,1,3,False,False,0.0,,False,False,False,False
