n_vars,expr_style,family_variant_style,family_size,family_reuse_ratio_median,family_unique_subtree_hashes_median,family_repeated_subtree_hash_count_median,family_max_subtree_reuse_count_median,family_bitset_total_time_s_median,family_cm_no_cache_total_time_s_median,family_cm_cache_total_time_s_median,family_robdd_build_total_time_s_median,speedup_cm_cache_vs_cm_no_cache_median,ratio_cm_cache_over_bitset_median,ratio_cm_no_cache_over_bitset_median,family_cm_cache_persistent_hits_total_median,family_cm_cache_persistent_misses_total_median,family_bitset_ok_rate_median,family_cm_no_cache_ok_rate_median,family_cm_cache_ok_rate_median,family_robdd_ok_rate_median,family_robdd_backend,trials,max_depth
4,mixed_no_constants,composition_mix,10,0.8421273463378727,123.5,41.5,113.5,0.0003991000121459365,0.008349249954335392,0.008875799947418272,0.005371550214476883,0.9322294201192347,22.1731124967258,20.82518583349202,120.5,123.5,1.0,1.0,1.0,1.0,dd.autoref,2,4
8,mixed_no_constants,composition_mix,10,0.834248436103664,124.0,45.5,71.0,0.00036655005533248186,0.015173299820162356,0.014025400043465197,0.015797050087712705,1.0823626835337326,38.260771372100535,41.410728648420715,113.0,124.0,1.0,1.0,1.0,1.0,dd.autoref,2,4
