n_vars,trial,expr_style,equiv_pair_style,equiv_expected,expr_pair_unique_var_count,expr_pair_uses_all_vars,expr_f_depth,expr_f_node_count,expr_f_unique_var_count,expr_f_structural_hash_if_available,expr_g_depth,expr_g_node_count,expr_g_unique_var_count,expr_g_structural_hash_if_available,tt_f_density,tt_g_density,equiv_reference_result,equiv_correctness_reference,equiv_tt_f_available,equiv_tt_g_available,equiv_tt_source,robdd_equiv_build_f_time_s,robdd_equiv_build_g_time_s,robdd_equiv_build_total_time_s,robdd_equiv_compare_time_s,robdd_equiv_compare_repeat,robdd_equiv_compare_per_call_time_s,robdd_equiv_total_time_s,robdd_equiv_result,robdd_equiv_ok,robdd_equiv_status,robdd_equiv_error,robdd_equiv_nodes_f,robdd_equiv_nodes_g,robdd_equiv_nodes_manager,robdd_equiv_backend,robdd_equiv_backend_module,robdd_equiv_backend_class,robdd_equiv_backend_preference,robdd_equiv_order_policy,robdd_equiv_order_seed,robdd_equiv_order_sweeps,robdd_equiv_order_used,robdd_equiv_reorder_requested,robdd_equiv_reorder_used,robdd_equiv_reorder_method,bitset_equiv_eval_f_time_s,bitset_equiv_eval_g_time_s,bitset_equiv_eval_total_time_s,bitset_equiv_compare_time_s,bitset_equiv_total_time_s,bitset_equiv_result,bitset_equiv_ok,bitset_equiv_status,bitset_equiv_error,cm_equiv_compile_f_time_s,cm_equiv_compile_g_time_s,cm_equiv_compile_total_time_s,cm_equiv_eval_f_time_s,cm_equiv_eval_g_time_s,cm_equiv_eval_total_time_s,cm_equiv_compare_time_s,cm_equiv_total_time_s,cm_equiv_result,cm_equiv_ok,cm_equiv_status,cm_equiv_error,cm_equiv_final_repr_f,cm_equiv_final_repr_g,cm_equiv_final_cm_materialized_f,cm_equiv_final_cm_materialized_g,cm_equiv_live_vars_max_f,cm_equiv_live_vars_max_g,cm_equiv_structural_same,sympy_equiv_time_s,sympy_equiv_result,sympy_equiv_ok,sympy_equiv_status,sympy_equiv_error,expr_depth_actual,expr_node_count
3,0,ordinary,rewritten_equiv,True,1,False,2,2,1,4c636c420ece85a5a0c15d93a9bdc73c,4,4,1,5602e8d4fadc1d2017252ee2baa61a84,0.5,0.5,True,eval_expr_tt,True,True,eval_expr_tt,0.0001888999995571794,0.00011009999980160501,0.0002989999993587844,0.00030920000062906183,1000,3.092000006290618e-07,0.0006081999999878462,True,True,ok,,2,2,2,dd.autoref,dd.autoref,BDD,auto,fixed,3150,1,"x0,x1,x2",False,False,sift,7.900000127847306e-06,4.400000761961564e-06,1.2300000889808871e-05,5.999991117278114e-07,1.2900000001536682e-05,True,True,ok,,8.650000017951243e-05,4.0699998862692155e-05,0.00012719999904220458,5.839999903400894e-05,2.5000001187436283e-05,8.340000022144523e-05,3.4000004234258085e-06,0.00021399999968707561,True,True,ok,,2,2,0,0,1,1,True,,,,skipped,,2,2
