n_vars,trial,expr_style,equiv_pair_style,equiv_expected,expr_pair_unique_var_count,expr_pair_uses_all_vars,expr_f_depth,expr_f_node_count,expr_f_unique_var_count,expr_f_structural_hash_if_available,expr_g_depth,expr_g_node_count,expr_g_unique_var_count,expr_g_structural_hash_if_available,tt_f_density,tt_g_density,equiv_reference_result,robdd_equiv_build_f_time_s,robdd_equiv_build_g_time_s,robdd_equiv_build_total_time_s,robdd_equiv_compare_time_s,robdd_equiv_compare_repeat,robdd_equiv_compare_per_call_time_s,robdd_equiv_total_time_s,robdd_equiv_result,robdd_equiv_ok,robdd_equiv_status,robdd_equiv_error,robdd_equiv_nodes_f,robdd_equiv_nodes_g,robdd_equiv_nodes_manager,robdd_equiv_backend,robdd_equiv_backend_module,robdd_equiv_backend_class,robdd_equiv_backend_preference,robdd_equiv_order_policy,robdd_equiv_order_seed,robdd_equiv_order_sweeps,robdd_equiv_order_used,robdd_equiv_reorder_requested,robdd_equiv_reorder_used,robdd_equiv_reorder_method,bitset_equiv_eval_f_time_s,bitset_equiv_eval_g_time_s,bitset_equiv_eval_total_time_s,bitset_equiv_compare_time_s,bitset_equiv_total_time_s,bitset_equiv_result,bitset_equiv_ok,bitset_equiv_status,bitset_equiv_error,cm_equiv_compile_f_time_s,cm_equiv_compile_g_time_s,cm_equiv_compile_total_time_s,cm_equiv_eval_f_time_s,cm_equiv_eval_g_time_s,cm_equiv_eval_total_time_s,cm_equiv_compare_time_s,cm_equiv_total_time_s,cm_equiv_result,cm_equiv_ok,cm_equiv_status,cm_equiv_error,cm_equiv_final_repr_f,cm_equiv_final_repr_g,cm_equiv_final_cm_materialized_f,cm_equiv_final_cm_materialized_g,cm_equiv_live_vars_max_f,cm_equiv_live_vars_max_g,cm_equiv_structural_same,sympy_equiv_time_s,sympy_equiv_result,sympy_equiv_ok,sympy_equiv_status,sympy_equiv_error,expr_depth_actual,expr_node_count
3,0,ordinary,rewritten_equiv,True,1,False,2,2,1,4c636c420ece85a5a0c15d93a9bdc73c,4,4,1,5602e8d4fadc1d2017252ee2baa61a84,0.5,0.5,True,6.140000004961621e-05,2.8500000553322025e-05,8.990000060293823e-05,0.0003177999997205916,1000,3.1779999972059157e-07,0.0004077000003235298,True,True,ok,,2,2,2,dd.autoref,dd.autoref,BDD,auto,fixed,3150,1,"x0,x1,x2",False,False,sift,1.2800000149582047e-05,4.499999704421498e-06,1.7299999854003545e-05,6.999998731771484e-07,1.7999999727180693e-05,True,True,ok,,6.52999997328152e-05,4.149999949731864e-05,0.00010679999923013384,6.690000009257346e-05,2.4500000108673703e-05,9.140000020124717e-05,2.999999196617864e-06,0.00020119999862799887,True,True,ok,,2,2,0,0,1,1,True,0.0006283000002440531,True,True,ok,,2,2
