n_vars,equiv_pair_style,equiv_expected,expr_f_depth_median,expr_g_depth_median,expr_f_node_count_median,expr_g_node_count_median,expr_f_unique_var_count_median,expr_g_unique_var_count_median,expr_pair_unique_var_count_median,expr_pair_uses_all_vars_all,tt_f_density_median,tt_g_density_median,robdd_equiv_build_f_time_s_median,robdd_equiv_build_g_time_s_median,robdd_equiv_build_total_time_s_median,robdd_equiv_compare_per_call_time_s_median,robdd_equiv_total_time_s_median,robdd_equiv_nodes_f_median,robdd_equiv_nodes_g_median,robdd_equiv_nodes_manager_median,robdd_equiv_ok_all,robdd_equiv_status,robdd_equiv_backend,bitset_equiv_eval_total_time_s_median,bitset_equiv_compare_time_s_median,bitset_equiv_total_time_s_median,bitset_equiv_ok_all,bitset_equiv_status,cm_equiv_compile_total_time_s_median,cm_equiv_eval_total_time_s_median,cm_equiv_compare_time_s_median,cm_equiv_total_time_s_median,cm_equiv_ok_all,cm_equiv_status,sympy_equiv_time_s_median,sympy_equiv_ok_all,sympy_equiv_status,trials,backend_robdd_equiv,backend_bitset_equiv,backend_cm_equiv,backend_sympy_equiv,expr_style,max_depth
3,rewritten_equiv,True,2.0,4.0,2.0,4.0,1.0,1.0,1.0,False,0.5,0.5,8.119999984046444e-05,4.309999985707691e-05,0.00012429999969754135,6.165000004330068e-07,0.0007408000001305481,2.0,2.0,2.0,True,ok,dd.autoref,2.0400000721565448e-05,8.999995770864189e-07,2.1300000298651867e-05,True,ok,0.00015139999959501438,9.959999988495838e-05,3.4000004234258085e-06,0.00025439999990339857,True,ok,0.0005179999998290441,True,ok,1,True,True,True,True,ordinary,2
