n_vars,round,order,null_backend_total_s,trace_backend_total_s,null_wrapper_total_s,trace_wrapper_total_s,trace_over_null_ratio,trace_minus_null_s,exact_match
8,0,null-trace,0.0005048000020906329,0.0004927999689243734,0.0005145000177435577,0.0008313999860547483,1.6159377208595997,0.0003168999683111906,True
8,1,trace-null,0.0004951999871991575,0.0005139000131748617,0.0005015999777242541,0.0007320000440813601,1.4593302962301253,0.00023040006635710597,True
8,2,null-trace,0.0005885999999009073,0.0005166999762877822,0.000595899997279048,0.000756499997805804,1.2695083088774546,0.00016060000052675605,True
8,3,trace-null,0.0005992000224068761,0.0005239000311121345,0.0006069000228308141,0.0007874000002630055,1.2974130345065245,0.00018049997743219137,True
8,4,null-trace,0.0006556999869644642,0.0005382000235840678,0.0006633999873884022,0.000786100048571825,1.184956381543591,0.0001227000611834228,True
8,5,trace-null,0.0005513000069186091,0.000533199985511601,0.0005583000020124018,0.0010411000112071633,1.8647680592056255,0.0004828000091947615,True
8,6,null-trace,0.0005280000041238964,0.0005205999477766454,0.0005337000475265086,0.0007372999680228531,1.3814875442487793,0.00020359992049634457,True
8,7,trace-null,0.000514000013936311,0.0005354000022634864,0.000519599998369813,0.0007366999634541571,1.4178213351914377,0.00021709996508434415,True
8,8,null-trace,0.0005088999751023948,0.0005078999674879014,0.000514000013936311,0.0007172999903559685,1.395525235228589,0.00020329997641965747,True
8,9,trace-null,0.0005209999508224428,0.0005146999610587955,0.0005262999911792576,0.0007098999922163785,1.3488504733312578,0.00018360000103712082,True
8,10,null-trace,0.0005242000333964825,0.0006308000301942229,0.0005295000155456364,0.0009931999957188964,1.8757317593190792,0.00046369998017326,True
8,11,trace-null,0.0005352000589482486,0.0005508000031113625,0.000541199988219887,0.0007630999898537993,1.410014793909706,0.00022190000163391232,True
8,12,null-trace,0.0005273999995552003,0.0006407000473700464,0.000532899983227253,0.000889300019480288,1.6687934837127771,0.00035640003625303507,True
8,13,trace-null,0.0005637999856844544,0.0005675000138580799,0.0005700000328943133,0.0008034000056795776,1.4094736128349314,0.00023339997278526425,True
8,14,null-trace,0.000528500007931143,0.0005256999866105616,0.0005339999916031957,0.0007430000114254653,1.391385811064906,0.00020900001982226968,True
8,15,trace-null,0.0005604999605566263,0.000541799992788583,0.0005672000115737319,0.0008249999955296516,1.4545133615929196,0.00025779998395591974,True
8,16,null-trace,0.0005744000081904233,0.0005526000168174505,0.0005806999979540706,0.0008027000003494322,1.3822972329559409,0.00022200000239536166,True
8,17,trace-null,0.0005498999962583184,0.0005429000011645257,0.0005556000396609306,0.0007593999616801739,1.3668104886090675,0.00020379992201924324,True
8,18,null-trace,0.0005468000308610499,0.0005262999911792576,0.0005530000198632479,0.0007459999760612845,1.3490053332109535,0.00019299995619803667,True
8,19,trace-null,0.0006051000091247261,0.0005437000072561204,0.0006127000087872148,0.000818900007288903,1.3365431623052249,0.00020619999850168824,True
