corpus,id,live_k,ambient_n,op_family,shape,current_engine,cm_wrapper_ns_median,raw_current_ns_median,cm_wrapper_over_raw_current,cm_flat_ns_median,cm_words_ns_median,raw_flat_ns_median,raw_words_ns_median,packed_sha256,packed_equal_all_arms,batch,rounds
b4,b4-k16-impeqv_dom-tree-e8f2b17bc687,16,16,impeqv_dom,tree,words,87000.0,62140.0,1.400064370775668,121100.0,61500.0,120480.0,66940.0,f34ccea8f4207e4c2911132f497a2011bae9b60d87ac450aaba9658a05c39d6b,True,5,5
b4,b4-k16-impeqv_dom-tree-e8f2b17bc687,16,20,impeqv_dom,tree,words,75280.0,61640.0,1.2212848799480858,111240.0,58480.0,110400.0,57260.0,f34ccea8f4207e4c2911132f497a2011bae9b60d87ac450aaba9658a05c39d6b,True,5,5
b4,b4-k16-impeqv_dom-tree-e8f2b17bc687,16,24,impeqv_dom,tree,words,79920.0,59000.0,1.3545762711864406,111780.0,58280.0,111960.0,60340.0,f34ccea8f4207e4c2911132f497a2011bae9b60d87ac450aaba9658a05c39d6b,True,5,5
b4,b4-k16-impeqv_dom-shared-e99fa645e56f,16,16,impeqv_dom,shared,words,99100.0,120500.0,0.8224066390041493,169520.0,80840.0,238000.0,122600.0,5ea1738aec3cdb44c3738da5cb0360c64d34b37e30d0513696bf11f50671ba93,True,5,5
b4,b4-k16-impeqv_dom-shared-e99fa645e56f,16,20,impeqv_dom,shared,words,106440.0,135080.0,0.7879774948178857,171280.0,87120.0,223000.0,116820.0,5ea1738aec3cdb44c3738da5cb0360c64d34b37e30d0513696bf11f50671ba93,True,5,5
b4,b4-k16-impeqv_dom-shared-e99fa645e56f,16,24,impeqv_dom,shared,words,95780.0,120320.0,0.7960438829787234,159040.0,80480.0,233040.0,121520.0,5ea1738aec3cdb44c3738da5cb0360c64d34b37e30d0513696bf11f50671ba93,True,5,5
b4,b4-k16-mixed-tree-1a32ec4e774b,16,16,mixed,tree,words,75740.0,59740.0,1.2678272514228324,71520.0,57860.0,72460.0,58220.0,3415d1f4d1c6bbc5eebc32a426fbf05984a23c3baa2a116928ee575577748dad,True,5,5
b4,b4-k16-mixed-tree-1a32ec4e774b,16,20,mixed,tree,words,72820.0,59120.0,1.2317320703653587,71440.0,56580.0,71240.0,58100.0,3415d1f4d1c6bbc5eebc32a426fbf05984a23c3baa2a116928ee575577748dad,True,5,5
b4,b4-k16-mixed-tree-1a32ec4e774b,16,24,mixed,tree,words,78660.0,58620.0,1.3418628454452406,75420.0,56840.0,72160.0,56200.0,3415d1f4d1c6bbc5eebc32a426fbf05984a23c3baa2a116928ee575577748dad,True,5,5
b4,b4-k16-mixed-shared-53b17b68c3f4,16,16,mixed,shared,words,85120.0,96880.0,0.8786127167630058,111820.0,69600.0,164000.0,99660.0,429f1bf7f7d888e276b72b8eb279d92843030c475661ddee10c10f18895a7dd0,True,5,5
b4,b4-k16-mixed-shared-53b17b68c3f4,16,20,mixed,shared,words,87720.0,100600.0,0.8719681908548708,100620.0,67460.0,148140.0,95860.0,429f1bf7f7d888e276b72b8eb279d92843030c475661ddee10c10f18895a7dd0,True,5,5
b4,b4-k16-mixed-shared-53b17b68c3f4,16,24,mixed,shared,words,87880.0,97440.0,0.9018883415435139,102380.0,69140.0,158020.0,100680.0,429f1bf7f7d888e276b72b8eb279d92843030c475661ddee10c10f18895a7dd0,True,5,5
