corpus,id,live_k,ambient_n,op_family,shape,current_engine,cm_wrapper_ns_median,raw_current_ns_median,cm_wrapper_over_raw_current,cm_flat_ns_median,cm_words_ns_median,raw_flat_ns_median,raw_words_ns_median,packed_sha256,packed_equal_all_arms,batch,rounds
b2,b2-k12-impeqv_dom-tree-4-d18fdd8343dc,12,12,impeqv_dom,tree,flat,26940.0,13580.0,1.98379970544919,13900.0,25044.0,13288.0,24964.0,5023ff3d5a8388df2f16269410d8c0f53d8424ec6b906f93eede58371eb3e700,True,25,5
b2,b2-k12-impeqv_dom-shared-1-a0a2c0931e69,12,12,impeqv_dom,shared,flat,34968.0,31608.0,1.1063022019741837,21636.0,35424.0,30816.0,54560.0,c7b32fa81162ac5c89f652db28dbb2a74603fa55ad809e80665fb863c0b85982,True,25,5
b2,b2-k12-impeqv_dom-shared-2-1385a0b1080c,12,12,impeqv_dom,shared,flat,27700.0,20308.0,1.3639944849320464,15772.0,27848.0,20128.0,40232.0,ed2456209e3c9c214dd3fb32696b3d14e49809d467d353e0e4491ef7597972ed,True,25,5
b2,b2-k12-impeqv_dom-shared-3-c60cc82b0720,12,12,impeqv_dom,shared,flat,30552.0,23940.0,1.276190476190476,18296.0,32268.0,23964.0,45788.0,1f5e30ff999fd78ba6cf030159d9c0aa183021f5f490ffadb04748179aa955dc,True,25,5
b2,b2-k12-impeqv_dom-shared-4-5d7fc59cbaf7,12,12,impeqv_dom,shared,flat,31212.0,22624.0,1.3795968882602545,19152.0,33436.0,22168.0,43396.0,65e35349e4a9010a3b6bc75bb6cd6e9387358c2ab01c9eb392d787a38e96b7ea,True,25,5
b2,b2-k12-mixed-tree-1-ddb82bdf8146,12,12,mixed,tree,flat,21400.0,7376.0,2.901301518438178,7884.0,16696.0,7148.0,17088.0,9c8b248d77b14f016a5c8523895940246703d3753efb78809b5f7a0d630e976e,True,25,5
b2,b2-k12-mixed-tree-2-380dba915931,12,12,mixed,tree,flat,19780.0,7284.0,2.71554091158704,7848.0,17284.0,7144.0,17956.0,357ab1032ff9d89f13986c91b214ecdee357db539ccc245df471924319d0755c,True,25,5
b2,b2-k12-mixed-tree-3-e56bca913be9,12,12,mixed,tree,flat,22240.0,9308.0,2.3893425010743448,9916.0,21252.0,9096.0,21852.0,83f7f5180404aaff1e4d42351c83fa2c083c68d3179ba35daa204ccc350af1fc,True,25,5
b2,b2-k12-mixed-tree-4-4769a3d3ef25,12,12,mixed,tree,flat,23096.0,10688.0,2.160928143712575,10876.0,19812.0,10416.0,21428.0,3e999714a42c4f044b430b8cc40abb720d38493759d9fe0cc549d769e03d9ad9,True,25,5
b2,b2-k12-mixed-shared-1-f8b45cd2b4da,12,12,mixed,shared,flat,27640.0,19508.0,1.416854623744105,13984.0,34364.0,19052.0,53012.0,58d74552627d4b7e9c125d6eb17b2f852862824480487ffbd2d2855002864947,True,25,5
b2,b2-k12-mixed-shared-2-50e3ef4d7ce9,12,12,mixed,shared,flat,25792.0,16792.0,1.5359695092901382,12888.0,29720.0,16356.0,43576.0,7d6ab2fd13b177da1853d5aba62e55a9f8bd1d2f9b1c5a128c5194b40f2544ca,True,25,5
b2,b2-k12-mixed-shared-3-b8fa1dce4b0b,12,12,mixed,shared,flat,22584.0,23540.0,0.9593882752761257,10008.0,22468.0,22832.0,51140.0,d170e5645e8911a3ecb37073163e94e81699b620f5d1a07eeb2d13301d1a8f3d,True,25,5
b2,b2-k12-mixed-shared-4-b5d9843db5e5,12,12,mixed,shared,flat,26164.0,17116.0,1.5286281841551765,13096.0,30392.0,17092.0,55900.0,f056e6820013d8b35a3a4a56d4b2e9cece0e03cb2be1884a7fe5b62e6e54439f,True,25,5
b2,b2-k16-xor_dom-tree-1-2f5ce8a982ff,16,16,xor_dom,tree,words,60700.0,48880.0,1.2418166939443536,45220.0,45480.0,44420.0,64420.0,018e0ba07f27a37af3716edbabbd12ddb0b4c19c71b3e0d33f1ffc9c32f618c8,True,5,5
b2,b2-k16-xor_dom-tree-2-dc59bd3a0d74,16,16,xor_dom,tree,words,60080.0,44200.0,1.3592760180995476,32320.0,42080.0,30800.0,43300.0,b3ff3aa89347b3ff62d4d5966b626179406588b275bf6df9a7ddf9da6917a985,True,5,5
b2,b2-k16-xor_dom-tree-3-fd0e9542c807,16,16,xor_dom,tree,words,63340.0,55220.0,1.1470481709525535,48280.0,48860.0,52820.0,58020.0,a3955e0d7106bf8d76e35852c93e5943f4d40a0fc2408a3793bffdf25c694402,True,5,5
b2,b2-k16-xor_dom-tree-4-ccf5dc564650,16,16,xor_dom,tree,words,65480.0,52760.0,1.2410917361637603,39460.0,47440.0,40560.0,56920.0,3c793589cc2bebc13af38a7c815bc02ed82fcfd33ae54d0a1d523e95d20eb1e3,True,5,5
b2,b2-k16-xor_dom-shared-1-3867fe1a233b,16,16,xor_dom,shared,words,81700.0,85660.0,0.9537707214569228,64220.0,58320.0,66360.0,81240.0,61793872c60bf17fd180b9da24ec1c27aa496660279f122cdac3f9312e26df04,True,5,5
b2,b2-k16-xor_dom-shared-2-d28a01c0b901,16,16,xor_dom,shared,words,59840.0,66780.0,0.8960766696615753,34140.0,44900.0,51560.0,67420.0,e6bb163b96b1e8d81c66a8d3862f9e8cc469a96a2e0c2c1627b125cc35e0d6c3,True,5,5
b2,b2-k16-xor_dom-shared-3-78849fba8a04,16,16,xor_dom,shared,words,135620.0,148700.0,0.9120376597175521,77620.0,79120.0,60900.0,76320.0,d8a6946aaef5ede9c872cb34102c54b328721c28f85ee042e221cd4e1035b1a3,True,5,5
b2,b2-k16-xor_dom-shared-4-c20fb11b9c87,16,16,xor_dom,shared,words,65180.0,77900.0,0.8367137355584082,65820.0,53820.0,70860.0,76420.0,4ac9c3c0cad97d417ecda5976d75ae28cccf878ef50e0a5b38335576cdd355fc,True,5,5
b2,b2-k16-andor_dom-tree-1-9b69c21027be,16,16,andor_dom,tree,words,89280.0,40980.0,2.178623718887262,28200.0,36680.0,27460.0,66740.0,2ca316eb2f35ea4b8332ebc0581fd6e0804e90ea1114984111640b40d9fcc188,True,5,5
b2,b2-k16-andor_dom-tree-2-4798fd76dd91,16,16,andor_dom,tree,words,77060.0,53040.0,1.452865761689291,56280.0,44880.0,47740.0,45520.0,4460bf05a8bc6256ffcc79d3e2f758a8823b21313048bebf192867527f455313,True,5,5
b2,b2-k16-andor_dom-tree-3-0631f9f38a59,16,16,andor_dom,tree,words,60280.0,41080.0,1.4673807205452776,46360.0,43740.0,43880.0,41220.0,fbe9a08a73ce5575f037a20423fdff198c637108de4103c6866d2a82619d5521,True,5,5
b2,b2-k16-andor_dom-tree-4-63621194d872,16,16,andor_dom,tree,words,90780.0,70500.0,1.2876595744680852,76680.0,89140.0,44380.0,47820.0,17f9d6bb136db54edcc941d09098c3b90ca65b39e4c4efbb1cce0ab98375d033,True,5,5
b2,b2-k16-andor_dom-shared-1-98d2a1ad94ad,16,16,andor_dom,shared,words,70940.0,95900.0,0.7397288842544317,43240.0,66840.0,77380.0,97760.0,61cb2b2132400af1e104646086523433a7a1ab97ee1ca0017395caa45fe33395,True,5,5
b2,b2-k16-andor_dom-shared-2-cf190eb487c4,16,16,andor_dom,shared,words,102600.0,76360.0,1.3436354112100577,69120.0,61900.0,76480.0,81840.0,a27c9206f7b3a6994f380287bd0875302344283e44383b01cd4424959ada4433,True,5,5
b2,b2-k16-andor_dom-shared-3-b995a8e54fc8,16,16,andor_dom,shared,words,79180.0,88920.0,0.8904633378317589,46880.0,56120.0,64380.0,92940.0,a858d9c33bba4c22c5645d0238026ec68895f78131c09866ba049ac1213930f0,True,5,5
b2,b2-k16-andor_dom-shared-4-00fae4d6add7,16,16,andor_dom,shared,words,71540.0,81120.0,0.8819033530571992,55300.0,54580.0,94880.0,83080.0,7b9b7ab938f677f2eeba5f8f4b683b2e08a62006f1718fd09dbd9982634affb7,True,5,5
b2,b2-k16-impeqv_dom-tree-1-e08d580f6edb,16,16,impeqv_dom,tree,words,81500.0,68020.0,1.1981770067627169,132980.0,66000.0,131520.0,65800.0,28939964043b92825c69db3a62cc0fd0e572fe878bc09d6abe48f167e8f38c56,True,5,5
b2,b2-k16-impeqv_dom-tree-2-c47a93c76ff1,16,16,impeqv_dom,tree,words,75200.0,58340.0,1.2889955433664724,107220.0,59680.0,108080.0,59300.0,b02ee6a9490f8f01dae562dfc4eaee99f6b91c56c9a55de5075e040c2c8badb0,True,5,5
b2,b2-k16-impeqv_dom-tree-3-01da67660395,16,16,impeqv_dom,tree,words,82240.0,66000.0,1.246060606060606,117600.0,64200.0,117820.0,66000.0,6eca2c4bc082b0802c1c2ec4897191c392a9aa04049295ebb289b5966f58ca11,True,5,5
b2,b2-k16-impeqv_dom-tree-4-f1d16cc1ccd8,16,16,impeqv_dom,tree,words,72640.0,56020.0,1.296679757229561,109660.0,56740.0,107600.0,56060.0,b2800e59b7e91c0103d66c14b98bd8f6bd2802fc6614fcd1cba5ce28391b0a8d,True,5,5
b2,b2-k16-impeqv_dom-shared-1-37e51ffa951a,16,16,impeqv_dom,shared,words,92000.0,95440.0,0.9639564124057,162320.0,77000.0,193940.0,94820.0,3750f3194b5162b24abdb770fe535cd77b4bef4322b4e5dfa973574f347c175c,True,5,5
b2,b2-k16-impeqv_dom-shared-2-c84cd9722277,16,16,impeqv_dom,shared,words,94580.0,120520.0,0.7847660139395951,177200.0,78660.0,239300.0,123940.0,1c30a6291e46f89c84bcae3dadbeef7d015272b03ccf65928a8dfa7f459ee9b9,True,5,5
b2,b2-k16-impeqv_dom-shared-3-dd3d88c4a1c4,16,16,impeqv_dom,shared,words,85940.0,164820.0,0.5214173037252761,167520.0,71100.0,394480.0,165680.0,5d121794535354beda6ba2813e5aba86727dc7c786f7fc871639de7cbca6eb44,True,5,5
b2,b2-k16-impeqv_dom-shared-4-750f3169f2d6,16,16,impeqv_dom,shared,words,78540.0,114440.0,0.6862984970290108,168780.0,66160.0,262000.0,120700.0,516f91b25b608fbd7314967bd76f9d270ad918c97cc184abb9d442d58cab63a2,True,5,5
b2,b2-k16-mixed-tree-1-d1b5689114e3,16,16,mixed,tree,words,52900.0,40440.0,1.30811078140455,48520.0,37240.0,47920.0,39040.0,cfd9c47fbac4cfe26ed662ae3188f5f7e58968533c6a4898b9d815378ce18e20,True,5,5
b2,b2-k16-mixed-tree-2-9cf5c64922ce,16,16,mixed,tree,words,62200.0,40940.0,1.5192965315095261,42780.0,41780.0,40760.0,43340.0,c4c0eb0b91911ee77095e3f1861624778ca5fc74b348b68586b378949000912b,True,5,5
b2,b2-k16-mixed-tree-3-813773e1451b,16,16,mixed,tree,words,81640.0,62460.0,1.3070765289785462,105520.0,61160.0,101080.0,59360.0,a95812dc6dbc063bb8164d6abbc45375d73fcfc19d0625b01d15b5c6e8414b8e,True,5,5
b2,b2-k16-mixed-tree-4-8eb11693eacf,16,16,mixed,tree,words,69280.0,54260.0,1.2768153335790637,74700.0,55580.0,75920.0,55300.0,4d6d9f055df5a6ee20cb816584dc2ae46a7f5e44347816ed8de2c611a8529f3b,True,5,5
b2,b2-k16-mixed-shared-1-ee24b1b1bb48,16,16,mixed,shared,words,69720.0,81580.0,0.8546212306937975,65800.0,56360.0,85900.0,81700.0,c1e3d8599b12aecc02b1037e39548ef97c9b307728c1dd11c2724784ceae6cb0,True,5,5
b2,b2-k16-mixed-shared-2-bc31f42a45c2,16,16,mixed,shared,words,79660.0,120640.0,0.6603116710875332,83320.0,58980.0,184900.0,120420.0,7a725401fb035c3469721894db466607939804371e65638031032201203731b2,True,5,5
b2,b2-k16-mixed-shared-3-8dda327e304f,16,16,mixed,shared,words,77420.0,88540.0,0.8744070476620737,79020.0,64940.0,116120.0,93540.0,5a5dd23628309d8254036753447cc7855664935af517dc86b3a9c8b57d120b9f,True,5,5
b2,b2-k16-mixed-shared-4-8dafe13fc96b,16,16,mixed,shared,words,70320.0,82680.0,0.8505079825834543,85140.0,55660.0,137560.0,83640.0,2b01e9e55fa763957fceaf6cf7170bb8e75ab3237ef34252d83ab4a5e9c39ccc,True,5,5
b4,b4-k8-xor_dom-tree-ab2bcaf5515c,8,16,xor_dom,tree,flat,16353.0,3294.0,4.96448087431694,3649.0,13941.0,3190.0,14843.0,823aa951aee024175797ffa99d222f8da97c11c52f04fc164a37034077636b58,True,100,5
b4,b4-k8-xor_dom-tree-ab2bcaf5515c,8,20,xor_dom,tree,flat,15465.0,3137.0,4.929869301880778,3435.0,14164.0,2876.0,13508.0,823aa951aee024175797ffa99d222f8da97c11c52f04fc164a37034077636b58,True,100,5
b4,b4-k8-xor_dom-tree-ab2bcaf5515c,8,24,xor_dom,tree,flat,16719.0,3213.0,5.203548085901027,3566.0,14524.0,3144.0,14900.0,823aa951aee024175797ffa99d222f8da97c11c52f04fc164a37034077636b58,True,100,5
b4,b4-k8-xor_dom-shared-97977d46abf4,8,16,xor_dom,shared,flat,14698.0,5196.0,2.8287143956889915,2863.0,12609.0,4910.0,27867.0,017ba139dc30dfb0539cf87bde3bc946b2d0b5ed110d6dc992ae96aeb48b8135,True,100,5
b4,b4-k8-xor_dom-shared-97977d46abf4,8,20,xor_dom,shared,flat,15348.0,5201.0,2.9509709671217075,3035.0,13943.0,4923.0,28111.0,017ba139dc30dfb0539cf87bde3bc946b2d0b5ed110d6dc992ae96aeb48b8135,True,100,5
b4,b4-k8-xor_dom-shared-97977d46abf4,8,24,xor_dom,shared,flat,15669.0,5051.0,3.1021579885171255,2940.0,12988.0,4980.0,28426.0,017ba139dc30dfb0539cf87bde3bc946b2d0b5ed110d6dc992ae96aeb48b8135,True,100,5
b4,b4-k8-andor_dom-tree-1deffbce22ed,8,16,andor_dom,tree,flat,13817.0,2140.0,6.456542056074766,2215.0,8878.0,2000.0,10067.0,1216dd8bfb814cb128b9734bec0c1c5daa4778792a3a78d9a65c1c2a8eb7d712,True,100,5
b4,b4-k8-andor_dom-tree-1deffbce22ed,8,20,andor_dom,tree,flat,13895.0,2135.0,6.508196721311475,2202.0,8767.0,2016.0,10077.0,1216dd8bfb814cb128b9734bec0c1c5daa4778792a3a78d9a65c1c2a8eb7d712,True,100,5
b4,b4-k8-andor_dom-tree-1deffbce22ed,8,24,andor_dom,tree,flat,14037.0,2131.0,6.587048334115439,2171.0,8777.0,2006.0,9897.0,1216dd8bfb814cb128b9734bec0c1c5daa4778792a3a78d9a65c1c2a8eb7d712,True,100,5
b4,b4-k8-andor_dom-shared-ddfd4bb6253b,8,16,andor_dom,shared,flat,18226.0,12501.0,1.4579633629309656,5472.0,23680.0,12145.0,74561.0,21e6cd49b1dabe9dd26edc61b1cde6776927d9a4c3f6022ebe270e6c26d8fccd,True,100,5
b4,b4-k8-andor_dom-shared-ddfd4bb6253b,8,20,andor_dom,shared,flat,18620.0,12608.0,1.4768401015228427,5440.0,23910.0,11965.0,74847.0,21e6cd49b1dabe9dd26edc61b1cde6776927d9a4c3f6022ebe270e6c26d8fccd,True,100,5
b4,b4-k8-andor_dom-shared-ddfd4bb6253b,8,24,andor_dom,shared,flat,18003.0,12334.0,1.4596238041186962,5460.0,23738.0,12381.0,76848.0,21e6cd49b1dabe9dd26edc61b1cde6776927d9a4c3f6022ebe270e6c26d8fccd,True,100,5
b4,b4-k8-impeqv_dom-tree-d790fcb10088,8,16,impeqv_dom,tree,flat,18010.0,4288.0,4.200093283582089,4275.0,17444.0,3795.0,16212.0,355abca755daacfcb02e12760e29610f3937fc96f02a8a36801d06c7752272c6,True,100,5
b4,b4-k8-impeqv_dom-tree-d790fcb10088,8,20,impeqv_dom,tree,flat,16419.0,4088.0,4.016389432485323,4166.0,16465.0,3875.0,16376.0,355abca755daacfcb02e12760e29610f3937fc96f02a8a36801d06c7752272c6,True,100,5
b4,b4-k8-impeqv_dom-tree-d790fcb10088,8,24,impeqv_dom,tree,flat,16647.0,4069.0,4.091177193413615,4239.0,16648.0,3981.0,16699.0,355abca755daacfcb02e12760e29610f3937fc96f02a8a36801d06c7752272c6,True,100,5
b4,b4-k8-impeqv_dom-shared-4bd4845b3576,8,16,impeqv_dom,shared,flat,18490.0,7395.0,2.500338066260987,5634.0,22735.0,7024.0,32954.0,7615702cd3fa4a222f82f10801b889512640175fafd82cd14a65d5b92895e025,True,100,5
b4,b4-k8-impeqv_dom-shared-4bd4845b3576,8,20,impeqv_dom,shared,flat,18365.0,7293.0,2.5181681064034005,5652.0,22991.0,7117.0,33279.0,7615702cd3fa4a222f82f10801b889512640175fafd82cd14a65d5b92895e025,True,100,5
b4,b4-k8-impeqv_dom-shared-4bd4845b3576,8,24,impeqv_dom,shared,flat,17571.0,7266.0,2.418249380677126,5568.0,23510.0,7399.0,35481.0,7615702cd3fa4a222f82f10801b889512640175fafd82cd14a65d5b92895e025,True,100,5
b4,b4-k8-mixed-tree-e2387dd52311,8,16,mixed,tree,flat,16675.0,3207.0,5.1995634549423135,3336.0,12267.0,2920.0,11839.0,a6ffb8e839203583587a595caf3f30754611c071319effcd06249814e0098c42,True,100,5
b4,b4-k8-mixed-tree-e2387dd52311,8,20,mixed,tree,flat,16047.0,3095.0,5.18481421647819,3327.0,12118.0,2994.0,12070.0,a6ffb8e839203583587a595caf3f30754611c071319effcd06249814e0098c42,True,100,5
b4,b4-k8-mixed-tree-e2387dd52311,8,24,mixed,tree,flat,15685.0,3161.0,4.962037329958874,3420.0,12355.0,3032.0,12081.0,a6ffb8e839203583587a595caf3f30754611c071319effcd06249814e0098c42,True,100,5
b4,b4-k8-mixed-shared-af0d30e3fab9,8,16,mixed,shared,flat,17570.0,6530.0,2.6906584992343032,4530.0,21732.0,6241.0,34988.0,fd72235f91772c02350df5deef3c4e1419297226d4cd1f56ef6fb0057cf4caf1,True,100,5
b4,b4-k8-mixed-shared-af0d30e3fab9,8,20,mixed,shared,flat,17677.0,6463.0,2.7351075352003713,4653.0,21730.0,6107.0,34575.0,fd72235f91772c02350df5deef3c4e1419297226d4cd1f56ef6fb0057cf4caf1,True,100,5
b4,b4-k8-mixed-shared-af0d30e3fab9,8,24,mixed,shared,flat,16732.0,6281.0,2.663907021174972,4307.0,20709.0,6085.0,34380.0,fd72235f91772c02350df5deef3c4e1419297226d4cd1f56ef6fb0057cf4caf1,True,100,5
b4,b4-k12-xor_dom-tree-8d4df9a5aa26,12,16,xor_dom,tree,flat,19272.0,5636.0,3.4194464158978,5420.0,13576.0,5400.0,15316.0,21fcd61bfa4cf4bce0a55a11cb66e07a50691ac4939aa18a3c3be22b3fbd521b,True,25,5
b4,b4-k12-xor_dom-tree-8d4df9a5aa26,12,20,xor_dom,tree,flat,18956.0,5628.0,3.3681592039800994,5492.0,13628.0,5464.0,15416.0,21fcd61bfa4cf4bce0a55a11cb66e07a50691ac4939aa18a3c3be22b3fbd521b,True,25,5
b4,b4-k12-xor_dom-tree-8d4df9a5aa26,12,24,xor_dom,tree,flat,19968.0,5688.0,3.5105485232067513,5532.0,13380.0,5416.0,15356.0,21fcd61bfa4cf4bce0a55a11cb66e07a50691ac4939aa18a3c3be22b3fbd521b,True,25,5
b4,b4-k12-xor_dom-shared-221d38307c2c,12,16,xor_dom,shared,flat,19924.0,10744.0,1.8544303797468353,5916.0,18256.0,10536.0,42168.0,7c87f58d0aade6bc2554ac3faaa1b721bcb1db7833fd31f5e6b066cd2c6b3330,True,25,5
b4,b4-k12-xor_dom-shared-221d38307c2c,12,20,xor_dom,shared,flat,19572.0,10848.0,1.8042035398230087,5984.0,18732.0,10656.0,42824.0,7c87f58d0aade6bc2554ac3faaa1b721bcb1db7833fd31f5e6b066cd2c6b3330,True,25,5
b4,b4-k12-xor_dom-shared-221d38307c2c,12,24,xor_dom,shared,flat,20644.0,10760.0,1.9185873605947956,5884.0,18292.0,10572.0,42320.0,7c87f58d0aade6bc2554ac3faaa1b721bcb1db7833fd31f5e6b066cd2c6b3330,True,25,5
b4,b4-k12-andor_dom-tree-c5f4154e06f3,12,16,andor_dom,tree,flat,19840.0,4956.0,4.003228410008071,5576.0,15588.0,4836.0,17440.0,d949c9d8a9f40eebbffa0da6e11d31d1ecf796cd3a1d92283264a320038b8261,True,25,5
b4,b4-k12-andor_dom-tree-c5f4154e06f3,12,20,andor_dom,tree,flat,19976.0,5004.0,3.992006394884093,5440.0,15272.0,4712.0,17144.0,d949c9d8a9f40eebbffa0da6e11d31d1ecf796cd3a1d92283264a320038b8261,True,25,5
b4,b4-k12-andor_dom-tree-c5f4154e06f3,12,24,andor_dom,tree,flat,21412.0,4924.0,4.348497156783103,5464.0,15192.0,4608.0,17052.0,d949c9d8a9f40eebbffa0da6e11d31d1ecf796cd3a1d92283264a320038b8261,True,25,5
b4,b4-k12-andor_dom-shared-86ccd155e598,12,16,andor_dom,shared,flat,20600.0,8756.0,2.3526724531749656,7256.0,19728.0,8580.0,30972.0,3a691de90fd2e568f22c76b8493ad1468f9dc78745dd407b116b6fd267145db2,True,25,5
b4,b4-k12-andor_dom-shared-86ccd155e598,12,20,andor_dom,shared,flat,21280.0,8996.0,2.3654957759004,7300.0,19720.0,8524.0,30884.0,3a691de90fd2e568f22c76b8493ad1468f9dc78745dd407b116b6fd267145db2,True,25,5
b4,b4-k12-andor_dom-shared-86ccd155e598,12,24,andor_dom,shared,flat,20428.0,8712.0,2.344811753902663,7308.0,19864.0,8828.0,31160.0,3a691de90fd2e568f22c76b8493ad1468f9dc78745dd407b116b6fd267145db2,True,25,5
b4,b4-k12-impeqv_dom-tree-8fe562209709,12,16,impeqv_dom,tree,flat,24712.0,10476.0,2.3589156166475753,10888.0,19304.0,10300.0,18828.0,e245efb7c6cdd5382da73a305e702450dcc37d19e564d38fcf7a87fd90239187,True,25,5
b4,b4-k12-impeqv_dom-tree-8fe562209709,12,20,impeqv_dom,tree,flat,24612.0,10744.0,2.290766939687267,11112.0,19220.0,10640.0,18832.0,e245efb7c6cdd5382da73a305e702450dcc37d19e564d38fcf7a87fd90239187,True,25,5
b4,b4-k12-impeqv_dom-tree-8fe562209709,12,24,impeqv_dom,tree,flat,24852.0,10584.0,2.3480725623582765,10892.0,19216.0,10448.0,19060.0,e245efb7c6cdd5382da73a305e702450dcc37d19e564d38fcf7a87fd90239187,True,25,5
b4,b4-k12-impeqv_dom-shared-a906e175a694,12,16,impeqv_dom,shared,flat,32800.0,27124.0,1.2092611709187435,18600.0,33292.0,26460.0,52636.0,b7fb5e2f2206b97a1fe6625049c4a5e6c76425cfc7fb3a538e8ed62a44d98b8f,True,25,5
b4,b4-k12-impeqv_dom-shared-a906e175a694,12,20,impeqv_dom,shared,flat,33648.0,26696.0,1.2604135451003895,18392.0,32772.0,28116.0,51748.0,b7fb5e2f2206b97a1fe6625049c4a5e6c76425cfc7fb3a538e8ed62a44d98b8f,True,25,5
b4,b4-k12-impeqv_dom-shared-a906e175a694,12,24,impeqv_dom,shared,flat,31744.0,27052.0,1.173443737986101,18580.0,33328.0,26720.0,52076.0,b7fb5e2f2206b97a1fe6625049c4a5e6c76425cfc7fb3a538e8ed62a44d98b8f,True,25,5
b4,b4-k12-mixed-tree-646cf634cbc9,12,16,mixed,tree,flat,19484.0,5560.0,3.50431654676259,5804.0,14448.0,5412.0,15164.0,f113a50e484a199a624fd6fe2572894e730c3ae9debcf3c8534e9bb10a6a592e,True,25,5
b4,b4-k12-mixed-tree-646cf634cbc9,12,20,mixed,tree,flat,20368.0,5608.0,3.6319543509272467,5892.0,14572.0,5520.0,15348.0,f113a50e484a199a624fd6fe2572894e730c3ae9debcf3c8534e9bb10a6a592e,True,25,5
b4,b4-k12-mixed-tree-646cf634cbc9,12,24,mixed,tree,flat,19908.0,5524.0,3.6039102099927587,5888.0,14456.0,5444.0,15328.0,f113a50e484a199a624fd6fe2572894e730c3ae9debcf3c8534e9bb10a6a592e,True,25,5
b4,b4-k12-mixed-shared-f8025aa2f7b1,12,16,mixed,shared,flat,32304.0,28880.0,1.1185595567867035,17652.0,42200.0,28944.0,78040.0,8494d33604500637a75915e0e76744108fbf8497359191e7246cc7982d6f54ed,True,25,5
b4,b4-k12-mixed-shared-f8025aa2f7b1,12,20,mixed,shared,flat,32180.0,29040.0,1.1081267217630855,17572.0,41972.0,28348.0,76548.0,8494d33604500637a75915e0e76744108fbf8497359191e7246cc7982d6f54ed,True,25,5
b4,b4-k12-mixed-shared-f8025aa2f7b1,12,24,mixed,shared,flat,31880.0,28688.0,1.111266034578918,20156.0,41952.0,32356.0,75068.0,8494d33604500637a75915e0e76744108fbf8497359191e7246cc7982d6f54ed,True,25,5
b4,b4-k16-xor_dom-tree-6109348803ab,16,16,xor_dom,tree,words,51980.0,42380.0,1.2265219443133553,42120.0,37160.0,43300.0,42920.0,19c03725e5cc1b5e01e0eba58c63c0d7865a9bbd3f4e219e74aa34c68266be7b,True,5,5
b4,b4-k16-xor_dom-tree-6109348803ab,16,20,xor_dom,tree,words,55720.0,45720.0,1.2187226596675416,40460.0,38340.0,45280.0,41780.0,19c03725e5cc1b5e01e0eba58c63c0d7865a9bbd3f4e219e74aa34c68266be7b,True,5,5
b4,b4-k16-xor_dom-tree-6109348803ab,16,24,xor_dom,tree,words,55520.0,46140.0,1.2032943216298222,42840.0,39180.0,45780.0,42980.0,19c03725e5cc1b5e01e0eba58c63c0d7865a9bbd3f4e219e74aa34c68266be7b,True,5,5
b4,b4-k16-xor_dom-shared-24aebb58ba91,16,16,xor_dom,shared,words,55480.0,63500.0,0.8737007874015748,34080.0,40320.0,58780.0,62680.0,1982b9f6474e902be78ea310337c95bf2c53ff56d74d5ef3bb976d45a2fd7b0c,True,5,5
b4,b4-k16-xor_dom-shared-24aebb58ba91,16,20,xor_dom,shared,words,58540.0,65440.0,0.894559902200489,36160.0,39060.0,60760.0,61860.0,1982b9f6474e902be78ea310337c95bf2c53ff56d74d5ef3bb976d45a2fd7b0c,True,5,5
b4,b4-k16-xor_dom-shared-24aebb58ba91,16,24,xor_dom,shared,words,56560.0,62360.0,0.9069916613213599,34260.0,38640.0,68020.0,66260.0,1982b9f6474e902be78ea310337c95bf2c53ff56d74d5ef3bb976d45a2fd7b0c,True,5,5
b4,b4-k16-andor_dom-tree-2f1233215648,16,16,andor_dom,tree,words,54900.0,37640.0,1.4585547290116896,28340.0,34440.0,26500.0,36060.0,65bbc846767fb03a5bb45d48fb90329a7345a0c94bfcb0f57ec1c170dd3156b1,True,5,5
b4,b4-k16-andor_dom-tree-2f1233215648,16,20,andor_dom,tree,words,55220.0,36660.0,1.5062738679759957,23420.0,36600.0,22420.0,35260.0,65bbc846767fb03a5bb45d48fb90329a7345a0c94bfcb0f57ec1c170dd3156b1,True,5,5
b4,b4-k16-andor_dom-tree-2f1233215648,16,24,andor_dom,tree,words,51160.0,37300.0,1.3715817694369974,23280.0,36660.0,24880.0,36740.0,65bbc846767fb03a5bb45d48fb90329a7345a0c94bfcb0f57ec1c170dd3156b1,True,5,5
b4,b4-k16-andor_dom-shared-3f5171ea0365,16,16,andor_dom,shared,words,62260.0,64280.0,0.9685749844430616,32620.0,50720.0,43220.0,66240.0,a3e9a89e15f43111479cb1c649762223a1020c7ff05a0790a1dbd724c186d43d,True,5,5
b4,b4-k16-andor_dom-shared-3f5171ea0365,16,20,andor_dom,shared,words,72520.0,69120.0,1.0491898148148149,33120.0,47200.0,44700.0,64800.0,a3e9a89e15f43111479cb1c649762223a1020c7ff05a0790a1dbd724c186d43d,True,5,5
b4,b4-k16-andor_dom-shared-3f5171ea0365,16,24,andor_dom,shared,words,67880.0,66420.0,1.0219813309244203,33980.0,48800.0,43360.0,71660.0,a3e9a89e15f43111479cb1c649762223a1020c7ff05a0790a1dbd724c186d43d,True,5,5
