corpus,role,id,cluster,live_k,repetitions,baseline_ns_median,candidate_ns_median,ratio,baseline_ns_p10,baseline_ns_p90,candidate_ns_p10,candidate_ns_p90,baseline_peak_bytes,candidate_peak_bytes,peak_bytes_ratio,canonical_key_equal,packed_output_equal,packed_sha256
epfl,validation_reused,epfl-arithmetic-adder-po3-e22ec7119f,epfl:circuit:adder.aig,8,5,221665.0,217768.0,0.9824194166873436,217709.6,225594.59999999998,211819.2,223149.6,,,,True,True,5f85ccec0d99b17c1f1e24b9cc46ce3319945912648ce0a7842f2114eafcb741
epfl,validation_reused,epfl-arithmetic-adder-po4-ed17ac917c,epfl:circuit:adder.aig,10,5,282980.0,270035.0,0.9542547176478903,280272.4,288121.6,265891.6,274379.6,,,,True,True,7438036983e270a3aae7df9a97a7adb27b08600271f54b1528fb7c79033c2900
epfl,validation_reused,epfl-arithmetic-adder-po5-d8df03f32b,epfl:circuit:adder.aig,12,5,344635.0,342261.0,0.9931115528022401,340437.6,353835.0,337666.80000000005,359797.8,,,,True,True,cc1392ab2872a16263358c49d54f6f6a042ee879c568ff666eff15a4b702977b
epfl,validation_reused,epfl-arithmetic-adder-po6-5e5f8d2bf9,epfl:circuit:adder.aig,14,5,407944.0,399830.0,0.9801100151001118,405471.8,442952.0,398091.80000000005,404854.0,,,,True,True,ed2f865d4c1d045128523bd100e5c1052d90c4ffdde819b5e6e720ddda2ec6d0
epfl,validation_reused,epfl-arithmetic-adder-po7-7187a359bb,epfl:circuit:adder.aig,16,5,481573.0,468438.0,0.9727247997707512,476522.8,482403.6,466502.0,469992.4,,,,True,True,9d28057f0e1c91056edd5e0780e22fabb109924591d348fee488088f94b03a13
epfl,validation_reused,epfl-arithmetic-adder-internal23-c8f7e7c3d1,epfl:circuit:adder.aig,8,5,190967.0,181099.0,0.9483261505914634,186437.40000000002,196909.0,178239.6,191306.0,,,,True,True,8c303820e642d3085b45ccf82e502f884e33901014b7355ce9947a191d911173
epfl,validation_reused,epfl-arithmetic-adder-internal59-0da2adafe4,epfl:circuit:adder.aig,16,5,452407.0,437840.0,0.9678011171356765,446057.4,455010.4,432708.80000000005,444737.0,,,,True,True,314c7a0e9d6ef2861621e1abd2ac969b70fafecc64f84c17e6e40dabd4aec203
epfl,validation_reused,epfl-arithmetic-bar-internal12-c0943537bc,epfl:circuit:bar.aig,8,5,172734.0,165911.0,0.9604999594752626,168888.2,186248.8,165277.8,170529.8,,,,True,True,8c8c379a4908901531f2f5d87fbfdb999cc6f4d090cf41d953e14297a29dedec
epfl,validation_reused,epfl-arithmetic-bar-internal946-d4ec02cf11,epfl:circuit:bar.aig,8,5,166191.0,162144.0,0.9756485008213441,165001.4,173435.2,160060.0,163853.0,,,,True,True,de79b1ebef3a6a2f2e4ad16d21d48d5e932615c52349246d16cc90d3647da400
epfl,validation_reused,epfl-arithmetic-bar-internal1491-d851acd11c,epfl:circuit:bar.aig,8,5,159740.0,155812.0,0.9754100413171404,157663.2,162294.2,154219.0,157618.8,,,,True,True,79570f48654881e6c3b0293a3404059220fadaf331d51391080aeb1a61f9888e
epfl,validation_reused,epfl-arithmetic-bar-internal1655-92b9245782,epfl:circuit:bar.aig,8,5,163687.0,160831.0,0.9825520658329617,161944.8,168355.4,157918.0,163477.0,,,,True,True,0b86792efa3f1ec23b5e5fef89798ce65887056f734a22f0ec3bea3a09139cbe
epfl,validation_reused,epfl-arithmetic-bar-internal2321-8f03a00382,epfl:circuit:bar.aig,12,5,329056.0,320550.0,0.9741502966060488,322888.6,329960.6,316859.80000000005,340386.0,,,,True,True,898ae3e0a2d5b9a004896620f6100d41741c1f7a6c59afda8fc4fc20331b6df5
epfl,validation_reused,epfl-arithmetic-div-internal11-6e2b7582e6,epfl:circuit:div.aig,8,5,122841.0,119674.0,0.974218705481069,118649.79999999999,129963.20000000001,117498.2,127781.2,,,,True,True,01d0fabd251fcbbe2b93b4b927b26ad2a1a99077152e45ded1e678afa45dbec5
epfl,validation_reused,epfl-arithmetic-div-internal205-17fa719fea,epfl:circuit:div.aig,10,5,183223.0,183083.0,0.9992359037893714,177981.6,205819.8,179366.2,187423.2,,,,True,True,997c1bbe98efbc30bcb4fc4bbe24093055e0fa4b85351e419f04bc96f6a3bea2
epfl,validation_reused,epfl-arithmetic-div-internal2341-0bff27478a,epfl:circuit:div.aig,8,5,117901.0,111629.0,0.9468028260998634,115732.6,123723.6,111292.40000000001,113062.0,,,,True,True,5778f985db754c6628691f56fadae50c65fddbe8eb2e93039633fefa05d45e31
epfl,validation_reused,epfl-arithmetic-div-internal10810-b1ae747db1,epfl:circuit:div.aig,14,5,254637.0,230031.0,0.9033683243205033,235901.59999999998,268661.6,226928.59999999998,237278.4,,,,True,True,d5990a0fe875a0aa109edb831f0e95b8f0a3a46b9b78daeaea9ce05c32c7201f
epfl,validation_reused,epfl-arithmetic-div-internal28675-2e29c8b7fc,epfl:circuit:div.aig,16,5,271689.0,259546.0,0.9553055147613632,262249.4,292303.8,255748.8,266862.0,,,,True,True,8b2cf5a9437ce2378e2ba67b209e77c5966fb18f456512ec0aaaa01c619c217b
epfl,validation_reused,epfl-arithmetic-hyp-internal65-be3998eac0,epfl:circuit:hyp.aig,8,5,260067.0,258785.0,0.9950705010631876,257967.40000000002,286775.0,252649.4,265263.0,,,,True,True,892dc1d93262adb098e8a99ab8d0c65922c9e262dbaf8c9b873ea42b1e34007a
epfl,validation_reused,epfl-arithmetic-hyp-internal17666-fd54aaf9b3,epfl:circuit:hyp.aig,12,5,331812.0,323907.0,0.9761762684893855,329535.80000000005,340505.6,321117.8,331120.0,,,,True,True,198de70838377fa516f8f25f259d48d2acc38d2f09f983f3f98ba3a32f0a4e07
epfl,validation_reused,epfl-arithmetic-hyp-internal39470-7af4a2b5bd,epfl:circuit:hyp.aig,12,5,235090.0,229721.0,0.9771619379811987,233608.0,239841.2,226370.0,231980.40000000002,,,,True,True,9d6d1b4f4cb9e69615ed682a9f012d7c5e34dba6e16ce2c30fe3fe08f3a41526
