live_k,ambient_n,n_formulas,paired_ratio_median,paired_ratio_geomean,paired_ratio_p10,paired_ratio_p90,cm_us_median,bitset_us_median
8,16,8,0.8351586134736,0.7475850301001018,0.43310335414690615,1.3548929687177547,17.66574991052039,23.568249962409027
8,20,8,0.7899321586496606,0.7262254666057765,0.42405662331515304,1.3251699108702377,16.847000078996643,23.122249986045063
8,24,8,0.7869628344711876,0.7193259700776503,0.4155023835206941,1.3376686761381755,16.74549996096175,23.456500057363883
12,16,8,0.8867865897499883,0.8126698456227097,0.4549515378624429,1.2541595821673919,20.833749949815683,26.051249951706268
12,20,8,0.8757369329612193,0.8067797223016691,0.460408019332487,1.2344215596356374,21.905749963480048,26.06225010822527
12,24,8,0.8682200298571008,0.8021503520192627,0.45830315569782987,1.2486500509995768,21.069249996799044,26.072500040754676
16,16,8,1.095445303400441,1.0598710607405648,0.8309779827732546,1.3468083384368543,76.15800015628338,68.5249999514781
16,20,8,1.1260599796702155,1.097631035003462,0.8568674667821649,1.3852382565367445,73.07799998670816,66.08299998333678
16,24,8,1.1245714037042844,1.0924203152910577,0.8402716576845312,1.367727257475042,74.1989997914061,66.18000013986602
