live_k,ambient_n,n_formulas,paired_ratio_median,paired_ratio_geomean,paired_ratio_p10,paired_ratio_p90,cm_us_median,bitset_us_median
8,16,8,2.014532395182961,1.7597759092379852,1.066054159645638,2.89440708483919,44.19874996528961,21.941499871900305
8,20,8,2.0034057251504556,1.7730007364931053,1.0974484687553252,2.860968961548241,40.42675020173192,21.402499987743795
8,24,8,1.9575224228267545,1.8020119238705656,1.1310986930218467,2.987746895279004,41.84974983218126,23.909250157885253
12,16,8,1.9134957322000803,1.7149405900857377,0.9990931386783035,2.541591386268133,77.34899932984263,51.339000347070396
12,20,8,1.8917778031462635,1.689959206349001,1.0621201549096146,2.5877825962001104,73.95499967969954,44.912000303156674
12,24,8,1.9194371309455738,1.7218167189611255,0.9954738470257305,2.758868390187468,65.19900052808225,53.4870004048571
16,16,8,1.3528042365759025,1.2881254013967713,0.9902573804348025,1.6379100701740725,77.69799907691777,58.293999754823744
16,20,8,1.3518253039268413,1.3254796923709815,1.0439738939445284,1.6731687457470694,84.76699993479997,60.29099982697517
16,24,8,1.3438433199850204,1.3282602825826817,1.0491796680427408,1.6746006231910702,80.24899929296225,60.4779995046556
