corpus,live_k,ambient_n,current_engine,n,cm_current_over_cse_flat_current_geomean,cm_current_over_cse_flat_current_median,cm_current_over_cse_flat_current_min,cm_current_over_cse_flat_current_max,cm_wrapper_over_cse_flat_current_geomean,cm_wrapper_over_cse_flat_current_median,cm_wrapper_over_cse_flat_current_min,cm_wrapper_over_cse_flat_current_max,cm_current_over_raw_current_geomean,cm_current_over_raw_current_median,cm_current_over_raw_current_min,cm_current_over_raw_current_max,cm_wrapper_over_raw_current_geomean,cm_wrapper_over_raw_current_median,cm_wrapper_over_raw_current_min,cm_wrapper_over_raw_current_max,cse_flat_current_over_raw_current_geomean,cse_flat_current_over_raw_current_median,cse_flat_current_over_raw_current_min,cse_flat_current_over_raw_current_max
b2,4,4,flat,32,0.834080755798883,0.867822550206848,0.45488472835783683,0.9316175737544,4.702355323194289,4.7046938070337845,3.074154583726143,7.096782856981313,0.8810419749949848,0.9332777431001547,0.30459575222901025,1.4144694248029146,4.967111868091401,5.528189855703538,2.058487281555255,8.875494979493707,1.056302964514656,1.1320568214526041,0.6042510998373107,1.5522831427011792
b2,6,6,flat,32,0.862899762130664,0.8909348644390805,0.5304049322366705,0.9430395415189042,4.022354807144586,4.042663265705834,2.7779000353400765,6.819202244938866,0.863873828411063,0.9596084401701184,0.2445001734322108,1.211981650295941,4.026895357921614,4.4677096324635075,1.4922208690852652,7.700521458483369,1.0011288290055775,1.0576251500020337,0.4609688910719123,1.3314449259807717
b2,8,8,flat,32,0.8998834369373923,0.9171897664125216,0.7066337306839715,0.9619961524043937,3.5710646668475765,3.6196417485794665,2.7097471432431144,4.6858784292111055,0.9453483393652743,1.0464530348532097,0.5005557202133966,1.3480718515716885,3.751485930288585,3.6811136119078816,1.7252990402451085,6.44775632224404,1.0505231017281687,1.1213723589312912,0.6342456873832267,1.4732266370998244
b2,10,10,flat,32,0.9085850202080461,0.9276418155855507,0.6629438292646779,0.9629134669725076,3.1277609371385537,3.06863825640222,2.0581784131466447,5.1743943334245825,0.9348854002566401,0.9723989798777644,0.5304083491113019,1.3245416421169378,3.2182987509020418,3.2423585717338073,1.3752022746480255,5.651544033549372,1.028946526151809,1.081797379308166,0.6486596466178833,1.464787023879666
b2,12,12,flat,32,0.9296680639192303,0.9520637243298321,0.7089758342922899,0.9857612187375797,2.393757876772518,2.4182064681564994,1.6657548415550731,3.5693291803415765,0.8581182482167262,0.8901346047414072,0.32954645878779704,1.2184038245420004,2.209527675083702,2.258390581886072,0.9183663027856204,4.071980332987685,0.9230372447119789,0.9550950097729218,0.4648204393549678,1.2959382079594712
b2,16,16,words,32,0.9731852519209288,0.9865117848973843,0.8522797884937804,1.0314908678333148,1.3507756801672743,1.35587782982215,1.137844091124822,1.4959559595111633,0.774775537742633,0.8316407672093308,0.4428351204576516,0.9898322807059714,1.0753841079132,1.157227442180632,0.5725187258930113,1.4763440021493635,0.7961233857719655,0.8388384419413879,0.5031609605908705,1.000978569331637
b4,8,16,flat,8,0.883601315529284,0.9178599571094175,0.7166627772561747,0.9445450865013816,3.6763186114896462,3.6737115885945704,2.771057812588844,5.423127973522719,0.8683608574135973,0.9472470911934612,0.4965427889934171,1.1631678647412653,3.6129090410944658,3.8466039814849933,1.5416081474449004,6.946450946947743,0.9827518838554948,1.0679488803154538,0.5256951691238201,1.280893790606146
b4,8,20,flat,8,0.920864324613159,0.9554894544379824,0.7735345031401079,0.9701814181872989,3.6809153204269003,3.68153271541152,2.728198774012458,5.433346139070304,0.8769981685756506,0.9519939950858156,0.5020197630846157,1.1647118432854726,3.5055717855641153,3.7077349203332037,1.5273121074712723,6.481901838911175,0.9523641486970016,1.0364818730925351,0.5205405910997917,1.2217611897376908
b4,8,24,flat,8,0.9205141815358505,0.9547906604372058,0.7606889865706007,0.9666024656896952,3.6811335434976398,3.6871558937373887,2.7393159143044623,5.446181553106642,0.8705317276340362,0.9477388271259441,0.5019108107925299,1.1530994717328042,3.4812538552376426,3.7027683392480344,1.5082882324009736,6.323298201243647,0.9457015927571913,1.0277400327317867,0.5192525661874904,1.2124729191240837
b4,12,16,flat,8,0.9359468168836267,0.9436255943014114,0.8626729579357986,0.9832843443852832,2.730522995635793,2.993298229232047,1.880036099748657,3.639688237704118,0.8575242338804029,0.8976282831247198,0.5400520571221394,1.2406882746097554,2.5017336430735906,2.63511067641672,1.266464084714525,4.209140531848562,0.9162104282117831,0.9981548538010543,0.604593148157167,1.324611396129823
